;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
LAGOA GRANDE DO MARANHÃO;99;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;558;5;;;;;;;
LORETO;151;2;;;;;;;
LUÍS DOMINGUES;65;1;;;;;;;
MAGALHÃES DE ALMEIDA;355;4;;;;;;;
MARACAÇUMÉ;464;3;;;;;;;
MARAJÁ DO SENA;143;2;;;;;;;
MARANHÃOZINHO;397;3;;;;;;;
MATA ROMA;343;9;;;;;;;
MATINHA;256;3;;;;;;;
MATÕES;260;4;;;;;;;
MATÕES DO NORTE;187;1;;;;;;;
MILAGRES DO MARANHÃO;147;1;;;;;;;
MIRADOR;436;2;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;125;6;;;;;;;
MONÇÃO;312;15;;;;;;;
MONTES ALTOS;247;2;;;;;;;
MORROS;135;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;42;0;;;;;;;
NOVA IORQUE;20;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;439;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;510;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;280;2;;;;;;;
PARNARAMA;282;0;;;;;;;
PASSAGEM FRANCA;112;0;;;;;;;
PASTOS BONS;159;2;;;;;;;
PAULINO NEVES;148;2;;;;;;;
PAULO RAMOS;698;9;;;;;;;
PEDREIRAS;1437;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;560;10;;;;;;;
PINHEIRO;1701;29;;;;;;;
PIO XII;777;6;;;;;;;
PIRAPEMAS;245;3;;;;;;;
POÇÃO DE PEDRAS;628;2;;;;;;;
PORTO FRANCO;581;7;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1147;6;;;;;;;
PRESIDENTE JUSCELINO;28;0;;;;;;;
PRESIDENTE MÉDICI;212;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;50;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;114;13;;;;;;;
RIACHÃO;215;2;;;;;;;
RIBAMAR FIQUENE;132;8;;;;;;;
ROSÁRIO;370;11;;;;;;;
SAMBAÍBA;99;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1215;6;;;;;;;
SANTA INÊS;4055;71;;;;;;;
SANTA LUZIA;2253;16;;;;;;;
SANTA LUZIA DO PARUÁ;363;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;435;14;;;;;;;
SANTA RITA;245;11;;;;;;;
SANTANA DO MARANHÃO;149;3;;;;;;;
SANTO AMARO DO MARANHÃO;68;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;562;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;771;6;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;809;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;93;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1076;6;;;;;;;
SÃO FÉLIX DE BALSAS;85;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;245;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;111;5;;;;;;;
SÃO JOÃO DO CARÚ;333;5;;;;;;;
SÃO JOÃO DO PARAÍSO;75;1;;;;;;;
SÃO JOÃO DO SÓTER;345;2;;;;;;;
SÃO JOÃO DOS PATOS;765;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1058;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;123;0;;;;;;;
SÃO LUÍS;16964;1157;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;451;7;;;;;;;
SÃO MATEUS DO MARANHÃO;1025;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;318;1;;;;;;;
SÃO PEDRO DOS CRENTES;98;1;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;976;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;136;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;292;1;;;;;;;
SENADOR LA ROCQUE;174;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;310;3;;;;;;;
SUCUPIRA DO NORTE;44;0;;;;;;;
SUCUPIRA DO RIACHÃO;55;0;;;;;;;
TASSO FRAGOSO;91;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2578;96;;;;;;;
TRIZIDELA DO VALE;599;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1058;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;913;21;;;;;;;
URBANO SANTOS;1101;14;;;;;;;
VARGEM GRANDE;668;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;172;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1366;22;;;;;;;
ZÉ DOCA;2976;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, um caso no município de Estreito foi excluído em razão de duplicidade. Em razão de mudança de domicílio de paciente, um caso de Caxias foi remanejado para Buriticupu.   ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
