;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BELÁGUA;244;1;;TESTES REALIZADOS;;;;% de ocupação UTI;37,50%
BENEDITO LEITE;163;0;;LABORATÓRIO PÚBLICO;2345;;;;
BEQUIMÃO;211;11;;LABORATÓRIO PRIVADO;425;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;340.026;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;342796;;;Total de leitos;552
BOM JARDIM;842;22;;;;;;Leitos ocupados;95
BOM JESUS DAS SELVAS;1526;10;;;;;;Leitos livres;457
BOM LUGAR;234;1;;ÓBITOS DE COVID-19;;;;% de ocupação;17,21%
BREJO;655;18;;;;;;;
BREJO DE AREIA;197;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;574;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;324;1;;10 a 19 anos;15;;;Leitos ocupados UTI;63
BURITICUPU;2188;4;;20 a 29 anos;34;;;Leitos livres;152
BURITIRANA;236;6;;30 a 39 anos;110;;;% de ocupação UTI;29,30%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;202;;;;
CAJAPIÓ;5;2;;50 a 59 anos;371;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;797;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;407;4;;Mais de 70 anos;1930;;;Total de leitos;81
CÂNDIDO MENDES;74;4;;TOTAL;3478;;;Leitos ocupados;68
CANTANHEDE;381;3;;;;;;Leitos livres;13
CAPINZAL DO NORTE;359;1;;;;;;% de ocupação;83,95%
CAROLINA;348;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;354;17;;HOMEM;2140;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3957;76;;MULHER;1338;38%;;Total de leitos UTI;54
CEDRAL;132;0;;;;;;Leitos ocupados UTI;40
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;14
CENTRO DO GUILHERME;342;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;74,07%
CENTRO NOVO DO MARANHÃO;614;7;;COM COMORBIDADES ;2942;85%;;;
CHAPADINHA;2666;45;;SEM COMORBIDADES ;536;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;295;1;;;;;;;
CODÓ;1803;41;;;;;;;
COELHO NETO;1548;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1583;27;;NEUROLÓGICO;199;;;;
CONCEIÇÃO DO LAGO-AÇU;155;6;;ONCOLÓGICO;129;;;RAÇA/COR;
COROATÁ;1405;10;;PNEUMOPATIA;53;;;AMARELA;30.317
CURURUPU;509;7;;CARDIOPATIA;430;;;BRANCA;16.972
DAVINÓPOLIS;248;7;;DOENÇA RENAL CRÔNICA;204;;;INDIGENA;1.072
DOM PEDRO;343;2;;DIABETES MELITUS;1335;;;PARDA;59.627
DUQUE BACELAR;370;8;;HIPERTENSÃO ARTERIAL;1907;;;PRETA;5.914
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;536;;;SEM INFORMAÇÃO;41.815
ESTREITO;2227;7;;OBESIDADE;147;;;TOTAL;155.717
FEIRA NOVA DO MARANHÃO;491;2;;OUTROS;469;;;;
FERNANDO FALCÃO;734;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;645;1;;;;;;PARDA;1745
FORTALEZA DOS NOGUEIRAS;560;2;;;;;;BRANCA;430
FORTUNA;527;1;;;;;;PRETA;236
GODOFREDO VIANA;85;3;;;;;;AMARELA;210
GONÇALVES DIAS;346;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;321;5;;;;;;TOTAL;3.478
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;111;0;;;;;;;
GOVERNADOR NEWTON BELLO;465;4;;;;;;;
GOVERNADOR NUNES FREIRE;631;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2461;33;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;603;5;;;;;;;
ICATU;212;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5472;295;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;744;11;;;;;;;
ITINGA DO MARANHÃO;569;11;;;;;;;
JATOBÁ;75;4;;;;;;;
JENIPAPO DOS VIEIRAS;679;9;;;;;;;
JOÃO LISBOA;238;10;;;;;;;
JOSELÂNDIA;418;0;;;;;;;
JUNCO DO MARANHÃO;186;0;;;;;;;
LAGO DA PEDRA;1196;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;364;7;;;;;;;
LAGO VERDE;498;4;;;;;;;
LAGOA DO MATO;2;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;130;0;;;;;;;
LIMA CAMPOS;676;6;;;;;;;
LORETO;322;3;;;;;;;
LUÍS DOMINGUES;150;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;498;3;;;;;;;
MARAJÁ DO SENA;148;3;;;;;;;
MARANHÃOZINHO;420;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;381;8;;;;;;;
MATÕES DO NORTE;206;1;;;;;;;
MILAGRES DO MARANHÃO;169;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;129;6;;;;;;;
MONÇÃO;570;15;;;;;;;
MONTES ALTOS;362;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;92;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;496;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;569;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;485;0;;;;;;;
PASSAGEM FRANCA;361;0;;;;;;;
PASTOS BONS;378;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;817;11;;;;;;;
PEDREIRAS;1529;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;218;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1906;33;;;;;;;
PIO XII;806;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;922;3;;;;;;;
PORTO FRANCO;775;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1337;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;475;6;;;;;;;
RIBAMAR FIQUENE;152;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;257;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1326;6;;;;;;;
SANTA INÊS;4243;71;;;;;;;
SANTA LUZIA;2486;16;;;;;;;
SANTA LUZIA DO PARUÁ;433;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;264;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;675;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;934;7;;;;;;;
SÃO BENTO;459;6;;;;;;;
SÃO BERNARDO;840;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;148;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1371;8;;;;;;;
SÃO FÉLIX DE BALSAS;140;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;325;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;79;0;;;;;;;
SÃO JOÃO BATISTA;121;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;109;2;;;;;;;
SÃO JOÃO DO SÓTER;531;2;;;;;;;
SÃO JOÃO DOS PATOS;1089;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1217;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;187;0;;;;;;;
SÃO LUÍS;19061;1209;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;582;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1118;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;377;1;;;;;;;
SÃO PEDRO DOS CRENTES;109;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1497;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;231;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;350;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;752;4;;;;;;;
SUCUPIRA DO NORTE;64;0;;;;;;;
SUCUPIRA DO RIACHÃO;95;0;;;;;;;
TASSO FRAGOSO;203;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3710;105;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;86;5;;;;;;;
TUNTUM;1276;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;310;5;;;;;;;
TUTÓIA;1007;23;;;;;;;
URBANO SANTOS;1514;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;280;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;282;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1491;26;;;;;;;
ZÉ DOCA;3333;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, em razão de mudança de domicílio de paciente, um caso de Sucupira do Norte foi transferido para Pastos Bons. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
