;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BENEDITO LEITE;62;0;;LABORATÓRIO PÚBLICO;1825;;;;
BEQUIMÃO;200;10;;LABORATÓRIO PRIVADO;98;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;265983;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;267906;;;Total de leitos;578
BOM JARDIM;757;18;;;;;;Leitos ocupados;158
BOM JESUS DAS SELVAS;1342;8;;;;;;Leitos livres;420
BOM LUGAR;174;0;;ÓBITOS DE COVID-19;;;;% de ocupação;27,34%
BREJO;583;18;;;;;;;
BREJO DE AREIA;164;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;355;1;;0 a 9 anos;18;;;Total de leitos UTI;215
BURITI BRAVO;146;0;;10 a 19 anos;14;;;Leitos ocupados UTI;83
BURITICUPU;1830;4;;20 a 29 anos;30;;;Leitos livres;132
BURITIRANA;234;6;;30 a 39 anos;99;;;% de ocupação UTI;38,60%
CACHOEIRA GRANDE;166;3;;40 a 49 anos;172;;;;
CAJAPIÓ;5;2;;50 a 59 anos;325;;;IMPERATRIZ;
CAJARI;121;2;;60 a 69 anos;709;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;254;1;;Mais de 70 anos;1665;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;3032;;;Leitos ocupados;49
CANTANHEDE;378;3;;;;;;Leitos livres;32
CAPINZAL DO NORTE;317;1;;;;;;% de ocupação;60,49%
CAROLINA;234;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;261;16;;HOMEM;1873;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2908;67;;MULHER;1159;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;31
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;23
CENTRO DO GUILHERME;103;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;57,41%
CENTRO NOVO DO MARANHÃO;493;5;;COM COMORBIDADES ;2576;85%;;;
CHAPADINHA;2542;40;;SEM COMORBIDADES ;456;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;253;0;;;;;;;
CODÓ;1790;19;;;;;;;
COELHO NETO;1407;32;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1136;24;;NEUROLÓGICO;182;;;;
CONCEIÇÃO DO LAGO-AÇU;146;3;;ONCOLÓGICO;114;;;RAÇA/COR;
COROATÁ;757;10;;PNEUMOPATIA;36;;;AMARELA;20.371
CURURUPU;434;7;;CARDIOPATIA;357;;;BRANCA;11.938
DAVINÓPOLIS;220;7;;DOENÇA RENAL CRÔNICA;178;;;INDIGENA;650
DOM PEDRO;129;2;;DIABETES MELITUS;1165;;;PARDA;4.314
DUQUE BACELAR;306;7;;HIPERTENSÃO ARTERIAL;1692;;;PRETA;43.504
ESPERANTINÓPOLIS;613;12;;SEM COMORBIDADES;456;;;SEM INFORMAÇÃO;40.804
ESTREITO;1075;7;;OBESIDADE;130;;;TOTAL;121.581
FEIRA NOVA DO MARANHÃO;180;1;;OUTROS;410;;;;
FERNANDO FALCÃO;566;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;400;1;;;;;;PARDA;1.452
FORTALEZA DOS NOGUEIRAS;298;0;;;;;;BRANCA;347
FORTUNA;271;0;;;;;;PRETA;192
GODOFREDO VIANA;78;3;;;;;;AMARELA;202
GONÇALVES DIAS;240;2;;;;;;INDÍGENA;12
GOVERNADOR ARCHER;249;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;223;4;;;;;;TOTAL;3.032
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;75;0;;;;;;;
GOVERNADOR NEWTON BELLO;405;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1843;25;;;;;;;
GUIMARÃES;180;4;;;;;;;
HUMBERTO DE CAMPOS;390;5;;;;;;;
ICATU;175;6;;;;;;;
IGARAPÉ DO MEIO;202;8;;;;;;;
IGARAPÉ GRANDE;854;7;;;;;;;
IMPERATRIZ;4673;226;;;;;;;
ITAIPAVA DO GRAJAÚ;255;1;;;;;;;
ITAPECURU-MIRIM;633;9;;;;;;;
ITINGA DO MARANHÃO;490;11;;;;;;;
JATOBÁ;33;2;;;;;;;
JENIPAPO DOS VIEIRAS;220;4;;;;;;;
JOÃO LISBOA;219;9;;;;;;;
JOSELÂNDIA;335;0;;;;;;;
JUNCO DO MARANHÃO;120;0;;;;;;;
LAGO DA PEDRA;1055;41;;;;;;;
LAGO DO JUNCO;166;1;;;;;;;
LAGO DOS RODRIGUES;268;5;;;;;;;
LAGO VERDE;446;3;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;71;0;;;;;;;
LIMA CAMPOS;513;5;;;;;;;
LORETO;110;2;;;;;;;
LUÍS DOMINGUES;61;1;;;;;;;
MAGALHÃES DE ALMEIDA;312;4;;;;;;;
MARACAÇUMÉ;451;3;;;;;;;
MARAJÁ DO SENA;132;2;;;;;;;
MARANHÃOZINHO;356;3;;;;;;;
MATA ROMA;343;9;;;;;;;
MATINHA;234;3;;;;;;;
MATÕES;245;2;;;;;;;
MATÕES DO NORTE;186;1;;;;;;;
MILAGRES DO MARANHÃO;144;1;;;;;;;
MIRADOR;313;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;288;15;;;;;;;
MONTES ALTOS;195;2;;;;;;;
MORROS;133;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;28;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;387;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;497;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;243;2;;;;;;;
PARNARAMA;244;0;;;;;;;
PASSAGEM FRANCA;105;0;;;;;;;
PASTOS BONS;122;1;;;;;;;
PAULINO NEVES;142;2;;;;;;;
PAULO RAMOS;682;7;;;;;;;
PEDREIRAS;1376;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;212;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;10;;;;;;;
PINHEIRO;1612;29;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;244;3;;;;;;;
POÇÃO DE PEDRAS;581;2;;;;;;;
PORTO FRANCO;495;7;;;;;;;
PORTO RICO DO MARANHÃO;92;1;;;;;;;
PRESIDENTE DUTRA;1068;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;186;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;166;2;;;;;;;
RIBAMAR FIQUENE;130;8;;;;;;;
ROSÁRIO;363;10;;;;;;;
SAMBAÍBA;50;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;39;0;;;;;;;
SANTA HELENA;1190;6;;;;;;;
SANTA INÊS;3976;70;;;;;;;
SANTA LUZIA;2108;15;;;;;;;
SANTA LUZIA DO PARUÁ;294;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;430;14;;;;;;;
SANTA RITA;229;11;;;;;;;
SANTANA DO MARANHÃO;141;2;;;;;;;
SANTO AMARO DO MARANHÃO;57;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;505;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;736;5;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;776;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;69;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;951;5;;;;;;;
SÃO FÉLIX DE BALSAS;65;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;233;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;319;5;;;;;;;
SÃO JOÃO DO PARAÍSO;68;1;;;;;;;
SÃO JOÃO DO SÓTER;301;2;;;;;;;
SÃO JOÃO DOS PATOS;652;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1030;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;119;0;;;;;;;
SÃO LUÍS;16263;1145;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;956;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;302;1;;;;;;;
SÃO PEDRO DOS CRENTES;96;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;715;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;126;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;261;1;;;;;;;
SENADOR LA ROCQUE;172;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;276;3;;;;;;;
SUCUPIRA DO NORTE;19;0;;;;;;;
SUCUPIRA DO RIACHÃO;40;0;;;;;;;
TASSO FRAGOSO;66;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2187;73;;;;;;;
TRIZIDELA DO VALE;598;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;972;6;;;;;;;
TURIAÇU;220;3;;;;;;;
TURILÂNDIA;300;4;;;;;;;
TUTÓIA;874;21;;;;;;;
URBANO SANTOS;1096;14;;;;;;;
VARGEM GRANDE;643;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;152;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1313;21;;;;;;;
ZÉ DOCA;2872;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
