;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
HUMBERTO DE CAMPOS;478;5;;;;;;;
ICATU;183;6;;;;;;;
IGARAPÉ DO MEIO;228;8;;;;;;;
IGARAPÉ GRANDE;896;8;;;;;;;
IMPERATRIZ;4966;233;;;;;;;
ITAIPAVA DO GRAJAÚ;358;2;;;;;;;
ITAPECURU-MIRIM;671;10;;;;;;;
ITINGA DO MARANHÃO;518;11;;;;;;;
JATOBÁ;42;3;;;;;;;
JENIPAPO DOS VIEIRAS;443;8;;;;;;;
JOÃO LISBOA;226;9;;;;;;;
JOSELÂNDIA;376;0;;;;;;;
JUNCO DO MARANHÃO;143;0;;;;;;;
LAGO DA PEDRA;1132;43;;;;;;;
LAGO DO JUNCO;179;1;;;;;;;
LAGO DOS RODRIGUES;304;7;;;;;;;
LAGO VERDE;474;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;107;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;581;6;;;;;;;
LORETO;182;2;;;;;;;
LUÍS DOMINGUES;65;1;;;;;;;
MAGALHÃES DE ALMEIDA;384;4;;;;;;;
MARACAÇUMÉ;473;3;;;;;;;
MARAJÁ DO SENA;144;3;;;;;;;
MARANHÃOZINHO;408;3;;;;;;;
MATA ROMA;344;10;;;;;;;
MATINHA;256;3;;;;;;;
MATÕES;294;4;;;;;;;
MATÕES DO NORTE;201;1;;;;;;;
MILAGRES DO MARANHÃO;153;1;;;;;;;
MIRADOR;482;3;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;125;6;;;;;;;
MONÇÃO;329;15;;;;;;;
MONTES ALTOS;267;3;;;;;;;
MORROS;137;7;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;70;0;;;;;;;
NOVA IORQUE;25;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;451;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;524;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;319;2;;;;;;;
PARNARAMA;381;0;;;;;;;
PASSAGEM FRANCA;122;0;;;;;;;
PASTOS BONS;223;2;;;;;;;
PAULINO NEVES;151;2;;;;;;;
PAULO RAMOS;754;9;;;;;;;
PEDREIRAS;1467;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;216;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;329;3;;;;;;;
PINDARÉ-MIRIM;563;11;;;;;;;
PINHEIRO;1723;30;;;;;;;
PIO XII;786;6;;;;;;;
PIRAPEMAS;246;3;;;;;;;
POÇÃO DE PEDRAS;679;2;;;;;;;
PORTO FRANCO;637;8;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1202;7;;;;;;;
PRESIDENTE JUSCELINO;28;0;;;;;;;
PRESIDENTE MÉDICI;219;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;51;1;;;;;;;
PRIMEIRA CRUZ;43;2;;;;;;;
RAPOSA;121;13;;;;;;;
RIACHÃO;232;6;;;;;;;
RIBAMAR FIQUENE;133;8;;;;;;;
ROSÁRIO;375;11;;;;;;;
SAMBAÍBA;100;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1230;6;;;;;;;
SANTA INÊS;4078;71;;;;;;;
SANTA LUZIA;2330;16;;;;;;;
SANTA LUZIA DO PARUÁ;381;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;438;14;;;;;;;
SANTA RITA;252;11;;;;;;;
SANTANA DO MARANHÃO;154;3;;;;;;;
SANTO AMARO DO MARANHÃO;70;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;584;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;825;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;821;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;109;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1163;8;;;;;;;
SÃO FÉLIX DE BALSAS;104;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;259;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;65;0;;;;;;;
SÃO JOÃO BATISTA;111;5;;;;;;;
SÃO JOÃO DO CARÚ;347;5;;;;;;;
SÃO JOÃO DO PARAÍSO;79;2;;;;;;;
SÃO JOÃO DO SÓTER;377;2;;;;;;;
SÃO JOÃO DOS PATOS;827;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1096;108;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;137;0;;;;;;;
SÃO LUÍS;17504;1176;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;491;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1056;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;318;1;;;;;;;
SÃO PEDRO DOS CRENTES;101;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;991;5;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;152;2;;;;;;;
SÃO VICENTE FERRER;155;1;;;;;;;
SATUBINHA;126;1;;;;;;;
SENADOR ALEXANDRE COSTA;309;1;;;;;;;
SENADOR LA ROCQUE;175;8;;;;;;;
SERRANO DO MARANHÃO;141;2;;;;;;;
SÍTIO NOVO;354;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;69;0;;;;;;;
TASSO FRAGOSO;104;0;;;;;;;
TIMBIRAS;331;3;;;;;;;
TIMON;2971;99;;;;;;;
TRIZIDELA DO VALE;603;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1119;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;946;22;;;;;;;
URBANO SANTOS;1321;14;;;;;;;
VARGEM GRANDE;703;10;;;;;;;
VIANA;274;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;209;0;;;;;;;
VITÓRIA DO MEARIM;624;6;;;;;;;
VITORINO FREIRE;1419;25;;;;;;;
ZÉ DOCA;3046;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
"Na revisão de dados no sistema, em razão de mudança de domicílio de paciente, dois casos de Penalva foram remanejados, um para São Luís e um para Viana; um caso de Vargem Grande foi remanejado para Presidente Vargas.   
";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
