;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CÂNDIDO MENDES;40;4;;TOTAL;3365;;;Leitos ocupados;72
CANTANHEDE;381;3;;;;;;Leitos livres;9
CAPINZAL DO NORTE;347;1;;;;;;% de ocupação;88,89%
CAROLINA;313;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;330;17;;HOMEM;2068;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3730;70;;MULHER;1297;39%;;Total de leitos UTI;54
CEDRAL;121;0;;;;;;Leitos ocupados UTI;46
CENTRAL DO MARANHÃO;21;1;;;;;;Leitos livres;8
CENTRO DO GUILHERME;332;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;85,19%
CENTRO NOVO DO MARANHÃO;600;7;;COM COMORBIDADES ;2849;85%;;;
CHAPADINHA;2665;44;;SEM COMORBIDADES ;516;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;281;1;;;;;;;
CODÓ;1792;20;;;;;;;
COELHO NETO;1509;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1467;27;;NEUROLÓGICO;192;;;;
CONCEIÇÃO DO LAGO-AÇU;151;5;;ONCOLÓGICO;127;;;RAÇA/COR;
COROATÁ;995;10;;PNEUMOPATIA;50;;;AMARELA;27.360
CURURUPU;491;7;;CARDIOPATIA;414;;;BRANCA;15.363
DAVINÓPOLIS;243;7;;DOENÇA RENAL CRÔNICA;193;;;INDIGENA;986
DOM PEDRO;285;2;;DIABETES MELITUS;1287;;;PARDA;54.373
DUQUE BACELAR;334;7;;HIPERTENSÃO ARTERIAL;1852;;;PRETA;5.414
ESPERANTINÓPOLIS;620;13;;SEM COMORBIDADES;516;;;SEM INFORMAÇÃO;41.399
ESTREITO;1540;7;;OBESIDADE;143;;;TOTAL;144.895
FEIRA NOVA DO MARANHÃO;370;2;;OUTROS;456;;;;
FERNANDO FALCÃO;728;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;573;1;;;;;;PARDA;1662
FORTALEZA DOS NOGUEIRAS;484;2;;;;;;BRANCA;411
FORTUNA;421;1;;;;;;PRETA;229
GODOFREDO VIANA;83;3;;;;;;AMARELA;209
GONÇALVES DIAS;323;4;;;;;;INDÍGENA;27
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;249;5;;;;;;TOTAL;3.365
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;103;0;;;;;;;
GOVERNADOR NEWTON BELLO;446;4;;;;;;;
GOVERNADOR NUNES FREIRE;585;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2290;32;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;547;5;;;;;;;
ICATU;184;6;;;;;;;
IGARAPÉ DO MEIO;246;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5180;273;;;;;;;
ITAIPAVA DO GRAJAÚ;437;2;;;;;;;
ITAPECURU-MIRIM;688;10;;;;;;;
ITINGA DO MARANHÃO;538;11;;;;;;;
JATOBÁ;55;4;;;;;;;
JENIPAPO DOS VIEIRAS;562;8;;;;;;;
JOÃO LISBOA;228;10;;;;;;;
JOSELÂNDIA;398;0;;;;;;;
JUNCO DO MARANHÃO;168;0;;;;;;;
LAGO DA PEDRA;1165;43;;;;;;;
LAGO DO JUNCO;195;1;;;;;;;
LAGO DOS RODRIGUES;318;7;;;;;;;
LAGO VERDE;490;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;107;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;639;6;;;;;;;
LORETO;247;2;;;;;;;
LUÍS DOMINGUES;95;1;;;;;;;
MAGALHÃES DE ALMEIDA;397;4;;;;;;;
MARACAÇUMÉ;483;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;335;4;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;156;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;394;15;;;;;;;
MONTES ALTOS;311;3;;;;;;;
MORROS;140;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;80;0;;;;;;;
NOVA IORQUE;26;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;464;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;547;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;423;0;;;;;;;
PASSAGEM FRANCA;194;0;;;;;;;
PASTOS BONS;270;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;787;10;;;;;;;
PEDREIRAS;1501;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;331;3;;;;;;;
PINDARÉ-MIRIM;572;11;;;;;;;
PINHEIRO;1840;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;247;3;;;;;;;
POÇÃO DE PEDRAS;791;2;;;;;;;
PORTO FRANCO;692;8;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1285;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;219;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;57;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;133;13;;;;;;;
RIACHÃO;295;6;;;;;;;
RIBAMAR FIQUENE;139;8;;;;;;;
ROSÁRIO;376;11;;;;;;;
SAMBAÍBA;196;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1278;6;;;;;;;
SANTA INÊS;4139;71;;;;;;;
SANTA LUZIA;2424;16;;;;;;;
SANTA LUZIA DO PARUÁ;409;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;440;14;;;;;;;
SANTA RITA;256;13;;;;;;;
SANTANA DO MARANHÃO;159;3;;;;;;;
SANTO AMARO DO MARANHÃO;74;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;626;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;884;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;830;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;130;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1258;8;;;;;;;
SÃO FÉLIX DE BALSAS;126;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;264;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;112;5;;;;;;;
SÃO JOÃO DO CARÚ;363;5;;;;;;;
SÃO JOÃO DO PARAÍSO;90;2;;;;;;;
SÃO JOÃO DO SÓTER;433;2;;;;;;;
SÃO JOÃO DOS PATOS;931;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1168;110;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;160;0;;;;;;;
SÃO LUÍS;18176;1198;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;509;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1078;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;359;1;;;;;;;
SÃO PEDRO DOS CRENTES;103;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1338;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;183;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;326;1;;;;;;;
SENADOR LA ROCQUE;191;8;;;;;;;
SERRANO DO MARANHÃO;153;2;;;;;;;
SÍTIO NOVO;442;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;77;0;;;;;;;
TASSO FRAGOSO;160;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3327;99;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1175;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;305;4;;;;;;;
TUTÓIA;971;22;;;;;;;
URBANO SANTOS;1355;14;;;;;;;
VARGEM GRANDE;724;10;;;;;;;
VIANA;274;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;241;0;;;;;;;
VITÓRIA DO MEARIM;629;6;;;;;;;
VITORINO FREIRE;1461;26;;;;;;;
ZÉ DOCA;3158;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
