;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CENTRO NOVO DO MARANHÃO;618;7;;COM COMORBIDADES ;2986;85%;;;
CHAPADINHA;2666;45;;SEM COMORBIDADES ;543;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;303;1;;;;;;;
CODÓ;1806;51;;;;;;;
COELHO NETO;1551;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1612;28;;NEUROLÓGICO;199;;;;
CONCEIÇÃO DO LAGO-AÇU;160;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1531;10;;PNEUMOPATIA;53;;;AMARELA;31.261
CURURUPU;509;7;;CARDIOPATIA;438;;;BRANCA;17.417
DAVINÓPOLIS;255;7;;DOENÇA RENAL CRÔNICA;204;;;INDIGENA;1.087
DOM PEDRO;347;2;;DIABETES MELITUS;1355;;;PARDA;61.259
DUQUE BACELAR;378;8;;HIPERTENSÃO ARTERIAL;1936;;;PRETA;6.064
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;543;;;SEM INFORMAÇÃO;42.075
ESTREITO;2588;7;;OBESIDADE;150;;;TOTAL;159.163
FEIRA NOVA DO MARANHÃO;586;2;;OUTROS;472;;;;
FERNANDO FALCÃO;736;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;657;1;;;;;;PARDA;1786
FORTALEZA DOS NOGUEIRAS;583;2;;;;;;BRANCA;438
FORTUNA;554;1;;;;;;PRETA;237
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;370;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;322;5;;;;;;TOTAL;3.529
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;112;0;;;;;;;
GOVERNADOR NEWTON BELLO;471;4;;;;;;;
GOVERNADOR NUNES FREIRE;634;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2508;34;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;643;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5564;307;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;757;11;;;;;;;
ITINGA DO MARANHÃO;578;12;;;;;;;
JATOBÁ;76;4;;;;;;;
JENIPAPO DOS VIEIRAS;693;9;;;;;;;
JOÃO LISBOA;242;10;;;;;;;
JOSELÂNDIA;418;0;;;;;;;
JUNCO DO MARANHÃO;190;0;;;;;;;
LAGO DA PEDRA;1206;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;369;7;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;2;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;153;0;;;;;;;
LIMA CAMPOS;686;6;;;;;;;
LORETO;337;3;;;;;;;
LUÍS DOMINGUES;163;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;150;3;;;;;;;
MARANHÃOZINHO;420;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;396;8;;;;;;;
MATÕES DO NORTE;209;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;139;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;599;15;;;;;;;
MONTES ALTOS;389;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;185;4;;;;;;;
NOVA COLINAS;96;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;502;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;626;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;365;4;;;;;;;
PARNARAMA;498;0;;;;;;;
PASSAGEM FRANCA;411;0;;;;;;;
PASTOS BONS;420;2;;;;;;;
PAULINO NEVES;153;2;;;;;;;
PAULO RAMOS;828;11;;;;;;;
PEDREIRAS;1535;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;220;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;338;3;;;;;;;
PINDARÉ-MIRIM;583;11;;;;;;;
PINHEIRO;1937;34;;;;;;;
PIO XII;806;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;954;3;;;;;;;
PORTO FRANCO;793;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1341;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;235;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;139;13;;;;;;;
RIACHÃO;519;6;;;;;;;
RIBAMAR FIQUENE;153;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;267;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1339;6;;;;;;;
SANTA INÊS;4276;71;;;;;;;
SANTA LUZIA;2507;16;;;;;;;
SANTA LUZIA DO PARUÁ;438;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;269;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;692;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;945;7;;;;;;;
SÃO BENTO;459;6;;;;;;;
SÃO BERNARDO;843;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;150;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1412;9;;;;;;;
SÃO FÉLIX DE BALSAS;166;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;332;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;90;0;;;;;;;
SÃO JOÃO BATISTA;122;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;114;2;;;;;;;
SÃO JOÃO DO SÓTER;561;2;;;;;;;
SÃO JOÃO DOS PATOS;1145;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1239;112;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;198;0;;;;;;;
SÃO LUÍS;19327;1217;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;590;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1126;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;415;1;;;;;;;
SÃO PEDRO DOS CRENTES;109;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1561;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;241;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;356;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;187;2;;;;;;;
SÍTIO NOVO;819;5;;;;;;;
SUCUPIRA DO NORTE;114;0;;;;;;;
SUCUPIRA DO RIACHÃO;99;0;;;;;;;
TASSO FRAGOSO;220;0;;;;;;;
TIMBIRAS;363;3;;;;;;;
TIMON;3804;107;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;88;5;;;;;;;
TUNTUM;1311;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1009;23;;;;;;;
URBANO SANTOS;1526;14;;;;;;;
VARGEM GRANDE;742;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;288;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1507;26;;;;;;;
ZÉ DOCA;3383;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
