;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CENTRAL DO MARANHÃO;24;1;;;;;;Leitos livres;15
CENTRO DO GUILHERME;344;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;72,22%
CENTRO NOVO DO MARANHÃO;623;7;;COM COMORBIDADES ;3048;84%;;;
CHAPADINHA;2689;45;;SEM COMORBIDADES ;563;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;309;1;;;;;;;
CODÓ;1811;61;;;;;;;
COELHO NETO;1566;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1662;29;;NEUROLÓGICO;202;;;;
CONCEIÇÃO DO LAGO-AÇU;164;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1597;10;;PNEUMOPATIA;57;;;AMARELA;32.763
CURURUPU;520;7;;CARDIOPATIA;444;;;BRANCA;18.219
DAVINÓPOLIS;262;7;;DOENÇA RENAL CRÔNICA;210;;;INDIGENA;1.096
DOM PEDRO;349;2;;DIABETES MELITUS;1386;;;PARDA;63.989
DUQUE BACELAR;405;8;;HIPERTENSÃO ARTERIAL;1970;;;PRETA;6.382
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;563;;;SEM INFORMAÇÃO;42.321
ESTREITO;2678;7;;OBESIDADE;153;;;TOTAL;164.770
FEIRA NOVA DO MARANHÃO;630;2;;OUTROS;481;;;;
FERNANDO FALCÃO;742;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;687;1;;;;;;PARDA;1840
FORTALEZA DOS NOGUEIRAS;606;3;;;;;;BRANCA;458
FORTUNA;604;1;;;;;;PRETA;245
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;370;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;325;5;;;;;;TOTAL;3.611
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;119;0;;;;;;;
GOVERNADOR NEWTON BELLO;480;4;;;;;;;
GOVERNADOR NUNES FREIRE;666;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2581;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;674;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;265;9;;;;;;;
IGARAPÉ GRANDE;968;8;;;;;;;
IMPERATRIZ;5796;318;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;763;11;;;;;;;
ITINGA DO MARANHÃO;590;12;;;;;;;
JATOBÁ;80;4;;;;;;;
JENIPAPO DOS VIEIRAS;771;9;;;;;;;
JOÃO LISBOA;268;12;;;;;;;
JOSELÂNDIA;429;0;;;;;;;
JUNCO DO MARANHÃO;192;0;;;;;;;
LAGO DA PEDRA;1230;44;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;397;8;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;3;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;170;0;;;;;;;
LIMA CAMPOS;697;6;;;;;;;
LORETO;363;3;;;;;;;
LUÍS DOMINGUES;182;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;503;3;;;;;;;
MARAJÁ DO SENA;156;3;;;;;;;
MARANHÃOZINHO;424;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;261;3;;;;;;;
MATÕES;410;8;;;;;;;
MATÕES DO NORTE;229;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;701;15;;;;;;;
MONTES ALTOS;422;4;;;;;;;
MORROS;142;7;;;;;;;
NINA RODRIGUES;213;4;;;;;;;
NOVA COLINAS;102;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;508;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;634;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;383;4;;;;;;;
PARNARAMA;537;0;;;;;;;
PASSAGEM FRANCA;515;0;;;;;;;
PASTOS BONS;443;2;;;;;;;
PAULINO NEVES;158;2;;;;;;;
PAULO RAMOS;843;13;;;;;;;
PEDREIRAS;1607;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;345;3;;;;;;;
PINDARÉ-MIRIM;593;11;;;;;;;
PINHEIRO;1966;34;;;;;;;
PIO XII;871;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1016;3;;;;;;;
PORTO FRANCO;835;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1382;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;255;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;142;13;;;;;;;
RIACHÃO;577;6;;;;;;;
RIBAMAR FIQUENE;160;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;283;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;45;0;;;;;;;
SANTA HELENA;1374;6;;;;;;;
SANTA INÊS;4330;71;;;;;;;
SANTA LUZIA;2531;16;;;;;;;
SANTA LUZIA DO PARUÁ;496;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;277;13;;;;;;;
SANTANA DO MARANHÃO;166;3;;;;;;;
SANTO AMARO DO MARANHÃO;91;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;705;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;971;8;;;;;;;
SÃO BENTO;478;6;;;;;;;
SÃO BERNARDO;845;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;154;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1458;10;;;;;;;
SÃO FÉLIX DE BALSAS;181;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;339;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;102;0;;;;;;;
SÃO JOÃO BATISTA;129;5;;;;;;;
SÃO JOÃO DO CARÚ;400;5;;;;;;;
SÃO JOÃO DO PARAÍSO;124;2;;;;;;;
SÃO JOÃO DO SÓTER;570;2;;;;;;;
SÃO JOÃO DOS PATOS;1205;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1268;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;254;0;;;;;;;
SÃO LUÍS;19776;1225;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;607;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1145;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;437;1;;;;;;;
SÃO PEDRO DOS CRENTES;189;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1596;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;247;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;359;1;;;;;;;
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;953;5;;;;;;;
SUCUPIRA DO NORTE;124;0;;;;;;;
SUCUPIRA DO RIACHÃO;111;0;;;;;;;
TASSO FRAGOSO;256;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4105;113;;;;;;;
TRIZIDELA DO VALE;609;8;;;;;;;
TUFILÂNDIA;110;5;;;;;;;
TUNTUM;1360;6;;;;;;;
TURIAÇU;248;4;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1019;23;;;;;;;
URBANO SANTOS;1553;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;299;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1525;26;;;;;;;
ZÉ DOCA;3511;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
