;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BACURI;391;3;;MULHER;69824;55%;;Leitos livres;298
BACURITUBA;31;0;;;;;;% de ocupação;21,99%
BALSAS;2828;16;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;15;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;2746;21;;3079;2992;56;;Total de leitos UTI;152
BARREIRINHAS;481;22;;;;;;Leitos ocupados UTI;65
BELA VISTA DO MARANHÃO;120;3;;;;;;Leitos livres;87
BELÁGUA;159;1;;TESTES REALIZADOS;;;;% de ocupação UTI;42,76%
BENEDITO LEITE;77;0;;LABORATÓRIO PÚBLICO;3414;;;;
BEQUIMÃO;206;10;;LABORATÓRIO PRIVADO;0;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;275.840;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;279254;;;Total de leitos;578
BOM JARDIM;780;22;;;;;;Leitos ocupados;110
BOM JESUS DAS SELVAS;1394;8;;;;;;Leitos livres;468
BOM LUGAR;182;0;;ÓBITOS DE COVID-19;;;;% de ocupação;19,03%
BREJO;583;18;;;;;;;
BREJO DE AREIA;164;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;391;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;159;0;;10 a 19 anos;14;;;Leitos ocupados UTI;70
BURITICUPU;1952;4;;20 a 29 anos;30;;;Leitos livres;145
BURITIRANA;235;6;;30 a 39 anos;102;;;% de ocupação UTI;32,56%
CACHOEIRA GRANDE;170;3;;40 a 49 anos;176;;;;
CAJAPIÓ;5;2;;50 a 59 anos;336;;;IMPERATRIZ;
CAJARI;121;2;;60 a 69 anos;726;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;269;1;;Mais de 70 anos;1717;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;3120;;;Leitos ocupados;44
CANTANHEDE;378;3;;;;;;Leitos livres;37
CAPINZAL DO NORTE;323;1;;;;;;% de ocupação;54,32%
CAROLINA;243;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;270;16;;HOMEM;1926;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3160;67;;MULHER;1194;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;33
CENTRAL DO MARANHÃO;18;1;;;;;;Leitos livres;21
CENTRO DO GUILHERME;203;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;61,11%
CENTRO NOVO DO MARANHÃO;537;5;;COM COMORBIDADES ;2643;85%;;;
CHAPADINHA;2571;43;;SEM COMORBIDADES ;477;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;260;1;;;;;;;
CODÓ;1791;19;;;;;;;
COELHO NETO;1444;32;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1202;25;;NEUROLÓGICO;182;;;;
CONCEIÇÃO DO LAGO-AÇU;147;5;;ONCOLÓGICO;118;;;RAÇA/COR;
COROATÁ;757;10;;PNEUMOPATIA;38;;;AMARELA;22.032
CURURUPU;487;7;;CARDIOPATIA;368;;;BRANCA;12.719
DAVINÓPOLIS;226;7;;DOENÇA RENAL CRÔNICA;182;;;INDIGENA;796
DOM PEDRO;181;2;;DIABETES MELITUS;1197;;;PARDA;45.825
DUQUE BACELAR;311;7;;HIPERTENSÃO ARTERIAL;1734;;;PRETA;4.545
ESPERANTINÓPOLIS;615;12;;SEM COMORBIDADES;477;;;SEM INFORMAÇÃO;41.148
ESTREITO;1135;7;;OBESIDADE;133;;;TOTAL;127.065
FEIRA NOVA DO MARANHÃO;220;1;;OUTROS;418;;;;
FERNANDO FALCÃO;642;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;448;1;;;;;;PARDA;1.504
FORTALEZA DOS NOGUEIRAS;308;0;;;;;;BRANCA;365
FORTUNA;315;0;;;;;;PRETA;202
GODOFREDO VIANA;81;3;;;;;;AMARELA;202
GONÇALVES DIAS;274;3;;;;;;INDÍGENA;20
GOVERNADOR ARCHER;257;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;225;4;;;;;;TOTAL;3.120
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;90;0;;;;;;;
GOVERNADOR NEWTON BELLO;417;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1970;27;;;;;;;
GUIMARÃES;186;4;;;;;;;
HUMBERTO DE CAMPOS;394;5;;;;;;;
ICATU;177;6;;;;;;;
IGARAPÉ DO MEIO;214;8;;;;;;;
IGARAPÉ GRANDE;870;7;;;;;;;
IMPERATRIZ;4795;229;;;;;;;
ITAIPAVA DO GRAJAÚ;282;1;;;;;;;
ITAPECURU-MIRIM;646;9;;;;;;;
ITINGA DO MARANHÃO;504;11;;;;;;;
JATOBÁ;33;3;;;;;;;
JENIPAPO DOS VIEIRAS;343;4;;;;;;;
JOÃO LISBOA;221;9;;;;;;;
JOSELÂNDIA;335;0;;;;;;;
JUNCO DO MARANHÃO;130;0;;;;;;;
LAGO DA PEDRA;1083;43;;;;;;;
LAGO DO JUNCO;172;1;;;;;;;
LAGO DOS RODRIGUES;269;6;;;;;;;
LAGO VERDE;449;3;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;97;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;545;5;;;;;;;
LORETO;145;2;;;;;;;
LUÍS DOMINGUES;65;1;;;;;;;
MAGALHÃES DE ALMEIDA;341;4;;;;;;;
MARACAÇUMÉ;463;3;;;;;;;
MARAJÁ DO SENA;136;2;;;;;;;
MARANHÃOZINHO;397;3;;;;;;;
MATA ROMA;343;9;;;;;;;
MATINHA;240;3;;;;;;;
MATÕES;250;3;;;;;;;
MATÕES DO NORTE;187;1;;;;;;;
MILAGRES DO MARANHÃO;144;1;;;;;;;
MIRADOR;407;2;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;125;6;;;;;;;
MONÇÃO;303;15;;;;;;;
MONTES ALTOS;225;2;;;;;;;
MORROS;135;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;40;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;436;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;507;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;266;2;;;;;;;
PARNARAMA;274;0;;;;;;;
PASSAGEM FRANCA;112;0;;;;;;;
PASTOS BONS;143;2;;;;;;;
PAULINO NEVES;145;2;;;;;;;
PAULO RAMOS;682;7;;;;;;;
PEDREIRAS;1424;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;214;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;10;;;;;;;
PINHEIRO;1662;29;;;;;;;
PIO XII;775;6;;;;;;;
PIRAPEMAS;245;3;;;;;;;
POÇÃO DE PEDRAS;628;2;;;;;;;
PORTO FRANCO;551;7;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1120;6;;;;;;;
PRESIDENTE JUSCELINO;28;0;;;;;;;
PRESIDENTE MÉDICI;187;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;50;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;200;2;;;;;;;
RIBAMAR FIQUENE;132;8;;;;;;;
ROSÁRIO;370;11;;;;;;;
SAMBAÍBA;55;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;40;0;;;;;;;
SANTA HELENA;1204;6;;;;;;;
SANTA INÊS;4032;71;;;;;;;
SANTA LUZIA;2212;16;;;;;;;
SANTA LUZIA DO PARUÁ;337;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;435;14;;;;;;;
SANTA RITA;244;11;;;;;;;
SANTANA DO MARANHÃO;148;2;;;;;;;
SANTO AMARO DO MARANHÃO;60;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;540;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;762;6;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;809;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;89;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1034;6;;;;;;;
SÃO FÉLIX DE BALSAS;85;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;244;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;333;5;;;;;;;
SÃO JOÃO DO PARAÍSO;73;1;;;;;;;
SÃO JOÃO DO SÓTER;325;2;;;;;;;
SÃO JOÃO DOS PATOS;722;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1038;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;123;0;;;;;;;
SÃO LUÍS;16778;1156;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;1002;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;316;1;;;;;;;
SÃO PEDRO DOS CRENTES;98;1;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;906;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;136;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;274;1;;;;;;;
SENADOR LA ROCQUE;174;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;306;3;;;;;;;
SUCUPIRA DO NORTE;36;0;;;;;;;
SUCUPIRA DO RIACHÃO;51;0;;;;;;;
TASSO FRAGOSO;80;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2412;88;;;;;;;
TRIZIDELA DO VALE;599;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1022;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;883;21;;;;;;;
URBANO SANTOS;1101;14;;;;;;;
VARGEM GRANDE;663;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;167;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1357;22;;;;;;;
ZÉ DOCA;2935;36;;;;;;;
"Na revisão de dados no sistema, em razão de mudança de domicilio de paciente, um caso de Bacabal foi remanejado para Conceição de Lago Açú.   

";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
