;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CHAPADINHA;2666;44;;SEM COMORBIDADES ;523;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;289;1;;;;;;;
CODÓ;1795;24;;;;;;;
COELHO NETO;1536;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1518;27;;NEUROLÓGICO;192;;;;
CONCEIÇÃO DO LAGO-AÇU;152;5;;ONCOLÓGICO;128;;;RAÇA/COR;
COROATÁ;1150;10;;PNEUMOPATIA;50;;;AMARELA;28.470
CURURUPU;507;7;;CARDIOPATIA;419;;;BRANCA;15.981
DAVINÓPOLIS;243;7;;DOENÇA RENAL CRÔNICA;196;;;INDIGENA;1.036
DOM PEDRO;285;2;;DIABETES MELITUS;133;;;PARDA;56.351
DUQUE BACELAR;347;7;;HIPERTENSÃO ARTERIAL;1873;;;PRETA;5.609
ESPERANTINÓPOLIS;621;13;;SEM COMORBIDADES;523;;;SEM INFORMAÇÃO;41.476
ESTREITO;1879;7;;OBESIDADE;144;;;TOTAL;148.923
FEIRA NOVA DO MARANHÃO;388;2;;OUTROS;460;;;;
FERNANDO FALCÃO;732;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;602;1;;;;;;PARDA;1687
FORTALEZA DOS NOGUEIRAS;537;2;;;;;;BRANCA;421
FORTUNA;463;1;;;;;;PRETA;231
GODOFREDO VIANA;84;3;;;;;;AMARELA;209
GONÇALVES DIAS;339;4;;;;;;INDÍGENA;27
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;266;5;;;;;;TOTAL;3.402
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;103;0;;;;;;;
GOVERNADOR NEWTON BELLO;447;4;;;;;;;
GOVERNADOR NUNES FREIRE;620;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2340;33;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;572;5;;;;;;;
ICATU;211;6;;;;;;;
IGARAPÉ DO MEIO;246;9;;;;;;;
IGARAPÉ GRANDE;942;8;;;;;;;
IMPERATRIZ;5272;278;;;;;;;
ITAIPAVA DO GRAJAÚ;438;3;;;;;;;
ITAPECURU-MIRIM;694;11;;;;;;;
ITINGA DO MARANHÃO;546;11;;;;;;;
JATOBÁ;60;4;;;;;;;
JENIPAPO DOS VIEIRAS;631;8;;;;;;;
JOÃO LISBOA;232;10;;;;;;;
JOSELÂNDIA;409;0;;;;;;;
JUNCO DO MARANHÃO;174;0;;;;;;;
LAGO DA PEDRA;1175;43;;;;;;;
LAGO DO JUNCO;208;1;;;;;;;
LAGO DOS RODRIGUES;333;7;;;;;;;
LAGO VERDE;494;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;3;;;;;;;
LAJEADO NOVO;98;0;;;;;;;
LIMA CAMPOS;653;6;;;;;;;
LORETO;284;2;;;;;;;
LUÍS DOMINGUES;107;1;;;;;;;
MAGALHÃES DE ALMEIDA;397;4;;;;;;;
MARACAÇUMÉ;491;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;364;7;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;161;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;444;15;;;;;;;
MONTES ALTOS;329;3;;;;;;;
MORROS;140;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;82;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;477;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;561;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;455;0;;;;;;;
PASSAGEM FRANCA;194;0;;;;;;;
PASTOS BONS;324;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;803;11;;;;;;;
PEDREIRAS;1511;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;574;11;;;;;;;
PINHEIRO;1840;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;248;3;;;;;;;
POÇÃO DE PEDRAS;873;2;;;;;;;
PORTO FRANCO;729;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1296;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;326;6;;;;;;;
RIBAMAR FIQUENE;145;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;229;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1291;6;;;;;;;
SANTA INÊS;4201;71;;;;;;;
SANTA LUZIA;2462;16;;;;;;;
SANTA LUZIA DO PARUÁ;418;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;443;15;;;;;;;
SANTA RITA;258;13;;;;;;;
SANTANA DO MARANHÃO;159;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;641;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;895;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;830;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;134;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1301;8;;;;;;;
SÃO FÉLIX DE BALSAS;126;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;297;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;118;5;;;;;;;
SÃO JOÃO DO CARÚ;363;5;;;;;;;
SÃO JOÃO DO PARAÍSO;96;2;;;;;;;
SÃO JOÃO DO SÓTER;468;2;;;;;;;
SÃO JOÃO DOS PATOS;984;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1186;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;162;0;;;;;;;
SÃO LUÍS;18432;1202;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;554;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1091;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;374;1;;;;;;;
SÃO PEDRO DOS CRENTES;103;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1376;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;200;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;331;1;;;;;;;
SENADOR LA ROCQUE;194;8;;;;;;;
SERRANO DO MARANHÃO;178;2;;;;;;;
SÍTIO NOVO;514;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;83;0;;;;;;;
TASSO FRAGOSO;181;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3585;101;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1230;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;308;4;;;;;;;
TUTÓIA;985;23;;;;;;;
URBANO SANTOS;1406;14;;;;;;;
VARGEM GRANDE;730;10;;;;;;;
VIANA;276;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;269;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1470;26;;;;;;;
ZÉ DOCA;3246;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, um caso de Anapurus foi transferido para Brejo em razão de mudança de domicílio de paciente. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
