;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BURITI;303;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;117;0;;10 a 19 anos;14;;;Leitos ocupados UTI;96
BURITICUPU;1697;4;;20 a 29 anos;28;;;Leitos livres;123
BURITIRANA;209;6;;30 a 39 anos;94;;;% de ocupação UTI;43,84%
CACHOEIRA GRANDE;133;3;;40 a 49 anos;162;;;;
CAJAPIÓ;5;2;;50 a 59 anos;301;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;664;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;216;1;;Mais de 70 anos;1532;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2810;;;Leitos ocupados;54
CANTANHEDE;378;3;;;;;;Leitos livres;27
CAPINZAL DO NORTE;291;0;;;;;;% de ocupação;66,67%
CAROLINA;197;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1739;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2476;57;;MULHER;1071;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;31
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;23
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;57,41%
CENTRO NOVO DO MARANHÃO;397;5;;COM COMORBIDADES ;2449;87%;;;
CHAPADINHA;2463;38;;SEM COMORBIDADES ;361;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;248;0;;;;;;;
CODÓ;1788;16;;;;;;;
COELHO NETO;1334;31;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;956;21;;NEUROLÓGICO;156;;;;
CONCEIÇÃO DO LAGO-AÇU;144;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;631;8;;PNEUMOPATIA;24;;;AMARELA;16.991
CURURUPU;367;7;;CARDIOPATIA;293;;;BRANCA;10.092
DAVINÓPOLIS;209;7;;DOENÇA RENAL CRÔNICA;151;;;INDIGENA;424
DOM PEDRO;49;1;;DIABETES MELITUS;1001;;;PARDA;38.204
DUQUE BACELAR;284;6;;HIPERTENSÃO ARTERIAL;1454;;;PRETA;3.790
ESPERANTINÓPOLIS;592;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.230
ESTREITO;872;7;;OBESIDADE;109;;;TOTAL;109.731
FEIRA NOVA DO MARANHÃO;67;1;;OUTROS;351;;;;
FERNANDO FALCÃO;533;0;;;;;;;
FORMOSA DA SERRA NEGRA;175;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;173;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;184;0;;;;;;PARDA;1.298
GODOFREDO VIANA;75;3;;;;;;BRANCA;299
GONÇALVES DIAS;172;1;;;;;;PRETA;177
GOVERNADOR ARCHER;235;0;;;;;;AMARELA;198
GOVERNADOR EDISON LOBÃO;175;4;;;;;;INDÍGENA;11
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR LUIZ ROCHA;65;0;;;;;;TOTAL;2.810
GOVERNADOR NEWTON BELLO;394;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1600;20;;;;;;;
GUIMARÃES;165;4;;;;;;;
HUMBERTO DE CAMPOS;349;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;183;7;;;;;;;
IGARAPÉ GRANDE;781;5;;;;;;;
IMPERATRIZ;4556;224;;;;;;;
ITAIPAVA DO GRAJAÚ;169;0;;;;;;;
ITAPECURU-MIRIM;555;8;;;;;;;
ITINGA DO MARANHÃO;455;11;;;;;;;
JATOBÁ;30;0;;;;;;;
JENIPAPO DOS VIEIRAS;218;3;;;;;;;
JOÃO LISBOA;208;9;;;;;;;
JOSELÂNDIA;309;0;;;;;;;
JUNCO DO MARANHÃO;113;0;;;;;;;
LAGO DA PEDRA;1010;41;;;;;;;
LAGO DO JUNCO;146;1;;;;;;;
LAGO DOS RODRIGUES;256;4;;;;;;;
LAGO VERDE;414;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;45;0;;;;;;;
LIMA CAMPOS;486;5;;;;;;;
LORETO;71;2;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;161;4;;;;;;;
MARACAÇUMÉ;437;1;;;;;;;
MARAJÁ DO SENA;129;2;;;;;;;
MARANHÃOZINHO;329;3;;;;;;;
MATA ROMA;324;6;;;;;;;
MATINHA;228;1;;;;;;;
MATÕES;202;2;;;;;;;
MATÕES DO NORTE;151;1;;;;;;;
MILAGRES DO MARANHÃO;130;1;;;;;;;
MIRADOR;211;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;121;6;;;;;;;
MONÇÃO;272;15;;;;;;;
MONTES ALTOS;154;2;;;;;;;
MORROS;128;6;;;;;;;
NINA RODRIGUES;148;3;;;;;;;
NOVA COLINAS;16;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;260;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;194;6;;;;;;;
PAÇO DO LUMIAR;486;74;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;194;1;;;;;;;
PARNARAMA;157;1;;;;;;;
PASSAGEM FRANCA;85;0;;;;;;;
PASTOS BONS;70;1;;;;;;;
PAULINO NEVES;132;1;;;;;;;
PAULO RAMOS;596;6;;;;;;;
PEDREIRAS;1305;34;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;203;5;;;;;;;
PERI-MIRIM;159;1;;;;;;;
PERITORÓ;319;2;;;;;;;
PINDARÉ-MIRIM;553;6;;;;;;;
PINHEIRO;1422;27;;;;;;;
PIO XII;756;4;;;;;;;
PIRAPEMAS;241;3;;;;;;;
POÇÃO DE PEDRAS;370;2;;;;;;;
PORTO FRANCO;380;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;990;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;174;0;;;;;;;
PRESIDENTE SARNEY;166;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;86;2;;;;;;;
RIBAMAR FIQUENE;128;7;;;;;;;
ROSÁRIO;356;9;;;;;;;
SAMBAÍBA;15;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;26;0;;;;;;;
SANTA HELENA;1166;6;;;;;;;
SANTA INÊS;3867;64;;;;;;;
SANTA LUZIA;1927;11;;;;;;;
SANTA LUZIA DO PARUÁ;267;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;445;14;;;;;;;
SANTA RITA;214;10;;;;;;;
SANTANA DO MARANHÃO;120;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;481;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;666;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;747;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;58;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;615;3;;;;;;;
SÃO FÉLIX DE BALSAS;21;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;225;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;297;5;;;;;;;
SÃO JOÃO DO PARAÍSO;54;1;;;;;;;
SÃO JOÃO DO SÓTER;206;2;;;;;;;
SÃO JOÃO DOS PATOS;320;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;1003;103;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;82;0;;;;;;;
SÃO LUÍS;15279;1086;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;364;5;;;;;;;
SÃO MATEUS DO MARANHÃO;886;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;287;1;;;;;;;
SÃO PEDRO DOS CRENTES;93;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;425;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;128;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;224;1;;;;;;;
SENADOR LA ROCQUE;163;8;;;;;;;
SERRANO DO MARANHÃO;142;1;;;;;;;
SÍTIO NOVO;254;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;29;0;;;;;;;
TASSO FRAGOSO;40;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2025;56;;;;;;;
TRIZIDELA DO VALE;557;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;808;6;;;;;;;
TURIAÇU;195;3;;;;;;;
TURILÂNDIA;287;4;;;;;;;
TUTÓIA;834;20;;;;;;;
URBANO SANTOS;884;11;;;;;;;
VARGEM GRANDE;589;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;131;0;;;;;;;
VITÓRIA DO MEARIM;589;4;;;;;;;
VITORINO FREIRE;1206;19;;;;;;;
ZÉ DOCA;2667;32;;;;;;;
"


Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Duque Bacelar (1), Graça Aranha (1), Peritoró (1), Olinda Nova do Maranhão (1), Presidente Sarney (1),  Lago da Pedra (1), Paulo Ramos (1), São Mateus do Maranhão (2), Barra do Corda (2), Codó (2), São José de Ribamar (2), Urbano Santos (3) e Açailândia (3). Por mudança de endereço do paciente, um caso de Riachão foi remanejado para Balsas.  

";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
