;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BACURITUBA;21;0;;;;;;% de ocupação;23,30%
BALSAS;1718;11;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;13;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;2142;18;;2739;2656;51;;Total de leitos UTI;164
BARREIRINHAS;389;18;;;;;;Leitos ocupados UTI;107
BELA VISTA DO MARANHÃO;112;2;;;;;;Leitos livres;57
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;65,24%
BENEDITO LEITE;31;0;;LABORATÓRIO PÚBLICO;2465;;;;
BEQUIMÃO;185;10;;LABORATÓRIO PRIVADO;267;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;222241;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;224973;;;Total de leitos;618
BOM JARDIM;602;16;;;;;;Leitos ocupados;164
BOM JESUS DAS SELVAS;971;4;;;;;;Leitos livres;454
BOM LUGAR;161;0;;ÓBITOS DE COVID-19;;;;% de ocupação;26,54%
BREJO;540;15;;;;;;;
BREJO DE AREIA;111;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;288;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;83;0;;10 a 19 anos;13;;;Leitos ocupados UTI;99
BURITICUPU;1568;4;;20 a 29 anos;25;;;Leitos livres;120
BURITIRANA;209;6;;30 a 39 anos;89;;;% de ocupação UTI;45,21%
CACHOEIRA GRANDE;128;3;;40 a 49 anos;155;;;;
CAJAPIÓ;5;2;;50 a 59 anos;279;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;633;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;207;1;;Mais de 70 anos;1431;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2640;;;Leitos ocupados;48
CANTANHEDE;380;2;;;;;;Leitos livres;33
CAPINZAL DO NORTE;285;0;;;;;;% de ocupação;59,26%
CAROLINA;188;0;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1641;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2356;50;;MULHER;999;38%;;Total de leitos UTI;54
CEDRAL;104;0;;;;;;Leitos ocupados UTI;34
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;20
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;62,96%
CENTRO NOVO DO MARANHÃO;356;5;;COM COMORBIDADES ;2300;87%;;;
CHAPADINHA;2386;33;;SEM COMORBIDADES ;340;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;245;0;;;;;;;
CODÓ;1794;15;;;;;;;
COELHO NETO;1286;29;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;825;19;;NEUROLÓGICO;156;;;;
CONCEIÇÃO DO LAGO-AÇU;140;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;625;7;;PNEUMOPATIA;24;;;AMARELA;15.646
CURURUPU;297;7;;CARDIOPATIA;293;;;BRANCA;9.332
DAVINÓPOLIS;202;7;;DOENÇA RENAL CRÔNICA;151;;;INDIGENA;401
DOM PEDRO;49;1;;DIABETES MELITUS;1001;;;PARDA;35.979
DUQUE BACELAR;277;4;;HIPERTENSÃO ARTERIAL;1454;;;PRETA;3.558
ESPERANTINÓPOLIS;576;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.267
ESTREITO;784;7;;OBESIDADE;109;;;TOTAL;105.183
FEIRA NOVA DO MARANHÃO;66;1;;OUTROS;351;;;;
FERNANDO FALCÃO;509;0;;;;;;;
FORMOSA DA SERRA NEGRA;160;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;140;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;174;0;;;;;;AMARELA;194
GODOFREDO VIANA;66;3;;;;;;BRANCA;263
GONÇALVES DIAS;172;1;;;;;;INDIGENA;10
GOVERNADOR ARCHER;211;0;;;;;;PARDA;1.187
GOVERNADOR EDISON LOBÃO;174;4;;;;;;PRETA;162
GOVERNADOR EUGÊNIO BARROS;154;0;;;;;;SEM INFORMAÇÃO;824
GOVERNADOR LUIZ ROCHA;56;0;;;;;;TOTAL;2.640
GOVERNADOR NEWTON BELLO;374;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;2;;;;;;;
GRAÇA ARANHA;114;2;;;;;;;
GRAJAÚ;1446;19;;;;;;;
GUIMARÃES;161;4;;;;;;;
HUMBERTO DE CAMPOS;328;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;175;7;;;;;;;
IGARAPÉ GRANDE;765;5;;;;;;;
IMPERATRIZ;4512;218;;;;;;;
ITAIPAVA DO GRAJAÚ;163;0;;;;;;;
ITAPECURU-MIRIM;534;7;;;;;;;
ITINGA DO MARANHÃO;438;11;;;;;;;
JATOBÁ;30;0;;;;;;;
JENIPAPO DOS VIEIRAS;164;3;;;;;;;
JOÃO LISBOA;207;8;;;;;;;
JOSELÂNDIA;303;0;;;;;;;
JUNCO DO MARANHÃO;108;0;;;;;;;
LAGO DA PEDRA;999;40;;;;;;;
LAGO DO JUNCO;143;1;;;;;;;
LAGO DOS RODRIGUES;221;4;;;;;;;
LAGO VERDE;388;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;45;0;;;;;;;
LIMA CAMPOS;465;4;;;;;;;
LORETO;54;0;;;;;;;
LUÍS DOMINGUES;50;1;;;;;;;
MAGALHÃES DE ALMEIDA;135;4;;;;;;;
MARACAÇUMÉ;425;1;;;;;;;
MARAJÁ DO SENA;121;2;;;;;;;
MARANHÃOZINHO;316;3;;;;;;;
MATA ROMA;324;6;;;;;;;
MATINHA;216;1;;;;;;;
MATÕES;184;2;;;;;;;
MATÕES DO NORTE;152;1;;;;;;;
MILAGRES DO MARANHÃO;116;1;;;;;;;
MIRADOR;189;2;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;93;6;;;;;;;
MONÇÃO;270;13;;;;;;;
MONTES ALTOS;153;2;;;;;;;
MORROS;126;5;;;;;;;
NINA RODRIGUES;144;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;484;73;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;191;1;;;;;;;
PARNARAMA;143;1;;;;;;;
PASSAGEM FRANCA;80;0;;;;;;;
PASTOS BONS;61;1;;;;;;;
PAULINO NEVES;121;1;;;;;;;
PAULO RAMOS;534;5;;;;;;;
PEDREIRAS;1274;28;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;199;5;;;;;;;
PERI-MIRIM;158;1;;;;;;;
PERITORÓ;318;2;;;;;;;
PINDARÉ-MIRIM;521;6;;;;;;;
PINHEIRO;1372;25;;;;;;;
PIO XII;757;4;;;;;;;
PIRAPEMAS;241;2;;;;;;;
POÇÃO DE PEDRAS;339;2;;;;;;;
PORTO FRANCO;332;6;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;937;4;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;72;1;;;;;;;
RIBAMAR FIQUENE;127;6;;;;;;;
ROSÁRIO;347;8;;;;;;;
SAMBAÍBA;7;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;23;0;;;;;;;
SANTA HELENA;1152;6;;;;;;;
SANTA INÊS;3822;58;;;;;;;
SANTA LUZIA;1868;11;;;;;;;
SANTA LUZIA DO PARUÁ;270;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;441;13;;;;;;;
SANTA RITA;211;7;;;;;;;
SANTANA DO MARANHÃO;115;1;;;;;;;
SANTO AMARO DO MARANHÃO;53;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;465;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;628;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;706;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;46;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;522;2;;;;;;;
SÃO FÉLIX DE BALSAS;19;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;219;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;34;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;280;4;;;;;;;
SÃO JOÃO DO PARAÍSO;53;1;;;;;;;
SÃO JOÃO DO SÓTER;168;2;;;;;;;
SÃO JOÃO DOS PATOS;190;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;996;98;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14809;1036;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;278;1;;;;;;;
SÃO MATEUS DO MARANHÃO;874;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;269;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;377;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;205;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;114;1;;;;;;;
SÍTIO NOVO;249;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;19;0;;;;;;;
TASSO FRAGOSO;39;0;;;;;;;
TIMBIRAS;270;3;;;;;;;
TIMON;1845;45;;;;;;;
TRIZIDELA DO VALE;550;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;741;4;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;282;4;;;;;;;
TUTÓIA;806;19;;;;;;;
URBANO SANTOS;890;10;;;;;;;
VARGEM GRANDE;584;9;;;;;;;
VIANA;238;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;124;0;;;;;;;
VITÓRIA DO MEARIM;575;3;;;;;;;
VITORINO FREIRE;1152;17;;;;;;;
ZÉ DOCA;2640;28;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados, razão de duplicidade do sistema foram excluídos casos nos seguintes municípios:  Pastos Bons (1) Na revisão de dados, em razão de domicílio do paciente, um caso de Lagoa do Mato foi remanejado para São Luís e um caso de Zé Doca foi remanejado para Imperatriz.e Mata Roma (3).;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
