;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
GOVERNADOR EDISON LOBÃO;249;5;;;;;;TOTAL;3.352
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;103;0;;;;;;;
GOVERNADOR NEWTON BELLO;446;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2281;32;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;547;5;;;;;;;
ICATU;183;6;;;;;;;
IGARAPÉ DO MEIO;246;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5171;269;;;;;;;
ITAIPAVA DO GRAJAÚ;437;2;;;;;;;
ITAPECURU-MIRIM;687;10;;;;;;;
ITINGA DO MARANHÃO;538;11;;;;;;;
JATOBÁ;55;4;;;;;;;
JENIPAPO DOS VIEIRAS;555;8;;;;;;;
JOÃO LISBOA;227;9;;;;;;;
JOSELÂNDIA;398;0;;;;;;;
JUNCO DO MARANHÃO;168;0;;;;;;;
LAGO DA PEDRA;1163;43;;;;;;;
LAGO DO JUNCO;195;1;;;;;;;
LAGO DOS RODRIGUES;318;7;;;;;;;
LAGO VERDE;490;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;107;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;616;6;;;;;;;
LORETO;245;2;;;;;;;
LUÍS DOMINGUES;95;1;;;;;;;
MAGALHÃES DE ALMEIDA;397;4;;;;;;;
MARACAÇUMÉ;483;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;333;4;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;156;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;394;15;;;;;;;
MONTES ALTOS;311;3;;;;;;;
MORROS;140;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;72;0;;;;;;;
NOVA IORQUE;26;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;461;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;544;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;423;0;;;;;;;
PASSAGEM FRANCA;194;0;;;;;;;
PASTOS BONS;268;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;773;10;;;;;;;
PEDREIRAS;1496;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;329;3;;;;;;;
PINDARÉ-MIRIM;572;11;;;;;;;
PINHEIRO;1814;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;247;3;;;;;;;
POÇÃO DE PEDRAS;785;2;;;;;;;
PORTO FRANCO;692;8;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1285;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;219;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;57;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;127;13;;;;;;;
RIACHÃO;286;6;;;;;;;
RIBAMAR FIQUENE;139;8;;;;;;;
ROSÁRIO;376;11;;;;;;;
SAMBAÍBA;181;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1275;6;;;;;;;
SANTA INÊS;4139;71;;;;;;;
SANTA LUZIA;2424;16;;;;;;;
SANTA LUZIA DO PARUÁ;401;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;440;14;;;;;;;
SANTA RITA;255;13;;;;;;;
SANTANA DO MARANHÃO;158;3;;;;;;;
SANTO AMARO DO MARANHÃO;72;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;626;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;884;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;830;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;130;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1249;8;;;;;;;
SÃO FÉLIX DE BALSAS;126;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;264;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;112;5;;;;;;;
SÃO JOÃO DO CARÚ;363;5;;;;;;;
SÃO JOÃO DO PARAÍSO;90;2;;;;;;;
SÃO JOÃO DO SÓTER;433;2;;;;;;;
SÃO JOÃO DOS PATOS;913;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1164;110;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;160;0;;;;;;;
SÃO LUÍS;18105;1196;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;508;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1078;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;357;1;;;;;;;
SÃO PEDRO DOS CRENTES;103;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1306;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;183;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;326;1;;;;;;;
SENADOR LA ROCQUE;191;8;;;;;;;
SERRANO DO MARANHÃO;153;2;;;;;;;
SÍTIO NOVO;425;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;77;0;;;;;;;
TASSO FRAGOSO;160;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3310;99;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1175;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;305;4;;;;;;;
TUTÓIA;971;22;;;;;;;
URBANO SANTOS;1353;14;;;;;;;
VARGEM GRANDE;724;10;;;;;;;
VIANA;274;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;241;0;;;;;;;
VITÓRIA DO MEARIM;629;6;;;;;;;
VITORINO FREIRE;1458;26;;;;;;;
ZÉ DOCA;3155;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
