;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;481;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;682;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;753;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;61;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;692;3;;;;;;;
SÃO FÉLIX DE BALSAS;29;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;227;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;301;5;;;;;;;
SÃO JOÃO DO PARAÍSO;57;1;;;;;;;
SÃO JOÃO DO SÓTER;221;2;;;;;;;
SÃO JOÃO DOS PATOS;434;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;1004;103;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;82;0;;;;;;;
SÃO LUÍS;15390;1095;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;381;6;;;;;;;
SÃO MATEUS DO MARANHÃO;886;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;287;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;426;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;97;1;;;;;;;
SÃO VICENTE FERRER;142;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;225;1;;;;;;;
SENADOR LA ROCQUE;164;8;;;;;;;
SERRANO DO MARANHÃO;142;1;;;;;;;
SÍTIO NOVO;255;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;30;0;;;;;;;
TASSO FRAGOSO;44;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2073;58;;;;;;;
TRIZIDELA DO VALE;570;5;;;;;;;
TUFILÂNDIA;37;4;;;;;;;
TUNTUM;844;6;;;;;;;
TURIAÇU;204;3;;;;;;;
TURILÂNDIA;292;4;;;;;;;
TUTÓIA;840;20;;;;;;;
URBANO SANTOS;884;12;;;;;;;
VARGEM GRANDE;597;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;132;0;;;;;;;
VITÓRIA DO MEARIM;589;4;;;;;;;
VITORINO FREIRE;1213;19;;;;;;;
ZÉ DOCA;2712;32;;;;;;;
"


Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Anapurus (1), Açailândia (4) e Olinda Nova do Maranhão (1).

";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
