;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BREJO DE AREIA;204;2;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;613;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;418;1;;10 a 19 anos;15;;;Leitos ocupados UTI;43
BURITICUPU;2314;4;;20 a 29 anos;36;;;Leitos livres;172
BURITIRANA;236;6;;30 a 39 anos;118;;;% de ocupação UTI;20,00%
CACHOEIRA GRANDE;173;4;;40 a 49 anos;213;;;;
CAJAPIÓ;5;2;;50 a 59 anos;398;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;820;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;470;7;;Mais de 70 anos;2045;;;Total de leitos;81
CÂNDIDO MENDES;90;4;;TOTAL;3664;;;Leitos ocupados;45
CANTANHEDE;381;4;;;;;;Leitos livres;36
CAPINZAL DO NORTE;368;1;;;;;;% de ocupação;55,56%
CAROLINA;386;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2250;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4413;90;;MULHER;1414;39%;;Total de leitos UTI;54
CEDRAL;148;0;;;;;;Leitos ocupados UTI;31
CENTRAL DO MARANHÃO;28;1;;;;;;Leitos livres;23
CENTRO DO GUILHERME;347;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;57,41%
CENTRO NOVO DO MARANHÃO;626;7;;COM COMORBIDADES ;3094;84%;;;
CHAPADINHA;2721;45;;SEM COMORBIDADES ;570;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;321;1;;;;;;;
CODÓ;1812;64;;;;;;;
COELHO NETO;1573;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1701;30;;NEUROLÓGICO;206;;;;
CONCEIÇÃO DO LAGO-AÇU;165;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1629;10;;PNEUMOPATIA;61;;;AMARELA;33.606
CURURUPU;521;6;;CARDIOPATIA;450;;;BRANCA;18.650
DAVINÓPOLIS;265;7;;DOENÇA RENAL CRÔNICA;210;;;INDIGENA;1.104
DOM PEDRO;354;2;;DIABETES MELITUS;1410;;;PARDA;65.346
DUQUE BACELAR;418;8;;HIPERTENSÃO ARTERIAL;1996;;;PRETA;6.544
ESPERANTINÓPOLIS;624;14;;SEM COMORBIDADES;570;;;SEM INFORMAÇÃO;42.698
ESTREITO;2708;12;;OBESIDADE;153;;;TOTAL;167.948
FEIRA NOVA DO MARANHÃO;686;2;;OUTROS;486;;;;
FERNANDO FALCÃO;742;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;701;1;;;;;;PARDA;1880
FORTALEZA DOS NOGUEIRAS;614;3;;;;;;BRANCA;467
FORTUNA;632;1;;;;;;PRETA;249
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;377;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;327;5;;;;;;TOTAL;3.664
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;130;0;;;;;;;
GOVERNADOR NEWTON BELLO;485;4;;;;;;;
GOVERNADOR NUNES FREIRE;687;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2629;39;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;735;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;268;9;;;;;;;
IGARAPÉ GRANDE;970;8;;;;;;;
IMPERATRIZ;5993;323;;;;;;;
ITAIPAVA DO GRAJAÚ;481;3;;;;;;;
ITAPECURU-MIRIM;795;11;;;;;;;
ITINGA DO MARANHÃO;598;13;;;;;;;
JATOBÁ;82;4;;;;;;;
JENIPAPO DOS VIEIRAS;804;9;;;;;;;
JOÃO LISBOA;278;12;;;;;;;
JOSELÂNDIA;431;0;;;;;;;
JUNCO DO MARANHÃO;195;0;;;;;;;
LAGO DA PEDRA;1244;45;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;399;8;;;;;;;
LAGO VERDE;503;4;;;;;;;
LAGOA DO MATO;10;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;175;0;;;;;;;
LIMA CAMPOS;711;6;;;;;;;
LORETO;380;3;;;;;;;
LUÍS DOMINGUES;185;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;507;3;;;;;;;
MARAJÁ DO SENA;159;3;;;;;;;
MARANHÃOZINHO;429;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;262;3;;;;;;;
MATÕES;421;8;;;;;;;
MATÕES DO NORTE;231;1;;;;;;;
MILAGRES DO MARANHÃO;187;1;;;;;;;
MIRADOR;709;4;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;133;7;;;;;;;
MONÇÃO;742;16;;;;;;;
MONTES ALTOS;441;4;;;;;;;
MORROS;142;7;;;;;;;
NINA RODRIGUES;238;4;;;;;;;
NOVA COLINAS;104;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;278;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;517;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;639;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;391;4;;;;;;;
PARNARAMA;573;1;;;;;;;
PASSAGEM FRANCA;571;0;;;;;;;
PASTOS BONS;453;2;;;;;;;
PAULINO NEVES;160;2;;;;;;;
PAULO RAMOS;856;13;;;;;;;
PEDREIRAS;1620;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;350;3;;;;;;;
PINDARÉ-MIRIM;595;11;;;;;;;
PINHEIRO;2043;34;;;;;;;
PIO XII;879;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1043;3;;;;;;;
PORTO FRANCO;848;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1388;8;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;259;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;142;13;;;;;;;
RIACHÃO;610;6;;;;;;;
RIBAMAR FIQUENE;163;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;287;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;47;0;;;;;;;
SANTA HELENA;1396;6;;;;;;;
SANTA INÊS;4350;71;;;;;;;
SANTA LUZIA;2552;16;;;;;;;
SANTA LUZIA DO PARUÁ;506;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;446;16;;;;;;;
SANTA RITA;279;13;;;;;;;
SANTANA DO MARANHÃO;167;3;;;;;;;
SANTO AMARO DO MARANHÃO;92;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;713;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;978;8;;;;;;;
SÃO BENTO;490;6;;;;;;;
SÃO BERNARDO;846;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;156;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1491;10;;;;;;;
SÃO FÉLIX DE BALSAS;187;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;345;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;107;0;;;;;;;
SÃO JOÃO BATISTA;132;5;;;;;;;
SÃO JOÃO DO CARÚ;406;5;;;;;;;
SÃO JOÃO DO PARAÍSO;126;2;;;;;;;
SÃO JOÃO DO SÓTER;576;2;;;;;;;
SÃO JOÃO DOS PATOS;1220;10;;;;;;;
SÃO JOSÉ DE RIBAMAR;1283;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;305;0;;;;;;;
SÃO LUÍS;20214;1229;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;627;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1155;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;453;1;;;;;;;
SÃO PEDRO DOS CRENTES;212;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1619;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;250;2;;;;;;;
SÃO VICENTE FERRER;206;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;365;1;;;;;;;
SENADOR LA ROCQUE;210;8;;;;;;;
SERRANO DO MARANHÃO;196;2;;;;;;;
SÍTIO NOVO;1002;7;;;;;;;
SUCUPIRA DO NORTE;132;0;;;;;;;
SUCUPIRA DO RIACHÃO;115;0;;;;;;;
TASSO FRAGOSO;271;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4164;118;;;;;;;
TRIZIDELA DO VALE;610;8;;;;;;;
TUFILÂNDIA;116;5;;;;;;;
TUNTUM;1372;6;;;;;;;
TURIAÇU;248;4;;;;;;;
TURILÂNDIA;316;5;;;;;;;
TUTÓIA;1027;23;;;;;;;
URBANO SANTOS;1651;14;;;;;;;
VARGEM GRANDE;751;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;302;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1542;27;;;;;;;
ZÉ DOCA;3550;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
