;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
MILAGRES DO MARANHÃO;144;1;;;;;;;
MIRADOR;376;2;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;300;15;;;;;;;
MONTES ALTOS;212;2;;;;;;;
MORROS;135;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;36;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;429;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;505;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;265;2;;;;;;;
PARNARAMA;257;0;;;;;;;
PASSAGEM FRANCA;112;0;;;;;;;
PASTOS BONS;139;1;;;;;;;
PAULINO NEVES;145;2;;;;;;;
PAULO RAMOS;682;7;;;;;;;
PEDREIRAS;1420;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;214;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;10;;;;;;;
PINHEIRO;1662;29;;;;;;;
PIO XII;775;6;;;;;;;
PIRAPEMAS;244;3;;;;;;;
POÇÃO DE PEDRAS;619;2;;;;;;;
PORTO FRANCO;530;7;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1120;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;187;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;50;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;191;2;;;;;;;
RIBAMAR FIQUENE;132;8;;;;;;;
ROSÁRIO;367;10;;;;;;;
SAMBAÍBA;50;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;40;0;;;;;;;
SANTA HELENA;1202;6;;;;;;;
SANTA INÊS;4006;71;;;;;;;
SANTA LUZIA;2196;15;;;;;;;
SANTA LUZIA DO PARUÁ;331;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;434;14;;;;;;;
SANTA RITA;239;11;;;;;;;
SANTANA DO MARANHÃO;145;2;;;;;;;
SANTO AMARO DO MARANHÃO;60;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;527;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;762;6;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;809;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;88;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1011;6;;;;;;;
SÃO FÉLIX DE BALSAS;73;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;244;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;331;5;;;;;;;
SÃO JOÃO DO PARAÍSO;72;1;;;;;;;
SÃO JOÃO DO SÓTER;325;2;;;;;;;
SÃO JOÃO DOS PATOS;704;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1035;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;123;0;;;;;;;
SÃO LUÍS;16673;1156;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;989;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;316;1;;;;;;;
SÃO PEDRO DOS CRENTES;98;1;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;832;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;136;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;274;1;;;;;;;
SENADOR LA ROCQUE;174;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;299;3;;;;;;;
SUCUPIRA DO NORTE;29;0;;;;;;;
SUCUPIRA DO RIACHÃO;49;0;;;;;;;
TASSO FRAGOSO;79;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2282;85;;;;;;;
TRIZIDELA DO VALE;599;7;;;;;;;
TUFILÂNDIA;48;4;;;;;;;
TUNTUM;995;6;;;;;;;
TURIAÇU;224;3;;;;;;;
TURILÂNDIA;300;4;;;;;;;
TUTÓIA;883;21;;;;;;;
URBANO SANTOS;1101;14;;;;;;;
VARGEM GRANDE;653;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;162;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1349;22;;;;;;;
ZÉ DOCA;2935;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
