;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BEQUIMÃO;206;10;;LABORATÓRIO PRIVADO;206;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;313.175;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;315906;;;Total de leitos;578
BOM JARDIM;806;22;;;;;;Leitos ocupados;104
BOM JESUS DAS SELVAS;1488;10;;;;;;Leitos livres;474
BOM LUGAR;205;1;;ÓBITOS DE COVID-19;;;;% de ocupação;17,99%
BREJO;640;18;;;;;;;
BREJO DE AREIA;196;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;506;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;247;0;;10 a 19 anos;15;;;Leitos ocupados UTI;64
BURITICUPU;2101;4;;20 a 29 anos;32;;;Leitos livres;151
BURITIRANA;235;6;;30 a 39 anos;107;;;% de ocupação UTI;29,77%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;190;;;;
CAJAPIÓ;5;2;;50 a 59 anos;352;;;IMPERATRIZ;
CAJARI;125;4;;60 a 69 anos;770;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;349;4;;Mais de 70 anos;1843;;;Total de leitos;81
CÂNDIDO MENDES;40;4;;TOTAL;3328;;;Leitos ocupados;59
CANTANHEDE;381;3;;;;;;Leitos livres;22
CAPINZAL DO NORTE;347;1;;;;;;% de ocupação;72,84%
CAROLINA;308;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;322;17;;HOMEM;2044;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3717;70;;MULHER;1284;39%;;Total de leitos UTI;54
CEDRAL;116;0;;;;;;Leitos ocupados UTI;44
CENTRAL DO MARANHÃO;21;1;;;;;;Leitos livres;10
CENTRO DO GUILHERME;330;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;81,48%
CENTRO NOVO DO MARANHÃO;600;7;;COM COMORBIDADES ;2818;85%;;;
CHAPADINHA;2664;44;;SEM COMORBIDADES ;510;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;281;1;;;;;;;
CODÓ;1791;19;;;;;;;
COELHO NETO;1498;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1447;26;;NEUROLÓGICO;188;;;;
CONCEIÇÃO DO LAGO-AÇU;151;5;;ONCOLÓGICO;125;;;RAÇA/COR;
COROATÁ;977;10;;PNEUMOPATIA;48;;;AMARELA;26.873
CURURUPU;491;7;;CARDIOPATIA;409;;;BRANCA;15.088
DAVINÓPOLIS;242;7;;DOENÇA RENAL CRÔNICA;191;;;INDIGENA;976
DOM PEDRO;285;2;;DIABETES MELITUS;1273;;;PARDA;53.536
DUQUE BACELAR;334;7;;HIPERTENSÃO ARTERIAL;1837;;;PRETA;5.315
ESPERANTINÓPOLIS;619;13;;SEM COMORBIDADES;510;;;SEM INFORMAÇÃO;41.315
ESTREITO;1520;7;;OBESIDADE;143;;;TOTAL;143.103
FEIRA NOVA DO MARANHÃO;356;2;;OUTROS;450;;;;
FERNANDO FALCÃO;728;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;561;1;;;;;;PARDA;1635
FORTALEZA DOS NOGUEIRAS;472;1;;;;;;BRANCA;404
FORTUNA;413;1;;;;;;PRETA;226
GODOFREDO VIANA;83;3;;;;;;AMARELA;209
GONÇALVES DIAS;320;4;;;;;;INDÍGENA;27
GOVERNADOR ARCHER;261;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;249;5;;;;;;TOTAL;3.328
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;103;0;;;;;;;
GOVERNADOR NEWTON BELLO;446;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2260;31;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;546;5;;;;;;;
ICATU;183;6;;;;;;;
IGARAPÉ DO MEIO;242;9;;;;;;;
IGARAPÉ GRANDE;941;8;;;;;;;
IMPERATRIZ;5147;255;;;;;;;
ITAIPAVA DO GRAJAÚ;436;2;;;;;;;
ITAPECURU-MIRIM;686;10;;;;;;;
ITINGA DO MARANHÃO;530;11;;;;;;;
JATOBÁ;55;4;;;;;;;
JENIPAPO DOS VIEIRAS;555;8;;;;;;;
JOÃO LISBOA;227;9;;;;;;;
JOSELÂNDIA;398;0;;;;;;;
JUNCO DO MARANHÃO;168;0;;;;;;;
LAGO DA PEDRA;1163;43;;;;;;;
LAGO DO JUNCO;194;1;;;;;;;
LAGO DOS RODRIGUES;318;7;;;;;;;
LAGO VERDE;486;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;107;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;616;6;;;;;;;
LORETO;223;2;;;;;;;
LUÍS DOMINGUES;84;1;;;;;;;
MAGALHÃES DE ALMEIDA;394;4;;;;;;;
MARACAÇUMÉ;483;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;344;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;332;4;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;156;1;;;;;;;
MIRADOR;561;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;355;15;;;;;;;
MONTES ALTOS;311;3;;;;;;;
MORROS;140;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;72;0;;;;;;;
NOVA IORQUE;26;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;461;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;543;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;352;4;;;;;;;
PARNARAMA;423;0;;;;;;;
PASSAGEM FRANCA;194;0;;;;;;;
PASTOS BONS;258;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;773;10;;;;;;;
PEDREIRAS;1495;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;329;3;;;;;;;
PINDARÉ-MIRIM;572;11;;;;;;;
PINHEIRO;1731;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;247;3;;;;;;;
POÇÃO DE PEDRAS;783;2;;;;;;;
PORTO FRANCO;683;8;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1249;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;219;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;57;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;127;13;;;;;;;
RIACHÃO;267;6;;;;;;;
RIBAMAR FIQUENE;139;8;;;;;;;
ROSÁRIO;375;11;;;;;;;
SAMBAÍBA;181;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1268;6;;;;;;;
SANTA INÊS;4123;71;;;;;;;
SANTA LUZIA;2421;16;;;;;;;
SANTA LUZIA DO PARUÁ;398;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;440;14;;;;;;;
SANTA RITA;255;13;;;;;;;
SANTANA DO MARANHÃO;157;3;;;;;;;
SANTO AMARO DO MARANHÃO;72;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;625;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;883;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;829;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;130;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1230;8;;;;;;;
SÃO FÉLIX DE BALSAS;126;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;264;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;112;5;;;;;;;
SÃO JOÃO DO CARÚ;363;5;;;;;;;
SÃO JOÃO DO PARAÍSO;90;2;;;;;;;
SÃO JOÃO DO SÓTER;424;2;;;;;;;
SÃO JOÃO DOS PATOS;912;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1155;110;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;159;0;;;;;;;
SÃO LUÍS;17931;1193;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;503;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1075;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;336;1;;;;;;;
SÃO PEDRO DOS CRENTES;103;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1280;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;183;2;;;;;;;
SÃO VICENTE FERRER;198;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;326;1;;;;;;;
SENADOR LA ROCQUE;191;8;;;;;;;
SERRANO DO MARANHÃO;153;2;;;;;;;
SÍTIO NOVO;425;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;77;0;;;;;;;
TASSO FRAGOSO;152;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3097;99;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;64;5;;;;;;;
TUNTUM;1174;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;304;4;;;;;;;
TUTÓIA;968;22;;;;;;;
URBANO SANTOS;1352;14;;;;;;;
VARGEM GRANDE;724;10;;;;;;;
VIANA;274;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;235;0;;;;;;;
VITÓRIA DO MEARIM;629;6;;;;;;;
VITORINO FREIRE;1447;25;;;;;;;
ZÉ DOCA;3139;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, um caso foi excluído do município de Icatu em razão de duplicidade. Em razão de mudança de domicílio de paciente, um caso de São José de Ribamar foi remanejado para Morros.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
