;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
PORTO FRANCO;495;7;;;;;;;
PORTO RICO DO MARANHÃO;92;1;;;;;;;
PRESIDENTE DUTRA;1069;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;187;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;49;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;166;2;;;;;;;
RIBAMAR FIQUENE;130;8;;;;;;;
ROSÁRIO;364;10;;;;;;;
SAMBAÍBA;50;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;39;0;;;;;;;
SANTA HELENA;1201;6;;;;;;;
SANTA INÊS;3989;70;;;;;;;
SANTA LUZIA;2129;15;;;;;;;
SANTA LUZIA DO PARUÁ;300;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;430;14;;;;;;;
SANTA RITA;229;11;;;;;;;
SANTANA DO MARANHÃO;141;2;;;;;;;
SANTO AMARO DO MARANHÃO;57;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;513;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;736;6;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;777;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;70;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;969;6;;;;;;;
SÃO FÉLIX DE BALSAS;66;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;242;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;319;5;;;;;;;
SÃO JOÃO DO PARAÍSO;69;1;;;;;;;
SÃO JOÃO DO SÓTER;311;2;;;;;;;
SÃO JOÃO DOS PATOS;669;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1031;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;121;0;;;;;;;
SÃO LUÍS;16474;1152;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;963;23;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;302;1;;;;;;;
SÃO PEDRO DOS CRENTES;97;1;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;818;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;126;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;261;1;;;;;;;
SENADOR LA ROCQUE;172;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;281;3;;;;;;;
SUCUPIRA DO NORTE;27;0;;;;;;;
SUCUPIRA DO RIACHÃO;40;0;;;;;;;
TASSO FRAGOSO;66;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2187;80;;;;;;;
TRIZIDELA DO VALE;599;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;972;6;;;;;;;
TURIAÇU;220;3;;;;;;;
TURILÂNDIA;300;4;;;;;;;
TUTÓIA;874;21;;;;;;;
URBANO SANTOS;1096;14;;;;;;;
VARGEM GRANDE;646;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;153;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1326;21;;;;;;;
ZÉ DOCA;2886;36;;;;;;;
Na revisão de dados no sistema, em razão de mudança de domicilio de paciente, um caso de Itaipava do Grajaú foi remanejado para Grajaú.   ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
