;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BOM JESUS DAS SELVAS;1500;10;;;;;;Leitos livres;476
BOM LUGAR;206;1;;ÓBITOS DE COVID-19;;;;% de ocupação;17,65%
BREJO;645;18;;;;;;;
BREJO DE AREIA;196;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;540;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;271;1;;10 a 19 anos;15;;;Leitos ocupados UTI;58
BURITICUPU;2172;4;;20 a 29 anos;34;;;Leitos livres;157
BURITIRANA;236;6;;30 a 39 anos;108;;;% de ocupação UTI;26,98%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;197;;;;
CAJAPIÓ;5;2;;50 a 59 anos;360;;;IMPERATRIZ;
CAJARI;125;4;;60 a 69 anos;781;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;357;4;;Mais de 70 anos;1876;;;Total de leitos;81
CÂNDIDO MENDES;40;4;;TOTAL;3390;;;Leitos ocupados;70
CANTANHEDE;381;3;;;;;;Leitos livres;11
CAPINZAL DO NORTE;347;1;;;;;;% de ocupação;86,42%
CAROLINA;314;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;339;17;;HOMEM;2083;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3740;71;;MULHER;1307;39%;;Total de leitos UTI;54
CEDRAL;121;0;;;;;;Leitos ocupados UTI;46
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;8
CENTRO DO GUILHERME;332;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;85,19%
CENTRO NOVO DO MARANHÃO;605;7;;COM COMORBIDADES ;2869;85%;;;
CHAPADINHA;2666;44;;SEM COMORBIDADES ;521;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;287;1;;;;;;;
CODÓ;1795;23;;;;;;;
COELHO NETO;1534;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1502;27;;NEUROLÓGICO;192;;;;
CONCEIÇÃO DO LAGO-AÇU;152;5;;ONCOLÓGICO;128;;;RAÇA/COR;
COROATÁ;1105;10;;PNEUMOPATIA;50;;;AMARELA;28.129
CURURUPU;507;7;;CARDIOPATIA;417;;;BRANCA;15.804
DAVINÓPOLIS;243;7;;DOENÇA RENAL CRÔNICA;195;;;INDIGENA;1.032
DOM PEDRO;285;2;;DIABETES MELITUS;1296;;;PARDA;55.712
DUQUE BACELAR;347;7;;HIPERTENSÃO ARTERIAL;1866;;;PRETA;5.550
ESPERANTINÓPOLIS;621;13;;SEM COMORBIDADES;521;;;SEM INFORMAÇÃO;41.449
ESTREITO;1761;7;;OBESIDADE;144;;;TOTAL;147.676
FEIRA NOVA DO MARANHÃO;388;2;;OUTROS;459;;;;
FERNANDO FALCÃO;729;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;600;1;;;;;;PARDA;1680
FORTALEZA DOS NOGUEIRAS;535;2;;;;;;BRANCA;416
FORTUNA;450;1;;;;;;PRETA;231
GODOFREDO VIANA;84;3;;;;;;AMARELA;209
GONÇALVES DIAS;327;4;;;;;;INDÍGENA;27
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;263;5;;;;;;TOTAL;3.390
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;103;0;;;;;;;
GOVERNADOR NEWTON BELLO;446;4;;;;;;;
GOVERNADOR NUNES FREIRE;600;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2331;33;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;554;5;;;;;;;
ICATU;199;6;;;;;;;
IGARAPÉ DO MEIO;246;9;;;;;;;
IGARAPÉ GRANDE;942;8;;;;;;;
IMPERATRIZ;5260;273;;;;;;;
ITAIPAVA DO GRAJAÚ;438;3;;;;;;;
ITAPECURU-MIRIM;693;10;;;;;;;
ITINGA DO MARANHÃO;542;11;;;;;;;
JATOBÁ;55;4;;;;;;;
JENIPAPO DOS VIEIRAS;628;8;;;;;;;
JOÃO LISBOA;230;10;;;;;;;
JOSELÂNDIA;406;0;;;;;;;
JUNCO DO MARANHÃO;168;0;;;;;;;
LAGO DA PEDRA;1174;43;;;;;;;
LAGO DO JUNCO;203;1;;;;;;;
LAGO DOS RODRIGUES;331;7;;;;;;;
LAGO VERDE;494;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;3;;;;;;;
LAJEADO NOVO;82;0;;;;;;;
LIMA CAMPOS;639;6;;;;;;;
LORETO;275;2;;;;;;;
LUÍS DOMINGUES;107;1;;;;;;;
MAGALHÃES DE ALMEIDA;397;4;;;;;;;
MARACAÇUMÉ;490;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;361;7;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;161;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;421;15;;;;;;;
MONTES ALTOS;326;3;;;;;;;
MORROS;140;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;82;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;474;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;556;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;448;0;;;;;;;
PASSAGEM FRANCA;194;0;;;;;;;
PASTOS BONS;305;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;789;11;;;;;;;
PEDREIRAS;1509;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;572;11;;;;;;;
PINHEIRO;1840;33;;;;;;;
PIO XII;798;6;;;;;;;
PIRAPEMAS;247;3;;;;;;;
POÇÃO DE PEDRAS;844;2;;;;;;;
PORTO FRANCO;721;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1286;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;226;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;57;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;319;6;;;;;;;
RIBAMAR FIQUENE;143;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;229;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1287;6;;;;;;;
SANTA INÊS;4145;71;;;;;;;
SANTA LUZIA;2446;16;;;;;;;
SANTA LUZIA DO PARUÁ;415;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;441;15;;;;;;;
SANTA RITA;257;13;;;;;;;
SANTANA DO MARANHÃO;159;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;626;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;889;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;830;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;130;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1293;8;;;;;;;
SÃO FÉLIX DE BALSAS;126;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;297;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;118;5;;;;;;;
SÃO JOÃO DO CARÚ;363;5;;;;;;;
SÃO JOÃO DO PARAÍSO;96;2;;;;;;;
SÃO JOÃO DO SÓTER;450;2;;;;;;;
SÃO JOÃO DOS PATOS;961;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1181;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;160;0;;;;;;;
SÃO LUÍS;18350;1202;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;543;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1082;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;374;1;;;;;;;
SÃO PEDRO DOS CRENTES;103;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1356;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;200;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;331;1;;;;;;;
SENADOR LA ROCQUE;191;8;;;;;;;
SERRANO DO MARANHÃO;178;2;;;;;;;
SÍTIO NOVO;482;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;83;0;;;;;;;
TASSO FRAGOSO;177;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3517;100;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1214;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;307;4;;;;;;;
TUTÓIA;985;23;;;;;;;
URBANO SANTOS;1393;14;;;;;;;
VARGEM GRANDE;730;10;;;;;;;
VIANA;276;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;266;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1470;26;;;;;;;
ZÉ DOCA;3222;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
