;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
PORTO FRANCO;771;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1337;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;460;6;;;;;;;
RIBAMAR FIQUENE;152;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;257;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1315;6;;;;;;;
SANTA INÊS;4242;71;;;;;;;
SANTA LUZIA;2476;16;;;;;;;
SANTA LUZIA DO PARUÁ;432;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;263;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;675;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;929;7;;;;;;;
SÃO BENTO;458;6;;;;;;;
SÃO BERNARDO;839;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;148;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1354;8;;;;;;;
SÃO FÉLIX DE BALSAS;140;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;325;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;121;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;109;2;;;;;;;
SÃO JOÃO DO SÓTER;528;2;;;;;;;
SÃO JOÃO DOS PATOS;1077;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1214;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;183;0;;;;;;;
SÃO LUÍS;18979;1207;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;575;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1115;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;375;1;;;;;;;
SÃO PEDRO DOS CRENTES;106;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1483;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;231;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;350;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;684;4;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;94;0;;;;;;;
TASSO FRAGOSO;194;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3675;105;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1260;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;310;5;;;;;;;
TUTÓIA;1006;23;;;;;;;
URBANO SANTOS;1512;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;280;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;280;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1487;26;;;;;;;
ZÉ DOCA;3328;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
