;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
ESPERANTINÓPOLIS;558;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.126
ESTREITO;734;7;;OBESIDADE;109;;;TOTAL;102.469
FEIRA NOVA DO MARANHÃO;54;1;;OUTROS;351;;;;
FERNANDO FALCÃO;500;0;;;;;;;
FORMOSA DA SERRA NEGRA;147;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;118;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;169;0;;;;;;AMARELA;193
GODOFREDO VIANA;66;3;;;;;;BRANCA;249
GONÇALVES DIAS;171;1;;;;;;INDIGENA;10
GOVERNADOR ARCHER;207;0;;;;;;PARDA;1.151
GOVERNADOR EDISON LOBÃO;174;4;;;;;;PRETA;155
GOVERNADOR EUGÊNIO BARROS;148;0;;;;;;SEM INFORMAÇÃO;814
GOVERNADOR LUIZ ROCHA;41;0;;;;;;TOTAL;2.572
GOVERNADOR NEWTON BELLO;366;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;1;;;;;;;
GRAÇA ARANHA;114;2;;;;;;;
GRAJAÚ;1373;19;;;;;;;
GUIMARÃES;154;4;;;;;;;
HUMBERTO DE CAMPOS;286;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;173;7;;;;;;;
IGARAPÉ GRANDE;747;5;;;;;;;
IMPERATRIZ;4488;215;;;;;;;
ITAIPAVA DO GRAJAÚ;161;0;;;;;;;
ITAPECURU-MIRIM;516;7;;;;;;;
ITINGA DO MARANHÃO;434;11;;;;;;;
JATOBÁ;29;0;;;;;;;
JENIPAPO DOS VIEIRAS;137;3;;;;;;;
JOÃO LISBOA;207;8;;;;;;;
JOSELÂNDIA;296;0;;;;;;;
JUNCO DO MARANHÃO;103;0;;;;;;;
LAGO DA PEDRA;971;40;;;;;;;
LAGO DO JUNCO;130;1;;;;;;;
LAGO DOS RODRIGUES;205;4;;;;;;;
LAGO VERDE;368;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;39;0;;;;;;;
LIMA CAMPOS;465;4;;;;;;;
LORETO;47;0;;;;;;;
LUÍS DOMINGUES;50;1;;;;;;;
MAGALHÃES DE ALMEIDA;116;4;;;;;;;
MARACAÇUMÉ;421;1;;;;;;;
MARAJÁ DO SENA;121;2;;;;;;;
MARANHÃOZINHO;312;3;;;;;;;
MATA ROMA;327;6;;;;;;;
MATINHA;203;1;;;;;;;
MATÕES;160;1;;;;;;;
MATÕES DO NORTE;152;1;;;;;;;
MILAGRES DO MARANHÃO;113;1;;;;;;;
MIRADOR;178;2;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;93;6;;;;;;;
MONÇÃO;256;13;;;;;;;
MONTES ALTOS;153;2;;;;;;;
MORROS;124;5;;;;;;;
NINA RODRIGUES;131;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;5;;;;;;;
PAÇO DO LUMIAR;482;72;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;178;1;;;;;;;
PARNARAMA;113;1;;;;;;;
PASSAGEM FRANCA;76;0;;;;;;;
PASTOS BONS;62;1;;;;;;;
PAULINO NEVES;117;1;;;;;;;
PAULO RAMOS;512;5;;;;;;;
PEDREIRAS;1253;25;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;198;5;;;;;;;
PERI-MIRIM;157;1;;;;;;;
PERITORÓ;318;2;;;;;;;
PINDARÉ-MIRIM;487;6;;;;;;;
PINHEIRO;1339;25;;;;;;;
PIO XII;750;4;;;;;;;
PIRAPEMAS;238;2;;;;;;;
POÇÃO DE PEDRAS;337;2;;;;;;;
PORTO FRANCO;313;6;;;;;;;
PORTO RICO DO MARANHÃO;81;1;;;;;;;
PRESIDENTE DUTRA;886;4;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;169;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;66;1;;;;;;;
RIBAMAR FIQUENE;125;6;;;;;;;
ROSÁRIO;321;8;;;;;;;
SAMBAÍBA;4;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;23;0;;;;;;;
SANTA HELENA;1136;6;;;;;;;
SANTA INÊS;3811;57;;;;;;;
SANTA LUZIA;1802;11;;;;;;;
SANTA LUZIA DO PARUÁ;270;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;437;12;;;;;;;
SANTA RITA;208;6;;;;;;;
SANTANA DO MARANHÃO;113;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;456;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;602;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;699;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;45;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;466;2;;;;;;;
SÃO FÉLIX DE BALSAS;16;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;219;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;26;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;271;4;;;;;;;
SÃO JOÃO DO PARAÍSO;50;1;;;;;;;
SÃO JOÃO DO SÓTER;165;2;;;;;;;
SÃO JOÃO DOS PATOS;112;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;985;96;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14633;1010;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;256;1;;;;;;;
SÃO MATEUS DO MARANHÃO;851;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;78;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;374;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;65;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;193;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;114;1;;;;;;;
SÍTIO NOVO;247;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;18;0;;;;;;;
TASSO FRAGOSO;37;0;;;;;;;
TIMBIRAS;270;3;;;;;;;
TIMON;1822;44;;;;;;;
TRIZIDELA DO VALE;544;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;704;3;;;;;;;
TURIAÇU;185;2;;;;;;;
TURILÂNDIA;272;3;;;;;;;
TUTÓIA;802;18;;;;;;;
URBANO SANTOS;889;10;;;;;;;
VARGEM GRANDE;578;8;;;;;;;
VIANA;231;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;124;0;;;;;;;
VITÓRIA DO MEARIM;574;2;;;;;;;
VITORINO FREIRE;1116;17;;;;;;;
ZÉ DOCA;2501;27;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados, razão de duplicidade do sistema foram excluídos casos nos seguintes municípios:  Estreito (1), Zé Doca (1), São João Batista (1), Governador Nunes Freire (1), Nina Rodrigues (1), Santa Luzia do Paruá (1), Peritoró (1), Araguanã (1), Codó (1), Timbiras (1), Carutapera (1), Davinópolis (1), Miranda do Norte (1) e Pinheiro (2) e Anapurus (2). ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
