;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BACURITUBA;22;0;;;;;;% de ocupação;22,77%
BALSAS;2189;15;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;14;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;2469;19;;2971;2859;54;;Total de leitos UTI;152
BARREIRINHAS;407;20;;;;;;Leitos ocupados UTI;84
BELA VISTA DO MARANHÃO;118;2;;;;;;Leitos livres;68
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;55,26%
BENEDITO LEITE;53;0;;LABORATÓRIO PÚBLICO;3398;;;;
BEQUIMÃO;200;10;;LABORATÓRIO PRIVADO;249;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;251260;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;254907;;;Total de leitos;618
BOM JARDIM;684;17;;;;;;Leitos ocupados;166
BOM JESUS DAS SELVAS;1229;7;;;;;;Leitos livres;452
BOM LUGAR;172;0;;ÓBITOS DE COVID-19;;;;% de ocupação;26,86%
BREJO;575;18;;;;;;;
BREJO DE AREIA;139;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;335;1;;0 a 9 anos;17;;;Total de leitos UTI;225
BURITI BRAVO;125;0;;10 a 19 anos;14;;;Leitos ocupados UTI;100
BURITICUPU;1808;4;;20 a 29 anos;29;;;Leitos livres;125
BURITIRANA;234;6;;30 a 39 anos;96;;;% de ocupação UTI;44,44%
CACHOEIRA GRANDE;155;3;;40 a 49 anos;171;;;;
CAJAPIÓ;5;2;;50 a 59 anos;321;;;IMPERATRIZ;
CAJARI;121;2;;60 a 69 anos;697;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;234;1;;Mais de 70 anos;1614;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2959;;;Leitos ocupados;52
CANTANHEDE;378;3;;;;;;Leitos livres;29
CAPINZAL DO NORTE;304;1;;;;;;% de ocupação;64,20%
CAROLINA;224;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;16;;HOMEM;1831;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2704;59;;MULHER;1128;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;55;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;460;5;;COM COMORBIDADES ;2521;85%;;;
CHAPADINHA;2502;39;;SEM COMORBIDADES ;438;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;251;0;;;;;;;
CODÓ;1788;18;;;;;;;
COELHO NETO;1377;31;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1052;23;;NEUROLÓGICO;178;;;;
CONCEIÇÃO DO LAGO-AÇU;146;3;;ONCOLÓGICO;113;;;RAÇA/COR;
COROATÁ;670;9;;PNEUMOPATIA;36;;;AMARELA;18.734
CURURUPU;387;7;;CARDIOPATIA;348;;;BRANCA;11.081
DAVINÓPOLIS;218;7;;DOENÇA RENAL CRÔNICA;174;;;INDIGENA;531
DOM PEDRO;74;1;;DIABETES MELITUS;1145;;;PARDA;41.052
DUQUE BACELAR;299;6;;HIPERTENSÃO ARTERIAL;1657;;;PRETA;4.067
ESPERANTINÓPOLIS;610;11;;SEM COMORBIDADES;438;;;SEM INFORMAÇÃO;40.523
ESTREITO;962;7;;OBESIDADE;126;;;TOTAL;115.988
FEIRA NOVA DO MARANHÃO;125;1;;OUTROS;403;;;;
FERNANDO FALCÃO;555;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;320;1;;;;;;PARDA;1.398
FORTALEZA DOS NOGUEIRAS;253;0;;;;;;BRANCA;337
FORTUNA;204;0;;;;;;PRETA;187
GODOFREDO VIANA;75;3;;;;;;AMARELA;198
GONÇALVES DIAS;239;1;;;;;;INDÍGENA;12
GOVERNADOR ARCHER;249;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;217;4;;;;;;TOTAL;2.959
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;73;0;;;;;;;
GOVERNADOR NEWTON BELLO;403;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1745;21;;;;;;;
GUIMARÃES;169;4;;;;;;;
HUMBERTO DE CAMPOS;373;5;;;;;;;
ICATU;168;6;;;;;;;
IGARAPÉ DO MEIO;191;7;;;;;;;
IGARAPÉ GRANDE;821;7;;;;;;;
IMPERATRIZ;4571;226;;;;;;;
ITAIPAVA DO GRAJAÚ;183;0;;;;;;;
ITAPECURU-MIRIM;611;8;;;;;;;
ITINGA DO MARANHÃO;464;11;;;;;;;
JATOBÁ;33;2;;;;;;;
JENIPAPO DOS VIEIRAS;214;4;;;;;;;
JOÃO LISBOA;208;9;;;;;;;
JOSELÂNDIA;319;0;;;;;;;
JUNCO DO MARANHÃO;117;0;;;;;;;
LAGO DA PEDRA;1042;41;;;;;;;
LAGO DO JUNCO;165;1;;;;;;;
LAGO DOS RODRIGUES;266;5;;;;;;;
LAGO VERDE;432;3;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;57;0;;;;;;;
LIMA CAMPOS;510;5;;;;;;;
LORETO;83;2;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;235;4;;;;;;;
MARACAÇUMÉ;447;3;;;;;;;
MARAJÁ DO SENA;132;2;;;;;;;
MARANHÃOZINHO;346;3;;;;;;;
MATA ROMA;328;6;;;;;;;
MATINHA;229;2;;;;;;;
MATÕES;237;2;;;;;;;
MATÕES DO NORTE;183;1;;;;;;;
MILAGRES DO MARANHÃO;142;1;;;;;;;
MIRADOR;252;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;278;15;;;;;;;
MONTES ALTOS;161;2;;;;;;;
MORROS;132;6;;;;;;;
NINA RODRIGUES;163;4;;;;;;;
NOVA COLINAS;22;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;493;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;201;2;;;;;;;
PARNARAMA;201;0;;;;;;;
PASSAGEM FRANCA;102;0;;;;;;;
PASTOS BONS;114;1;;;;;;;
PAULINO NEVES;134;1;;;;;;;
PAULO RAMOS;626;6;;;;;;;
PEDREIRAS;1336;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;208;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;9;;;;;;;
PINHEIRO;1509;27;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;243;3;;;;;;;
POÇÃO DE PEDRAS;467;2;;;;;;;
PORTO FRANCO;450;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;1046;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;179;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;39;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;136;2;;;;;;;
RIBAMAR FIQUENE;129;7;;;;;;;
ROSÁRIO;360;10;;;;;;;
SAMBAÍBA;20;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;27;0;;;;;;;
SANTA HELENA;1170;6;;;;;;;
SANTA INÊS;3908;69;;;;;;;
SANTA LUZIA;2041;15;;;;;;;
SANTA LUZIA DO PARUÁ;274;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;429;14;;;;;;;
SANTA RITA;215;11;;;;;;;
SANTANA DO MARANHÃO;129;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;488;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;701;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;768;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;65;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;830;5;;;;;;;
SÃO FÉLIX DE BALSAS;50;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;226;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;312;5;;;;;;;
SÃO JOÃO DO PARAÍSO;59;1;;;;;;;
SÃO JOÃO DO SÓTER;267;2;;;;;;;
SÃO JOÃO DOS PATOS;531;6;;;;;;;
SÃO JOSÉ DE RIBAMAR;1017;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;105;0;;;;;;;
SÃO LUÍS;15869;1134;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;429;7;;;;;;;
SÃO MATEUS DO MARANHÃO;934;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;290;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;540;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;241;1;;;;;;;
SENADOR LA ROCQUE;171;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;264;3;;;;;;;
SUCUPIRA DO NORTE;18;0;;;;;;;
SUCUPIRA DO RIACHÃO;34;0;;;;;;;
TASSO FRAGOSO;53;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2172;65;;;;;;;
TRIZIDELA DO VALE;583;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;895;6;;;;;;;
TURIAÇU;205;3;;;;;;;
TURILÂNDIA;297;4;;;;;;;
TUTÓIA;855;21;;;;;;;
URBANO SANTOS;894;12;;;;;;;
VARGEM GRANDE;605;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;144;0;;;;;;;
VITÓRIA DO MEARIM;589;5;;;;;;;
VITORINO FREIRE;1258;20;;;;;;;
ZÉ DOCA;2797;35;;;;;;;
Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Serrano do Maranhão (1), Pindaré-Mirim (1), São Francisco do Brejão (1), São João do Paraiso (1), Zé Doca (2), Jenipapo dos Vieiras (4), Paulo Ramos (5), Alto Alegre do Maranhão (8) e Santa Quitéria do Maranhão (18).  ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
