;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BOA VISTA DO GURUPI;13;2;;TOTAL;245995;;;Total de leitos;618
BOM JARDIM;666;16;;;;;;Leitos ocupados;164
BOM JESUS DAS SELVAS;1184;7;;;;;;Leitos livres;454
BOM LUGAR;170;0;;ÓBITOS DE COVID-19;;;;% de ocupação;26,54%
BREJO;564;17;;;;;;;
BREJO DE AREIA;111;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;315;0;;0 a 9 anos;17;;;Total de leitos UTI;225
BURITI BRAVO;119;0;;10 a 19 anos;14;;;Leitos ocupados UTI;98
BURITICUPU;1750;4;;20 a 29 anos;29;;;Leitos livres;127
BURITIRANA;209;6;;30 a 39 anos;94;;;% de ocupação UTI;43,56%
CACHOEIRA GRANDE;145;3;;40 a 49 anos;166;;;;
CAJAPIÓ;5;2;;50 a 59 anos;310;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;673;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;225;1;;Mais de 70 anos;1568;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2871;;;Leitos ocupados;51
CANTANHEDE;378;3;;;;;;Leitos livres;30
CAPINZAL DO NORTE;298;0;;;;;;% de ocupação;62,96%
CAROLINA;197;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1776;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2605;59;;MULHER;1095;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;55;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;423;5;;COM COMORBIDADES ;2503;87%;;;
CHAPADINHA;2477;38;;SEM COMORBIDADES ;368;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;251;0;;;;;;;
CODÓ;1788;17;;;;;;;
COELHO NETO;1358;31;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1012;23;;NEUROLÓGICO;176;;;;
CONCEIÇÃO DO LAGO-AÇU;144;3;;ONCOLÓGICO;110;;;;
COROATÁ;652;9;;PNEUMOPATIA;36;;;;
CURURUPU;383;7;;CARDIOPATIA;336;;;RAÇA/COR;
DAVINÓPOLIS;209;7;;DOENÇA RENAL CRÔNICA;170;;;AMARELA;17.797
DOM PEDRO;49;1;;DIABETES MELITUS;1111;;;BRANCA;10.557
DUQUE BACELAR;292;6;;HIPERTENSÃO ARTERIAL;1609;;;INDIGENA;492
ESPERANTINÓPOLIS;602;11;;SEM COMORBIDADES;423;;;PARDA;39.604
ESTREITO;921;7;;OBESIDADE;119;;;PRETA;3.918
FEIRA NOVA DO MARANHÃO;81;1;;OUTROS;394;;;SEM INFORMAÇÃO;40.315
FERNANDO FALCÃO;544;0;;;;;;TOTAL;112.683
FORMOSA DA SERRA NEGRA;261;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;199;0;;;;;;;
FORTUNA;203;0;;;;;;;
GODOFREDO VIANA;75;3;;;;;;ÓBITOS RAÇA/COR;
GONÇALVES DIAS;202;1;;;;;;PARDA;1.335
GOVERNADOR ARCHER;249;0;;;;;;BRANCA;318
GOVERNADOR EDISON LOBÃO;175;4;;;;;;PRETA;181
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;AMARELA;198
GOVERNADOR LUIZ ROCHA;68;0;;;;;;INDÍGENA;12
GOVERNADOR NEWTON BELLO;394;4;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR NUNES FREIRE;583;3;;;;;;TOTAL;2.871
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1670;21;;;;;;;
GUIMARÃES;169;4;;;;;;;
HUMBERTO DE CAMPOS;366;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;186;7;;;;;;;
IGARAPÉ GRANDE;787;5;;;;;;;
IMPERATRIZ;4558;226;;;;;;;
ITAIPAVA DO GRAJAÚ;169;0;;;;;;;
ITAPECURU-MIRIM;589;8;;;;;;;
ITINGA DO MARANHÃO;459;11;;;;;;;
JATOBÁ;31;1;;;;;;;
JENIPAPO DOS VIEIRAS;218;4;;;;;;;
JOÃO LISBOA;208;9;;;;;;;
JOSELÂNDIA;319;0;;;;;;;
JUNCO DO MARANHÃO;113;0;;;;;;;
LAGO DA PEDRA;1030;41;;;;;;;
LAGO DO JUNCO;159;1;;;;;;;
LAGO DOS RODRIGUES;262;5;;;;;;;
LAGO VERDE;424;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;45;0;;;;;;;
LIMA CAMPOS;489;5;;;;;;;
LORETO;83;2;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;190;4;;;;;;;
MARACAÇUMÉ;440;2;;;;;;;
MARAJÁ DO SENA;129;2;;;;;;;
MARANHÃOZINHO;342;3;;;;;;;
MATA ROMA;328;6;;;;;;;
MATINHA;228;1;;;;;;;
MATÕES;216;2;;;;;;;
MATÕES DO NORTE;179;1;;;;;;;
MILAGRES DO MARANHÃO;141;1;;;;;;;
MIRADOR;228;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;121;6;;;;;;;
MONÇÃO;277;15;;;;;;;
MONTES ALTOS;156;2;;;;;;;
MORROS;131;6;;;;;;;
NINA RODRIGUES;163;4;;;;;;;
NOVA COLINAS;17;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;263;3;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;6;;;;;;;
PAÇO DO LUMIAR;490;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;197;2;;;;;;;
PARNARAMA;174;1;;;;;;;
PASSAGEM FRANCA;86;0;;;;;;;
PASTOS BONS;84;1;;;;;;;
PAULINO NEVES;133;1;;;;;;;
PAULO RAMOS;610;6;;;;;;;
PEDREIRAS;1316;34;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;205;5;;;;;;;
PERI-MIRIM;159;1;;;;;;;
PERITORÓ;319;3;;;;;;;
PINDARÉ-MIRIM;560;7;;;;;;;
PINHEIRO;1483;27;;;;;;;
PIO XII;758;5;;;;;;;
PIRAPEMAS;242;3;;;;;;;
POÇÃO DE PEDRAS;427;2;;;;;;;
PORTO FRANCO;396;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;1002;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;179;0;;;;;;;
PRESIDENTE SARNEY;166;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;39;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;112;2;;;;;;;
RIBAMAR FIQUENE;129;7;;;;;;;
ROSÁRIO;360;9;;;;;;;
SAMBAÍBA;15;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;26;0;;;;;;;
SANTA HELENA;1167;6;;;;;;;
SANTA INÊS;3890;66;;;;;;;
SANTA LUZIA;2000;12;;;;;;;
SANTA LUZIA DO PARUÁ;268;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;445;14;;;;;;;
SANTA RITA;214;11;;;;;;;
SANTANA DO MARANHÃO;124;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;481;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;694;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;758;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;61;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;725;3;;;;;;;
SÃO FÉLIX DE BALSAS;40;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;227;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;307;5;;;;;;;
SÃO JOÃO DO PARAÍSO;60;1;;;;;;;
SÃO JOÃO DO SÓTER;238;2;;;;;;;
SÃO JOÃO DOS PATOS;475;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;1008;103;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;83;0;;;;;;;
SÃO LUÍS;15493;1103;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;418;6;;;;;;;
SÃO MATEUS DO MARANHÃO;886;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;287;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;428;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;142;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;230;1;;;;;;;
SENADOR LA ROCQUE;164;8;;;;;;;
SERRANO DO MARANHÃO;142;1;;;;;;;
SÍTIO NOVO;258;3;;;;;;;
SUCUPIRA DO NORTE;14;0;;;;;;;
SUCUPIRA DO RIACHÃO;32;0;;;;;;;
TASSO FRAGOSO;44;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2077;62;;;;;;;
TRIZIDELA DO VALE;570;5;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;865;6;;;;;;;
TURIAÇU;204;3;;;;;;;
TURILÂNDIA;292;4;;;;;;;
TUTÓIA;849;21;;;;;;;
URBANO SANTOS;884;12;;;;;;;
VARGEM GRANDE;600;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;132;0;;;;;;;
VITÓRIA DO MEARIM;589;5;;;;;;;
VITORINO FREIRE;1222;19;;;;;;;
ZÉ DOCA;2754;34;;;;;;;
"


Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Anapurus (1), Açailândia (4) e Olinda Nova do Maranhão (1).

";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
