;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
ESTREITO;679;7;;OBESIDADE;104;;;TOTAL;96.718
FEIRA NOVA DO MARANHÃO;36;1;;OUTROS;328;;;;
FERNANDO FALCÃO;462;0;;;;;;;
FORMOSA DA SERRA NEGRA;113;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;93;0;;;;;;ÓBITOS RAÇA/COR;Contagem
FORTUNA;166;0;;;;;;AMARELA;185
GODOFREDO VIANA;66;3;;;;;;BRANCA;216
GONÇALVES DIAS;171;1;;;;;;INDIGENA;6
GOVERNADOR ARCHER;195;0;;;;;;PARDA;1.060
GOVERNADOR EDISON LOBÃO;174;4;;;;;;PRETA;143
GOVERNADOR EUGÊNIO BARROS;140;0;;;;;;SEM INFORMAÇÃO;782
GOVERNADOR LUIZ ROCHA;41;0;;;;;;TOTAL;2.392
GOVERNADOR NEWTON BELLO;346;4;;;;;;;
GOVERNADOR NUNES FREIRE;580;1;;;;;;;
GRAÇA ARANHA;104;1;;;;;;;
GRAJAÚ;1220;18;;;;;;;
GUIMARÃES;151;4;;;;;;;
HUMBERTO DE CAMPOS;251;3;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;159;6;;;;;;;
IGARAPÉ GRANDE;670;5;;;;;;;
IMPERATRIZ;4397;214;;;;;;;
ITAIPAVA DO GRAJAÚ;129;0;;;;;;;
ITAPECURU-MIRIM;477;6;;;;;;;
ITINGA DO MARANHÃO;423;10;;;;;;;
JATOBÁ;29;0;;;;;;;
JENIPAPO DOS VIEIRAS;137;2;;;;;;;
JOÃO LISBOA;203;7;;;;;;;
JOSELÂNDIA;284;0;;;;;;;
JUNCO DO MARANHÃO;101;0;;;;;;;
LAGO DA PEDRA;926;40;;;;;;;
LAGO DO JUNCO;121;1;;;;;;;
LAGO DOS RODRIGUES;181;3;;;;;;;
LAGO VERDE;334;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;2;;;;;;;
LAJEADO NOVO;38;0;;;;;;;
LIMA CAMPOS;455;4;;;;;;;
LORETO;32;0;;;;;;;
LUÍS DOMINGUES;49;1;;;;;;;
MAGALHÃES DE ALMEIDA;100;4;;;;;;;
MARACAÇUMÉ;410;1;;;;;;;
MARAJÁ DO SENA;117;2;;;;;;;
MARANHÃOZINHO;305;3;;;;;;;
MATA ROMA;325;6;;;;;;;
MATINHA;203;1;;;;;;;
MATÕES;144;1;;;;;;;
MATÕES DO NORTE;151;1;;;;;;;
MILAGRES DO MARANHÃO;111;1;;;;;;;
MIRADOR;157;0;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;91;6;;;;;;;
MONÇÃO;250;13;;;;;;;
MONTES ALTOS;151;2;;;;;;;
MORROS;123;5;;;;;;;
NINA RODRIGUES;115;3;;;;;;;
NOVA COLINAS;6;0;;;;;;;
NOVA IORQUE;9;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;4;;;;;;;
PAÇO DO LUMIAR;474;71;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;171;1;;;;;;;
PARNARAMA;97;1;;;;;;;
PASSAGEM FRANCA;76;0;;;;;;;
PASTOS BONS;47;1;;;;;;;
PAULINO NEVES;114;1;;;;;;;
PAULO RAMOS;490;5;;;;;;;
PEDREIRAS;1207;23;;;;;;;
PEDRO DO ROSÁRIO;85;1;;;;;;;
PENALVA;196;5;;;;;;;
PERI-MIRIM;153;1;;;;;;;
PERITORÓ;319;2;;;;;;;
PINDARÉ-MIRIM;489;6;;;;;;;
PINHEIRO;1274;25;;;;;;;
PIO XII;634;4;;;;;;;
PIRAPEMAS;237;1;;;;;;;
POÇÃO DE PEDRAS;332;1;;;;;;;
PORTO FRANCO;287;6;;;;;;;
PORTO RICO DO MARANHÃO;81;1;;;;;;;
PRESIDENTE DUTRA;861;3;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;168;0;;;;;;;
PRESIDENTE SARNEY;160;6;;;;;;;
PRESIDENTE VARGAS;37;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;12;;;;;;;
RIACHÃO;62;0;;;;;;;
RIBAMAR FIQUENE;126;6;;;;;;;
ROSÁRIO;292;8;;;;;;;
SAMBAÍBA;4;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;21;0;;;;;;;
SANTA HELENA;1116;5;;;;;;;
SANTA INÊS;3692;54;;;;;;;
SANTA LUZIA;1695;7;;;;;;;
SANTA LUZIA DO PARUÁ;270;3;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;372;10;;;;;;;
SANTA RITA;207;6;;;;;;;
SANTANA DO MARANHÃO;102;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;440;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;556;5;;;;;;;
SÃO BENTO;453;3;;;;;;;
SÃO BERNARDO;658;9;;;;;;;
SÃO DOMINGOS DO AZEITÃO;44;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;428;2;;;;;;;
SÃO FÉLIX DE BALSAS;10;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;213;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;14;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;241;3;;;;;;;
SÃO JOÃO DO PARAÍSO;49;1;;;;;;;
SÃO JOÃO DO SÓTER;151;2;;;;;;;
SÃO JOÃO DOS PATOS;80;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;955;94;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14159;940;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;208;1;;;;;;;
SÃO MATEUS DO MARANHÃO;789;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;69;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;258;2;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;70;2;;;;;;;
SÃO ROBERTO;65;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;166;0;;;;;;;
SENADOR LA ROCQUE;156;8;;;;;;;
SERRANO DO MARANHÃO;109;1;;;;;;;
SÍTIO NOVO;234;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;13;0;;;;;;;
TASSO FRAGOSO;34;0;;;;;;;
TIMBIRAS;273;3;;;;;;;
TIMON;1697;41;;;;;;;
TRIZIDELA DO VALE;535;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;653;2;;;;;;;
TURIAÇU;185;2;;;;;;;
TURILÂNDIA;267;3;;;;;;;
TUTÓIA;773;18;;;;;;;
URBANO SANTOS;889;9;;;;;;;
VARGEM GRANDE;563;5;;;;;;;
VIANA;224;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;119;0;;;;;;;
VITÓRIA DO MEARIM;561;2;;;;;;;
VITORINO FREIRE;1062;15;;;;;;;
ZÉ DOCA;2272;24;;;;;;;
Em razão de mudança de domicílio do paciente, um caso de Sambaíba foi remanejado para Balsas e dois casos de São Luís foram remanejados para Mata Roma e outro para Alcântara.  ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
