;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BARRA DO CORDA;3594;29;;3388;3300;62;;Total de leitos UTI;152
BARREIRINHAS;849;23;;;;;;Leitos ocupados UTI;51
BELA VISTA DO MARANHÃO;127;3;;;;;;Leitos livres;101
BELÁGUA;247;1;;TESTES REALIZADOS;;;;% de ocupação UTI;33,55%
BENEDITO LEITE;171;0;;LABORATÓRIO PÚBLICO;1835;;;;
BEQUIMÃO;212;11;;LABORATÓRIO PRIVADO;331;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;351.744;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;353910;;;Total de leitos;552
BOM JARDIM;854;22;;;;;;Leitos ocupados;80
BOM JESUS DAS SELVAS;1569;10;;;;;;Leitos livres;472
BOM LUGAR;257;1;;ÓBITOS DE COVID-19;;;;% de ocupação;14,49%
BREJO;671;18;;;;;;;
BREJO DE AREIA;201;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;587;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;336;1;;10 a 19 anos;15;;;Leitos ocupados UTI;40
BURITICUPU;2194;4;;20 a 29 anos;35;;;Leitos livres;175
BURITIRANA;236;6;;30 a 39 anos;113;;;% de ocupação UTI;18,60%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;206;;;;
CAJAPIÓ;5;2;;50 a 59 anos;381;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;805;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;430;4;;Mais de 70 anos;1976;;;Total de leitos;81
CÂNDIDO MENDES;86;4;;TOTAL;3550;;;Leitos ocupados;65
CANTANHEDE;381;3;;;;;;Leitos livres;16
CAPINZAL DO NORTE;363;1;;;;;;% de ocupação;80,25%
CAROLINA;354;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2185;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4163;81;;MULHER;1365;38%;;Total de leitos UTI;54
CEDRAL;132;0;;;;;;Leitos ocupados UTI;42
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;12
CENTRO DO GUILHERME;344;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;77,78%
CENTRO NOVO DO MARANHÃO;621;7;;COM COMORBIDADES ;3003;85%;;;
CHAPADINHA;2679;45;;SEM COMORBIDADES ;547;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;303;1;;;;;;;
CODÓ;1807;54;;;;;;;
COELHO NETO;1558;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1644;28;;NEUROLÓGICO;200;;;;
CONCEIÇÃO DO LAGO-AÇU;160;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1572;10;;PNEUMOPATIA;55;;;AMARELA;31.753
CURURUPU;509;7;;CARDIOPATIA;440;;;BRANCA;17.691
DAVINÓPOLIS;255;7;;DOENÇA RENAL CRÔNICA;205;;;INDIGENA;1.090
DOM PEDRO;349;2;;DIABETES MELITUS;1362;;;PARDA;62.186
DUQUE BACELAR;384;8;;HIPERTENSÃO ARTERIAL;1944;;;PRETA;6.140
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;547;;;SEM INFORMAÇÃO;42.108
ESTREITO;2632;7;;OBESIDADE;150;;;TOTAL;160.968
FEIRA NOVA DO MARANHÃO;597;2;;OUTROS;476;;;;
FERNANDO FALCÃO;738;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;657;1;;;;;;PARDA;1800
FORTALEZA DOS NOGUEIRAS;583;2;;;;;;BRANCA;442
FORTUNA;577;1;;;;;;PRETA;240
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;370;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;323;5;;;;;;TOTAL;3.550
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;116;0;;;;;;;
GOVERNADOR NEWTON BELLO;471;4;;;;;;;
GOVERNADOR NUNES FREIRE;646;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2523;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;644;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5643;309;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;762;11;;;;;;;
ITINGA DO MARANHÃO;581;12;;;;;;;
JATOBÁ;76;4;;;;;;;
JENIPAPO DOS VIEIRAS;729;9;;;;;;;
JOÃO LISBOA;251;10;;;;;;;
JOSELÂNDIA;425;0;;;;;;;
JUNCO DO MARANHÃO;190;0;;;;;;;
LAGO DA PEDRA;1219;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;379;7;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;3;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;170;0;;;;;;;
LIMA CAMPOS;686;6;;;;;;;
LORETO;338;3;;;;;;;
LUÍS DOMINGUES;166;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;154;3;;;;;;;
MARANHÃOZINHO;422;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;261;3;;;;;;;
MATÕES;401;8;;;;;;;
MATÕES DO NORTE;209;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;139;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;614;15;;;;;;;
MONTES ALTOS;408;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;197;4;;;;;;;
NOVA COLINAS;98;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;502;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;629;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;373;4;;;;;;;
PARNARAMA;522;0;;;;;;;
PASSAGEM FRANCA;456;0;;;;;;;
PASTOS BONS;431;2;;;;;;;
PAULINO NEVES;154;2;;;;;;;
PAULO RAMOS;829;12;;;;;;;
PEDREIRAS;1545;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;220;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;338;3;;;;;;;
PINDARÉ-MIRIM;583;11;;;;;;;
PINHEIRO;1937;34;;;;;;;
PIO XII;835;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;997;3;;;;;;;
PORTO FRANCO;816;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1364;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;235;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;139;13;;;;;;;
RIACHÃO;520;6;;;;;;;
RIBAMAR FIQUENE;155;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;273;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;44;0;;;;;;;
SANTA HELENA;1346;6;;;;;;;
SANTA INÊS;4309;71;;;;;;;
SANTA LUZIA;2510;16;;;;;;;
SANTA LUZIA DO PARUÁ;451;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;269;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;698;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;956;7;;;;;;;
SÃO BENTO;460;6;;;;;;;
SÃO BERNARDO;844;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;152;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1421;9;;;;;;;
SÃO FÉLIX DE BALSAS;171;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;332;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;95;0;;;;;;;
SÃO JOÃO BATISTA;129;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;116;2;;;;;;;
SÃO JOÃO DO SÓTER;567;2;;;;;;;
SÃO JOÃO DOS PATOS;1165;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1255;112;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;223;0;;;;;;;
SÃO LUÍS;19442;1219;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;599;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1126;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;415;1;;;;;;;
SÃO PEDRO DOS CRENTES;119;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1567;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;243;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;358;1;;;;;;;
SENADOR LA ROCQUE;207;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;871;5;;;;;;;
SUCUPIRA DO NORTE;122;0;;;;;;;
SUCUPIRA DO RIACHÃO;102;0;;;;;;;
TASSO FRAGOSO;231;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;3939;109;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;102;5;;;;;;;
TUNTUM;1335;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1014;23;;;;;;;
URBANO SANTOS;1536;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;294;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1513;26;;;;;;;
ZÉ DOCA;3411;36;;;;;;;
Na revisão de dados no sistema, em razão de duplicidade, foram excluídos onze casos do município de Timbiras.  Em razão de mudança de domicílio de paciente, um caso de Buriticupu foi transferido para Açailândia. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
