;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
LIMA CAMPOS;684;6;;;;;;;
LORETO;327;3;;;;;;;
LUÍS DOMINGUES;163;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;150;3;;;;;;;
MARANHÃOZINHO;420;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;384;8;;;;;;;
MATÕES DO NORTE;209;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;139;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;589;15;;;;;;;
MONTES ALTOS;389;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;93;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;496;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;601;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;492;0;;;;;;;
PASSAGEM FRANCA;391;0;;;;;;;
PASTOS BONS;416;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;824;11;;;;;;;
PEDREIRAS;1535;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;220;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;583;11;;;;;;;
PINHEIRO;1925;34;;;;;;;
PIO XII;806;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;934;3;;;;;;;
PORTO FRANCO;792;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1337;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;139;13;;;;;;;
RIACHÃO;514;6;;;;;;;
RIBAMAR FIQUENE;152;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;264;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1337;6;;;;;;;
SANTA INÊS;4273;71;;;;;;;
SANTA LUZIA;2488;16;;;;;;;
SANTA LUZIA DO PARUÁ;436;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;266;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;689;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;941;7;;;;;;;
SÃO BENTO;459;6;;;;;;;
SÃO BERNARDO;842;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;149;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1397;9;;;;;;;
SÃO FÉLIX DE BALSAS;165;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;328;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;89;0;;;;;;;
SÃO JOÃO BATISTA;121;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;111;2;;;;;;;
SÃO JOÃO DO SÓTER;556;2;;;;;;;
SÃO JOÃO DOS PATOS;1115;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1232;112;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;196;0;;;;;;;
SÃO LUÍS;19239;1213;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;583;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1119;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;409;1;;;;;;;
SÃO PEDRO DOS CRENTES;109;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1552;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;234;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;354;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;779;4;;;;;;;
SUCUPIRA DO NORTE;113;0;;;;;;;
SUCUPIRA DO RIACHÃO;99;0;;;;;;;
TASSO FRAGOSO;203;0;;;;;;;
TIMBIRAS;361;3;;;;;;;
TIMON;3753;107;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;86;5;;;;;;;
TUNTUM;1302;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;311;5;;;;;;;
TUTÓIA;1008;23;;;;;;;
URBANO SANTOS;1517;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;285;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1503;26;;;;;;;
ZÉ DOCA;3366;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
