;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BELA VISTA DO MARANHÃO;117;2;;;;;;Leitos livres;62
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;59,21%
BENEDITO LEITE;53;0;;LABORATÓRIO PÚBLICO;1798;;;;
BEQUIMÃO;200;10;;LABORATÓRIO PRIVADO;173;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;249289;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;251260;;;Total de leitos;618
BOM JARDIM;677;17;;;;;;Leitos ocupados;167
BOM JESUS DAS SELVAS;1206;7;;;;;;Leitos livres;451
BOM LUGAR;170;0;;ÓBITOS DE COVID-19;;;;% de ocupação;27,02%
BREJO;573;18;;;;;;;
BREJO DE AREIA;123;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;322;1;;0 a 9 anos;17;;;Total de leitos UTI;225
BURITI BRAVO;124;0;;10 a 19 anos;14;;;Leitos ocupados UTI;85
BURITICUPU;1766;4;;20 a 29 anos;29;;;Leitos livres;140
BURITIRANA;234;6;;30 a 39 anos;94;;;% de ocupação UTI;37,78%
CACHOEIRA GRANDE;150;3;;40 a 49 anos;171;;;;
CAJAPIÓ;5;2;;50 a 59 anos;320;;;IMPERATRIZ;
CAJARI;121;1;;60 a 69 anos;693;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;227;1;;Mais de 70 anos;1605;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2943;;;Leitos ocupados;50
CANTANHEDE;378;3;;;;;;Leitos livres;31
CAPINZAL DO NORTE;302;1;;;;;;% de ocupação;61,73%
CAROLINA;220;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;16;;HOMEM;1820;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2657;59;;MULHER;1123;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;33
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;21
CENTRO DO GUILHERME;55;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;61,11%
CENTRO NOVO DO MARANHÃO;424;5;;COM COMORBIDADES ;2508;85%;;;
CHAPADINHA;2493;39;;SEM COMORBIDADES ;435;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;251;0;;;;;;;
CODÓ;1788;17;;;;;;;
COELHO NETO;1372;31;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1038;23;;NEUROLÓGICO;178;;;;
CONCEIÇÃO DO LAGO-AÇU;146;3;;ONCOLÓGICO;112;;;RAÇA/COR;
COROATÁ;653;9;;PNEUMOPATIA;36;;;AMARELA;18.284
CURURUPU;383;7;;CARDIOPATIA;346;;;BRANCA;10.856
DAVINÓPOLIS;218;7;;DOENÇA RENAL CRÔNICA;174;;;INDIGENA;523
DOM PEDRO;69;1;;DIABETES MELITUS;1141;;;PARDA;40.409
DUQUE BACELAR;292;6;;HIPERTENSÃO ARTERIAL;1648;;;PRETA;3.993
ESPERANTINÓPOLIS;608;11;;SEM COMORBIDADES;435;;;SEM INFORMAÇÃO;40.520
ESTREITO;928;7;;OBESIDADE;125;;;TOTAL;114.585
FEIRA NOVA DO MARANHÃO;106;1;;OUTROS;401;;;;
FERNANDO FALCÃO;544;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;311;1;;;;;;PARDA;1.386
FORTALEZA DOS NOGUEIRAS;215;0;;;;;;BRANCA;334
FORTUNA;204;0;;;;;;PRETA;186
GODOFREDO VIANA;75;3;;;;;;AMARELA;198
GONÇALVES DIAS;202;1;;;;;;INDÍGENA;12
GOVERNADOR ARCHER;249;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;175;4;;;;;;TOTAL;2.943
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;73;0;;;;;;;
GOVERNADOR NEWTON BELLO;403;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1714;21;;;;;;;
GUIMARÃES;169;4;;;;;;;
HUMBERTO DE CAMPOS;368;4;;;;;;;
ICATU;168;6;;;;;;;
IGARAPÉ DO MEIO;191;7;;;;;;;
IGARAPÉ GRANDE;821;6;;;;;;;
IMPERATRIZ;4570;226;;;;;;;
ITAIPAVA DO GRAJAÚ;182;0;;;;;;;
ITAPECURU-MIRIM;596;8;;;;;;;
ITINGA DO MARANHÃO;461;11;;;;;;;
JATOBÁ;33;2;;;;;;;
JENIPAPO DOS VIEIRAS;218;4;;;;;;;
JOÃO LISBOA;208;9;;;;;;;
JOSELÂNDIA;319;0;;;;;;;
JUNCO DO MARANHÃO;114;0;;;;;;;
LAGO DA PEDRA;1031;41;;;;;;;
LAGO DO JUNCO;164;1;;;;;;;
LAGO DOS RODRIGUES;266;5;;;;;;;
LAGO VERDE;429;3;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;56;0;;;;;;;
LIMA CAMPOS;509;5;;;;;;;
LORETO;83;2;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;207;4;;;;;;;
MARACAÇUMÉ;440;2;;;;;;;
MARAJÁ DO SENA;132;2;;;;;;;
MARANHÃOZINHO;343;3;;;;;;;
MATA ROMA;328;6;;;;;;;
MATINHA;229;2;;;;;;;
MATÕES;234;2;;;;;;;
MATÕES DO NORTE;180;1;;;;;;;
MILAGRES DO MARANHÃO;142;1;;;;;;;
MIRADOR;249;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;278;15;;;;;;;
MONTES ALTOS;159;2;;;;;;;
MORROS;131;6;;;;;;;
NINA RODRIGUES;163;4;;;;;;;
NOVA COLINAS;20;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;263;3;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;493;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;197;2;;;;;;;
PARNARAMA;179;0;;;;;;;
PASSAGEM FRANCA;101;0;;;;;;;
PASTOS BONS;99;1;;;;;;;
PAULINO NEVES;134;1;;;;;;;
PAULO RAMOS;631;6;;;;;;;
PEDREIRAS;1327;34;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;206;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;560;9;;;;;;;
PINHEIRO;1483;27;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;242;3;;;;;;;
POÇÃO DE PEDRAS;449;2;;;;;;;
PORTO FRANCO;428;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;1037;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;179;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;39;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;129;2;;;;;;;
RIBAMAR FIQUENE;129;7;;;;;;;
ROSÁRIO;360;10;;;;;;;
SAMBAÍBA;15;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;27;0;;;;;;;
SANTA HELENA;1168;6;;;;;;;
SANTA INÊS;3907;69;;;;;;;
SANTA LUZIA;2008;15;;;;;;;
SANTA LUZIA DO PARUÁ;274;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;447;14;;;;;;;
SANTA RITA;214;11;;;;;;;
SANTANA DO MARANHÃO;128;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;486;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;694;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;766;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;63;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;793;5;;;;;;;
SÃO FÉLIX DE BALSAS;40;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;227;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;312;5;;;;;;;
SÃO JOÃO DO PARAÍSO;60;1;;;;;;;
SÃO JOÃO DO SÓTER;267;2;;;;;;;
SÃO JOÃO DOS PATOS;500;6;;;;;;;
SÃO JOSÉ DE RIBAMAR;1017;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;101;0;;;;;;;
SÃO LUÍS;15758;1128;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;429;7;;;;;;;
SÃO MATEUS DO MARANHÃO;916;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;290;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;502;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;233;1;;;;;;;
SENADOR LA ROCQUE;171;8;;;;;;;
SERRANO DO MARANHÃO;142;1;;;;;;;
SÍTIO NOVO;261;3;;;;;;;
SUCUPIRA DO NORTE;18;0;;;;;;;
SUCUPIRA DO RIACHÃO;33;0;;;;;;;
TASSO FRAGOSO;47;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2103;64;;;;;;;
TRIZIDELA DO VALE;583;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;882;6;;;;;;;
TURIAÇU;204;3;;;;;;;
TURILÂNDIA;294;4;;;;;;;
TUTÓIA;850;21;;;;;;;
URBANO SANTOS;884;12;;;;;;;
VARGEM GRANDE;601;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;136;0;;;;;;;
VITÓRIA DO MEARIM;589;5;;;;;;;
VITORINO FREIRE;1242;19;;;;;;;
ZÉ DOCA;2799;35;;;;;;;
Na revisão de dados, em razão de mudança de endereço do paciente, um caso de São Luís foi remanejado para Peri Mirim.  ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
