;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BARREIRINHAS;589;23;;;;;;Leitos ocupados UTI;58
BELA VISTA DO MARANHÃO;125;3;;;;;;Leitos livres;94
BELÁGUA;201;1;;TESTES REALIZADOS;;;;% de ocupação UTI;38,16%
BENEDITO LEITE;95;0;;LABORATÓRIO PÚBLICO;2905;;;;
BEQUIMÃO;206;10;;LABORATÓRIO PRIVADO;79;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;307.057;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;310041;;;Total de leitos;578
BOM JARDIM;805;22;;;;;;Leitos ocupados;90
BOM JESUS DAS SELVAS;1467;10;;;;;;Leitos livres;488
BOM LUGAR;204;0;;ÓBITOS DE COVID-19;;;;% de ocupação;15,57%
BREJO;636;18;;;;;;;
BREJO DE AREIA;189;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;490;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;247;0;;10 a 19 anos;15;;;Leitos ocupados UTI;60
BURITICUPU;2093;4;;20 a 29 anos;32;;;Leitos livres;155
BURITIRANA;235;6;;30 a 39 anos;107;;;% de ocupação UTI;27,91%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;188;;;;
CAJAPIÓ;5;2;;50 a 59 anos;351;;;IMPERATRIZ;
CAJARI;121;4;;60 a 69 anos;764;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;329;4;;Mais de 70 anos;1826;;;Total de leitos;81
CÂNDIDO MENDES;38;4;;TOTAL;3302;;;Leitos ocupados;49
CANTANHEDE;381;3;;;;;;Leitos livres;32
CAPINZAL DO NORTE;339;1;;;;;;% de ocupação;60,49%
CAROLINA;297;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;314;17;;HOMEM;2034;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3678;70;;MULHER;1268;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;43
CENTRAL DO MARANHÃO;20;1;;;;;;Leitos livres;11
CENTRO DO GUILHERME;330;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;79,63%
CENTRO NOVO DO MARANHÃO;592;7;;COM COMORBIDADES ;2794;85%;;;
CHAPADINHA;2663;44;;SEM COMORBIDADES ;508;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;278;1;;;;;;;
CODÓ;1791;19;;;;;;;
COELHO NETO;1490;35;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1392;26;;NEUROLÓGICO;188;;;;
CONCEIÇÃO DO LAGO-AÇU;151;5;;ONCOLÓGICO;124;;;RAÇA/COR;
COROATÁ;915;10;;PNEUMOPATIA;48;;;AMARELA;26.127
CURURUPU;489;7;;CARDIOPATIA;404;;;BRANCA;14.700
DAVINÓPOLIS;239;7;;DOENÇA RENAL CRÔNICA;190;;;INDIGENA;953
DOM PEDRO;284;2;;DIABETES MELITUS;1263;;;PARDA;52.279
DUQUE BACELAR;331;7;;HIPERTENSÃO ARTERIAL;1823;;;PRETA;5.204
ESPERANTINÓPOLIS;616;13;;SEM COMORBIDADES;508;;;SEM INFORMAÇÃO;41.308
ESTREITO;1448;7;;OBESIDADE;139;;;TOTAL;140.571
FEIRA NOVA DO MARANHÃO;343;2;;OUTROS;445;;;;
FERNANDO FALCÃO;723;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;558;1;;;;;;PARDA;1619
FORTALEZA DOS NOGUEIRAS;461;1;;;;;;BRANCA;397
FORTUNA;391;1;;;;;;PRETA;223
GODOFREDO VIANA;83;3;;;;;;AMARELA;209
GONÇALVES DIAS;309;4;;;;;;INDÍGENA;27
GOVERNADOR ARCHER;260;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;234;5;;;;;;TOTAL;3.302
GOVERNADOR EUGÊNIO BARROS;188;0;;;;;;;
GOVERNADOR LUIZ ROCHA;100;0;;;;;;;
GOVERNADOR NEWTON BELLO;444;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2220;31;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;540;5;;;;;;;
ICATU;183;6;;;;;;;
IGARAPÉ DO MEIO;241;9;;;;;;;
IGARAPÉ GRANDE;940;8;;;;;;;
IMPERATRIZ;5031;240;;;;;;;
ITAIPAVA DO GRAJAÚ;391;2;;;;;;;
ITAPECURU-MIRIM;679;10;;;;;;;
ITINGA DO MARANHÃO;523;11;;;;;;;
JATOBÁ;55;4;;;;;;;
JENIPAPO DOS VIEIRAS;513;8;;;;;;;
JOÃO LISBOA;226;9;;;;;;;
JOSELÂNDIA;387;0;;;;;;;
JUNCO DO MARANHÃO;164;0;;;;;;;
LAGO DA PEDRA;1156;43;;;;;;;
LAGO DO JUNCO;180;1;;;;;;;
LAGO DOS RODRIGUES;317;7;;;;;;;
LAGO VERDE;480;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;107;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;607;6;;;;;;;
LORETO;203;2;;;;;;;
LUÍS DOMINGUES;66;1;;;;;;;
MAGALHÃES DE ALMEIDA;388;4;;;;;;;
MARACAÇUMÉ;478;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;413;3;;;;;;;
MATA ROMA;344;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;308;4;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;154;1;;;;;;;
MIRADOR;538;3;;;;;;;
MIRANDA DO NORTE;137;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;354;15;;;;;;;
MONTES ALTOS;303;3;;;;;;;
MORROS;138;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;72;0;;;;;;;
NOVA IORQUE;25;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;455;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;537;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;351;3;;;;;;;
PARNARAMA;384;0;;;;;;;
PASSAGEM FRANCA;165;0;;;;;;;
PASTOS BONS;243;2;;;;;;;
PAULINO NEVES;151;2;;;;;;;
PAULO RAMOS;758;10;;;;;;;
PEDREIRAS;1480;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;329;3;;;;;;;
PINDARÉ-MIRIM;571;11;;;;;;;
PINHEIRO;1727;32;;;;;;;
PIO XII;798;6;;;;;;;
PIRAPEMAS;246;3;;;;;;;
POÇÃO DE PEDRAS;721;2;;;;;;;
PORTO FRANCO;673;8;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1249;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;219;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;51;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;126;13;;;;;;;
RIACHÃO;256;6;;;;;;;
RIBAMAR FIQUENE;135;8;;;;;;;
ROSÁRIO;375;11;;;;;;;
SAMBAÍBA;133;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1241;6;;;;;;;
SANTA INÊS;4094;71;;;;;;;
SANTA LUZIA;2376;16;;;;;;;
SANTA LUZIA DO PARUÁ;392;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;438;14;;;;;;;
SANTA RITA;253;12;;;;;;;
SANTANA DO MARANHÃO;156;3;;;;;;;
SANTO AMARO DO MARANHÃO;72;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;610;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;855;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;826;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;124;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1200;8;;;;;;;
SÃO FÉLIX DE BALSAS;112;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;261;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;112;5;;;;;;;
SÃO JOÃO DO CARÚ;353;5;;;;;;;
SÃO JOÃO DO PARAÍSO;81;2;;;;;;;
SÃO JOÃO DO SÓTER;409;2;;;;;;;
SÃO JOÃO DOS PATOS;874;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1131;110;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;149;0;;;;;;;
SÃO LUÍS;17789;1190;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;491;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1069;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;333;1;;;;;;;
SÃO PEDRO DOS CRENTES;101;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1218;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;162;2;;;;;;;
SÃO VICENTE FERRER;186;1;;;;;;;
SATUBINHA;127;1;;;;;;;
SENADOR ALEXANDRE COSTA;318;1;;;;;;;
SENADOR LA ROCQUE;176;8;;;;;;;
SERRANO DO MARANHÃO;142;2;;;;;;;
SÍTIO NOVO;395;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;75;0;;;;;;;
TASSO FRAGOSO;139;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3064;99;;;;;;;
TRIZIDELA DO VALE;603;7;;;;;;;
TUFILÂNDIA;59;5;;;;;;;
TUNTUM;1148;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;304;4;;;;;;;
TUTÓIA;961;22;;;;;;;
URBANO SANTOS;1345;14;;;;;;;
VARGEM GRANDE;722;10;;;;;;;
VIANA;274;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;230;0;;;;;;;
VITÓRIA DO MEARIM;628;6;;;;;;;
VITORINO FREIRE;1433;25;;;;;;;
ZÉ DOCA;3072;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
