;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CAJARI;121;2;;60 a 69 anos;704;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;249;1;;Mais de 70 anos;1653;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;3013;;;Leitos ocupados;50
CANTANHEDE;378;3;;;;;;Leitos livres;31
CAPINZAL DO NORTE;315;1;;;;;;% de ocupação;61,73%
CAROLINA;229;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;257;16;;HOMEM;1863;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2879;67;;MULHER;1150;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;34
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;20
CENTRO DO GUILHERME;89;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;62,96%
CENTRO NOVO DO MARANHÃO;488;5;;COM COMORBIDADES ;2562;85%;;;
CHAPADINHA;2534;40;;SEM COMORBIDADES ;451;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;253;0;;;;;;;
CODÓ;1790;19;;;;;;;
COELHO NETO;1405;32;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1103;23;;NEUROLÓGICO;180;;;;
CONCEIÇÃO DO LAGO-AÇU;146;3;;ONCOLÓGICO;114;;;RAÇA/COR;
COROATÁ;742;9;;PNEUMOPATIA;36;;;AMARELA;20.119
CURURUPU;434;7;;CARDIOPATIA;355;;;BRANCA;11.797
DAVINÓPOLIS;220;7;;DOENÇA RENAL CRÔNICA;176;;;INDIGENA;645
DOM PEDRO;129;2;;DIABETES MELITUS;1161;;;PARDA;43.116
DUQUE BACELAR;306;7;;HIPERTENSÃO ARTERIAL;1681;;;PRETA;4.270
ESPERANTINÓPOLIS;613;12;;SEM COMORBIDADES;451;;;SEM INFORMAÇÃO;40.714
ESTREITO;1006;7;;OBESIDADE;129;;;TOTAL;120.661
FEIRA NOVA DO MARANHÃO;164;1;;OUTROS;409;;;;
FERNANDO FALCÃO;564;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;378;1;;;;;;PARDA;1.438
FORTALEZA DOS NOGUEIRAS;287;0;;;;;;BRANCA;346
FORTUNA;271;0;;;;;;PRETA;190
GODOFREDO VIANA;78;3;;;;;;AMARELA;200
GONÇALVES DIAS;240;2;;;;;;INDÍGENA;12
GOVERNADOR ARCHER;249;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;223;4;;;;;;TOTAL;3.013
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;75;0;;;;;;;
GOVERNADOR NEWTON BELLO;405;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1818;24;;;;;;;
GUIMARÃES;180;4;;;;;;;
HUMBERTO DE CAMPOS;387;5;;;;;;;
ICATU;175;6;;;;;;;
IGARAPÉ DO MEIO;201;7;;;;;;;
IGARAPÉ GRANDE;854;7;;;;;;;
IMPERATRIZ;4640;226;;;;;;;
ITAIPAVA DO GRAJAÚ;221;1;;;;;;;
ITAPECURU-MIRIM;633;9;;;;;;;
ITINGA DO MARANHÃO;483;11;;;;;;;
JATOBÁ;33;2;;;;;;;
JENIPAPO DOS VIEIRAS;220;4;;;;;;;
JOÃO LISBOA;215;9;;;;;;;
JOSELÂNDIA;335;0;;;;;;;
JUNCO DO MARANHÃO;119;0;;;;;;;
LAGO DA PEDRA;1055;41;;;;;;;
LAGO DO JUNCO;166;1;;;;;;;
LAGO DOS RODRIGUES;268;5;;;;;;;
LAGO VERDE;440;3;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;71;0;;;;;;;
LIMA CAMPOS;513;5;;;;;;;
LORETO;109;2;;;;;;;
LUÍS DOMINGUES;61;1;;;;;;;
MAGALHÃES DE ALMEIDA;312;4;;;;;;;
MARACAÇUMÉ;448;3;;;;;;;
MARAJÁ DO SENA;132;2;;;;;;;
MARANHÃOZINHO;356;3;;;;;;;
MATA ROMA;343;9;;;;;;;
MATINHA;234;3;;;;;;;
MATÕES;245;2;;;;;;;
MATÕES DO NORTE;186;1;;;;;;;
MILAGRES DO MARANHÃO;144;1;;;;;;;
MIRADOR;295;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;285;15;;;;;;;
MONTES ALTOS;181;2;;;;;;;
MORROS;133;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;26;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;387;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;498;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;241;2;;;;;;;
PARNARAMA;242;0;;;;;;;
PASSAGEM FRANCA;105;0;;;;;;;
PASTOS BONS;118;1;;;;;;;
PAULINO NEVES;141;1;;;;;;;
PAULO RAMOS;674;7;;;;;;;
PEDREIRAS;1373;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;211;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;10;;;;;;;
PINHEIRO;1610;27;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;244;3;;;;;;;
POÇÃO DE PEDRAS;581;2;;;;;;;
PORTO FRANCO;489;7;;;;;;;
PORTO RICO DO MARANHÃO;92;1;;;;;;;
PRESIDENTE DUTRA;1068;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;186;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;161;2;;;;;;;
RIBAMAR FIQUENE;130;8;;;;;;;
ROSÁRIO;363;10;;;;;;;
SAMBAÍBA;29;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;33;0;;;;;;;
SANTA HELENA;1188;6;;;;;;;
SANTA INÊS;3973;69;;;;;;;
SANTA LUZIA;2105;15;;;;;;;
SANTA LUZIA DO PARUÁ;294;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;430;14;;;;;;;
SANTA RITA;229;11;;;;;;;
SANTANA DO MARANHÃO;137;1;;;;;;;
SANTO AMARO DO MARANHÃO;57;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;505;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;736;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;776;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;69;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;907;5;;;;;;;
SÃO FÉLIX DE BALSAS;65;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;230;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;319;5;;;;;;;
SÃO JOÃO DO PARAÍSO;68;1;;;;;;;
SÃO JOÃO DO SÓTER;289;2;;;;;;;
SÃO JOÃO DOS PATOS;639;7;;;;;;;
SÃO JOSÉ DE RIBAMAR;1030;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;119;0;;;;;;;
SÃO LUÍS;16160;1143;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;956;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;302;1;;;;;;;
SÃO PEDRO DOS CRENTES;96;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;713;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;121;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;243;1;;;;;;;
SENADOR LA ROCQUE;172;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;276;3;;;;;;;
SUCUPIRA DO NORTE;19;0;;;;;;;
SUCUPIRA DO RIACHÃO;40;0;;;;;;;
TASSO FRAGOSO;63;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2178;67;;;;;;;
TRIZIDELA DO VALE;598;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;956;6;;;;;;;
TURIAÇU;220;3;;;;;;;
TURILÂNDIA;300;4;;;;;;;
TUTÓIA;874;21;;;;;;;
URBANO SANTOS;1089;14;;;;;;;
VARGEM GRANDE;643;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;152;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1297;21;;;;;;;
ZÉ DOCA;2841;36;;;;;;;
Na revisão de dados, em razão de mudança de endereço do paciente, um caso de São Benedito do Rio Preto foi remanejado para Chapadinha.  ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
