;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BALSAS;3307;18;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;15;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;2802;23;;3133;3049;57;;Total de leitos UTI;152
BARREIRINHAS;499;23;;;;;;Leitos ocupados UTI;63
BELA VISTA DO MARANHÃO;121;3;;;;;;Leitos livres;89
BELÁGUA;198;1;;TESTES REALIZADOS;;;;% de ocupação UTI;41,45%
BENEDITO LEITE;84;0;;LABORATÓRIO PÚBLICO;3439;;;;
BEQUIMÃO;206;10;;LABORATÓRIO PRIVADO;151;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;286.834;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;290424;;;Total de leitos;578
BOM JARDIM;787;22;;;;;;Leitos ocupados;99
BOM JESUS DAS SELVAS;1424;9;;;;;;Leitos livres;479
BOM LUGAR;185;0;;ÓBITOS DE COVID-19;;;;% de ocupação;17,13%
BREJO;614;18;;;;;;;
BREJO DE AREIA;164;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;427;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;166;0;;10 a 19 anos;14;;;Leitos ocupados UTI;63
BURITICUPU;2039;4;;20 a 29 anos;31;;;Leitos livres;152
BURITIRANA;235;6;;30 a 39 anos;104;;;% de ocupação UTI;29,30%
CACHOEIRA GRANDE;170;3;;40 a 49 anos;183;;;;
CAJAPIÓ;5;2;;50 a 59 anos;344;;;IMPERATRIZ;
CAJARI;121;4;;60 a 69 anos;740;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;292;2;;Mais de 70 anos;1769;;;Total de leitos;81
CÂNDIDO MENDES;26;4;;TOTAL;3204;;;Leitos ocupados;42
CANTANHEDE;381;3;;;;;;Leitos livres;39
CAPINZAL DO NORTE;325;1;;;;;;% de ocupação;51,85%
CAROLINA;258;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;292;17;;HOMEM;1977;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3342;70;;MULHER;1227;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;18;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;327;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;557;7;;COM COMORBIDADES ;2716;85%;;;
CHAPADINHA;2599;43;;SEM COMORBIDADES ;488;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;267;1;;;;;;;
CODÓ;1791;19;;;;;;;
COELHO NETO;1470;35;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1262;25;;NEUROLÓGICO;185;;;;
CONCEIÇÃO DO LAGO-AÇU;151;5;;ONCOLÓGICO;121;;;RAÇA/COR;
COROATÁ;829;10;;PNEUMOPATIA;42;;;AMARELA;23.583
CURURUPU;487;7;;CARDIOPATIA;390;;;BRANCA;13.433
DAVINÓPOLIS;228;7;;DOENÇA RENAL CRÔNICA;186;;;INDIGENA;834
DOM PEDRO;201;2;;DIABETES MELITUS;1231;;;PARDA;48.033
DUQUE BACELAR;317;7;;HIPERTENSÃO ARTERIAL;1780;;;PRETA;4.796
ESPERANTINÓPOLIS;616;13;;SEM COMORBIDADES;488;;;SEM INFORMAÇÃO;41.381
ESTREITO;1178;7;;OBESIDADE;135;;;TOTAL;132.060
FEIRA NOVA DO MARANHÃO;287;2;;OUTROS;431;;;;
FERNANDO FALCÃO;677;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;467;1;;;;;;PARDA;1556
FORTALEZA DOS NOGUEIRAS;352;0;;;;;;BRANCA;381
FORTUNA;344;1;;;;;;PRETA;209
GODOFREDO VIANA;82;3;;;;;;AMARELA;205
GONÇALVES DIAS;297;3;;;;;;INDÍGENA;26
GOVERNADOR ARCHER;260;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;225;4;;;;;;TOTAL;3.204
GOVERNADOR EUGÊNIO BARROS;176;0;;;;;;;
GOVERNADOR LUIZ ROCHA;95;0;;;;;;;
GOVERNADOR NEWTON BELLO;435;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2034;31;;;;;;;
GUIMARÃES;186;4;;;;;;;
HUMBERTO DE CAMPOS;406;5;;;;;;;
ICATU;182;6;;;;;;;
IGARAPÉ DO MEIO;218;8;;;;;;;
IGARAPÉ GRANDE;870;8;;;;;;;
IMPERATRIZ;4870;233;;;;;;;
ITAIPAVA DO GRAJAÚ;310;2;;;;;;;
ITAPECURU-MIRIM;649;10;;;;;;;
ITINGA DO MARANHÃO;506;11;;;;;;;
JATOBÁ;42;3;;;;;;;
JENIPAPO DOS VIEIRAS;406;8;;;;;;;
JOÃO LISBOA;226;9;;;;;;;
JOSELÂNDIA;357;0;;;;;;;
JUNCO DO MARANHÃO;130;0;;;;;;;
LAGO DA PEDRA;1119;43;;;;;;;
LAGO DO JUNCO;175;1;;;;;;;
LAGO DOS RODRIGUES;283;7;;;;;;;
LAGO VERDE;463;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;99;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;580;5;;;;;;;
LORETO;159;2;;;;;;;
LUÍS DOMINGUES;65;1;;;;;;;
MAGALHÃES DE ALMEIDA;366;4;;;;;;;
MARACAÇUMÉ;470;3;;;;;;;
MARAJÁ DO SENA;143;2;;;;;;;
MARANHÃOZINHO;397;3;;;;;;;
MATA ROMA;344;10;;;;;;;
MATINHA;256;3;;;;;;;
MATÕES;260;4;;;;;;;
MATÕES DO NORTE;187;1;;;;;;;
MILAGRES DO MARANHÃO;153;1;;;;;;;
MIRADOR;436;3;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;125;6;;;;;;;
MONÇÃO;317;15;;;;;;;
MONTES ALTOS;257;2;;;;;;;
MORROS;135;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;48;0;;;;;;;
NOVA IORQUE;20;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;443;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;514;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;285;2;;;;;;;
PARNARAMA;306;0;;;;;;;
PASSAGEM FRANCA;121;0;;;;;;;
PASTOS BONS;177;2;;;;;;;
PAULINO NEVES;151;2;;;;;;;
PAULO RAMOS;727;9;;;;;;;
PEDREIRAS;1448;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;562;10;;;;;;;
PINHEIRO;1705;30;;;;;;;
PIO XII;781;6;;;;;;;
PIRAPEMAS;246;3;;;;;;;
POÇÃO DE PEDRAS;652;2;;;;;;;
PORTO FRANCO;594;8;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1170;6;;;;;;;
PRESIDENTE JUSCELINO;28;0;;;;;;;
PRESIDENTE MÉDICI;215;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;50;1;;;;;;;
PRIMEIRA CRUZ;42;2;;;;;;;
RAPOSA;114;13;;;;;;;
RIACHÃO;215;5;;;;;;;
RIBAMAR FIQUENE;133;8;;;;;;;
ROSÁRIO;372;11;;;;;;;
SAMBAÍBA;100;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1229;6;;;;;;;
SANTA INÊS;4055;71;;;;;;;
SANTA LUZIA;2286;16;;;;;;;
SANTA LUZIA DO PARUÁ;363;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;436;14;;;;;;;
SANTA RITA;246;11;;;;;;;
SANTANA DO MARANHÃO;151;3;;;;;;;
SANTO AMARO DO MARANHÃO;70;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;571;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;781;7;;;;;;;
SÃO BENTO;456;4;;;;;;;
SÃO BERNARDO;821;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;100;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1104;7;;;;;;;
SÃO FÉLIX DE BALSAS;93;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;257;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;111;5;;;;;;;
SÃO JOÃO DO CARÚ;342;5;;;;;;;
SÃO JOÃO DO PARAÍSO;77;2;;;;;;;
SÃO JOÃO DO SÓTER;364;2;;;;;;;
SÃO JOÃO DOS PATOS;788;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1062;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;126;0;;;;;;;
SÃO LUÍS;17277;1164;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;466;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1034;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;318;1;;;;;;;
SÃO PEDRO DOS CRENTES;99;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;977;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;141;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;126;1;;;;;;;
SENADOR ALEXANDRE COSTA;296;1;;;;;;;
SENADOR LA ROCQUE;175;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;327;3;;;;;;;
SUCUPIRA DO NORTE;51;0;;;;;;;
SUCUPIRA DO RIACHÃO;63;0;;;;;;;
TASSO FRAGOSO;95;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2894;99;;;;;;;
TRIZIDELA DO VALE;602;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1072;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;915;22;;;;;;;
URBANO SANTOS;1179;14;;;;;;;
VARGEM GRANDE;687;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;175;0;;;;;;;
VITÓRIA DO MEARIM;608;6;;;;;;;
VITORINO FREIRE;1392;24;;;;;;;
ZÉ DOCA;2999;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
