;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
IGARAPÉ DO MEIO;158;6;;;;;;;
IGARAPÉ GRANDE;587;5;;;;;;;
IMPERATRIZ;4323;213;;;;;;;
ITAIPAVA DO GRAJAÚ;100;0;;;;;;;
ITAPECURU-MIRIM;472;6;;;;;;;
ITINGA DO MARANHÃO;417;10;;;;;;;
JATOBÁ;29;0;;;;;;;
JENIPAPO DOS VIEIRAS;137;2;;;;;;;
JOÃO LISBOA;203;7;;;;;;;
JOSELÂNDIA;277;0;;;;;;;
JUNCO DO MARANHÃO;101;0;;;;;;;
LAGO DA PEDRA;897;40;;;;;;;
LAGO DO JUNCO;95;1;;;;;;;
LAGO DOS RODRIGUES;162;2;;;;;;;
LAGO VERDE;325;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;88;1;;;;;;;
LAJEADO NOVO;35;0;;;;;;;
LIMA CAMPOS;432;4;;;;;;;
LORETO;18;0;;;;;;;
LUÍS DOMINGUES;44;1;;;;;;;
MAGALHÃES DE ALMEIDA;98;4;;;;;;;
MARACAÇUMÉ;407;1;;;;;;;
MARAJÁ DO SENA;116;2;;;;;;;
MARANHÃOZINHO;293;3;;;;;;;
MATA ROMA;322;5;;;;;;;
MATINHA;203;1;;;;;;;
MATÕES;124;1;;;;;;;
MATÕES DO NORTE;149;1;;;;;;;
MILAGRES DO MARANHÃO;109;1;;;;;;;
MIRADOR;137;0;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;91;6;;;;;;;
MONÇÃO;244;13;;;;;;;
MONTES ALTOS;146;2;;;;;;;
MORROS;123;5;;;;;;;
NINA RODRIGUES;110;3;;;;;;;
NOVA COLINAS;5;0;;;;;;;
NOVA IORQUE;9;0;;;;;;;
NOVA OLINDA DO MARANHÃO;239;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;4;;;;;;;
PAÇO DO LUMIAR;470;71;;;;;;;
PALMEIRÂNDIA;32;2;;;;;;;
PARAIBANO;133;1;;;;;;;
PARNARAMA;90;1;;;;;;;
PASSAGEM FRANCA;75;0;;;;;;;
PASTOS BONS;41;1;;;;;;;
PAULINO NEVES;107;1;;;;;;;
PAULO RAMOS;485;4;;;;;;;
PEDREIRAS;1182;21;;;;;;;
PEDRO DO ROSÁRIO;85;1;;;;;;;
PENALVA;192;5;;;;;;;
PERI-MIRIM;153;1;;;;;;;
PERITORÓ;319;2;;;;;;;
PINDARÉ-MIRIM;471;6;;;;;;;
PINHEIRO;1209;25;;;;;;;
PIO XII;628;4;;;;;;;
PIRAPEMAS;237;1;;;;;;;
POÇÃO DE PEDRAS;316;1;;;;;;;
PORTO FRANCO;264;6;;;;;;;
PORTO RICO DO MARANHÃO;77;1;;;;;;;
PRESIDENTE DUTRA;815;3;;;;;;;
PRESIDENTE JUSCELINO;26;0;;;;;;;
PRESIDENTE MÉDICI;166;0;;;;;;;
PRESIDENTE SARNEY;159;6;;;;;;;
PRESIDENTE VARGAS;37;0;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;110;12;;;;;;;
RIACHÃO;50;0;;;;;;;
RIBAMAR FIQUENE;126;6;;;;;;;
ROSÁRIO;270;8;;;;;;;
SAMBAÍBA;5;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;18;0;;;;;;;
SANTA HELENA;1088;4;;;;;;;
SANTA INÊS;3618;54;;;;;;;
SANTA LUZIA;1611;6;;;;;;;
SANTA LUZIA DO PARUÁ;263;3;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;367;10;;;;;;;
SANTA RITA;203;6;;;;;;;
SANTANA DO MARANHÃO;99;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;440;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;508;5;;;;;;;
SÃO BENTO;453;3;;;;;;;
SÃO BERNARDO;633;9;;;;;;;
SÃO DOMINGOS DO AZEITÃO;39;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;408;2;;;;;;;
SÃO FÉLIX DE BALSAS;10;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;213;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;14;0;;;;;;;
SÃO JOÃO BATISTA;103;4;;;;;;;
SÃO JOÃO DO CARÚ;231;3;;;;;;;
SÃO JOÃO DO PARAÍSO;48;1;;;;;;;
SÃO JOÃO DO SÓTER;150;2;;;;;;;
SÃO JOÃO DOS PATOS;78;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;943;92;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;13951;918;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;138;1;;;;;;;
SÃO MATEUS DO MARANHÃO;780;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;51;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;212;2;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;70;2;;;;;;;
SÃO ROBERTO;62;1;;;;;;;
SÃO VICENTE FERRER;113;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;148;0;;;;;;;
SENADOR LA ROCQUE;154;8;;;;;;;
SERRANO DO MARANHÃO;109;1;;;;;;;
SÍTIO NOVO;223;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;13;0;;;;;;;
TASSO FRAGOSO;29;0;;;;;;;
TIMBIRAS;273;3;;;;;;;
TIMON;1618;41;;;;;;;
TRIZIDELA DO VALE;529;5;;;;;;;
TUFILÂNDIA;34;3;;;;;;;
TUNTUM;608;2;;;;;;;
TURIAÇU;184;2;;;;;;;
TURILÂNDIA;259;3;;;;;;;
TUTÓIA;746;18;;;;;;;
URBANO SANTOS;886;9;;;;;;;
VARGEM GRANDE;514;5;;;;;;;
VIANA;223;9;;;;;;;
VILA NOVA DOS MARTÍRIOS;106;0;;;;;;;
VITÓRIA DO MEARIM;456;2;;;;;;;
VITORINO FREIRE;1010;14;;;;;;;
ZÉ DOCA;2247;24;;;;;;;
;;;;;;;;;
Na revisão de dados, um caso de São Luís foi transferido para Bacabeira, em razão de mudança de domicílio do paciente.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Caso confirmado: Positivo na testagem (RT-PCR, teste rápido ou sorológico);;;;;;;;;
;;;;;;;;;
Caso descartado: Negativo na testagem (RT-PCR, teste rápido ou sorológico);;;;;;;;;
;;;;;;;;;
Caso suspeito: Paciente sintomático aguardando resultado de teste;;;;;;;;;
;;;;;;;;;
Fontes;;;;;;;;;
Gerenciador de Ambiente Laboratorial;;;;;;;;;
eSUS-VE - DATASUS;;;;;;;;;
Notifica COVID-19 Maranhão;;;;;;;;;
;;;;;;;;;
Óbitos: Pacientes com resultados positivos e atestado de óbito para Síndrome Respiratória Aguda Grave - Covid-19;;;;;;;;;
;;;;;;;;;
Fontes;;;;;;;;;
Gerenciador de Ambiente Laboratorial;;;;;;;;;
- Sistema de Informação de Mortalidade (SIM - DATASUS);;;;;;;;;
;;;;;;;;;
Taxa de ocupação de leitos: Número de leitos ocupados (UTI/Enfermaria) dividido pelo número total de leitos disponíveis. A extratificação é dividida em Grande Ilha, Imperatriz e Demais Regiões apenas da rede estadual de saúde.;;;;;;;;;
;;;;;;;;;
Fonte;;;;;;;;;
Central de Informação de Leitos (CIL);;;;;;;;;
