;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
MARAJÁ DO SENA;123;2;;;;;;;
MARANHÃOZINHO;314;3;;;;;;;
MATA ROMA;324;6;;;;;;;
MATINHA;216;1;;;;;;;
MATÕES;189;2;;;;;;;
MATÕES DO NORTE;152;1;;;;;;;
MILAGRES DO MARANHÃO;121;1;;;;;;;
MIRADOR;192;2;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;93;6;;;;;;;
MONÇÃO;272;13;;;;;;;
MONTES ALTOS;154;2;;;;;;;
MORROS;127;5;;;;;;;
NINA RODRIGUES;144;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;485;73;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;191;1;;;;;;;
PARNARAMA;145;1;;;;;;;
PASSAGEM FRANCA;80;0;;;;;;;
PASTOS BONS;61;1;;;;;;;
PAULINO NEVES;121;1;;;;;;;
PAULO RAMOS;536;6;;;;;;;
PEDREIRAS;1290;29;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;199;5;;;;;;;
PERI-MIRIM;158;1;;;;;;;
PERITORÓ;318;2;;;;;;;
PINDARÉ-MIRIM;525;6;;;;;;;
PINHEIRO;1373;25;;;;;;;
PIO XII;758;4;;;;;;;
PIRAPEMAS;241;2;;;;;;;
POÇÃO DE PEDRAS;339;2;;;;;;;
PORTO FRANCO;339;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;937;5;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;83;1;;;;;;;
RIBAMAR FIQUENE;127;6;;;;;;;
ROSÁRIO;352;8;;;;;;;
SAMBAÍBA;7;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;23;0;;;;;;;
SANTA HELENA;1152;6;;;;;;;
SANTA INÊS;3822;60;;;;;;;
SANTA LUZIA;1870;11;;;;;;;
SANTA LUZIA DO PARUÁ;269;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;442;14;;;;;;;
SANTA RITA;211;7;;;;;;;
SANTANA DO MARANHÃO;118;1;;;;;;;
SANTO AMARO DO MARANHÃO;53;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;476;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;641;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;706;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;46;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;527;2;;;;;;;
SÃO FÉLIX DE BALSAS;19;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;218;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;287;4;;;;;;;
SÃO JOÃO DO PARAÍSO;53;1;;;;;;;
SÃO JOÃO DO SÓTER;172;2;;;;;;;
SÃO JOÃO DOS PATOS;198;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;996;98;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14898;1047;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;284;2;;;;;;;
SÃO MATEUS DO MARANHÃO;879;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;277;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;379;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;210;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;114;1;;;;;;;
SÍTIO NOVO;249;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;23;0;;;;;;;
TASSO FRAGOSO;39;0;;;;;;;
TIMBIRAS;270;3;;;;;;;
TIMON;1933;48;;;;;;;
TRIZIDELA DO VALE;551;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;741;4;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;282;4;;;;;;;
TUTÓIA;806;19;;;;;;;
URBANO SANTOS;890;10;;;;;;;
VARGEM GRANDE;584;9;;;;;;;
VIANA;238;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;128;0;;;;;;;
VITÓRIA DO MEARIM;576;3;;;;;;;
VITORINO FREIRE;1166;17;;;;;;;
ZÉ DOCA;2641;29;;;;;;;
;106092;2676;;;;;;;
Na revisão de dados, em razão de duplicidade foram excluídos casos nos municípios Maranhãozinho (2) e São Francisco do Brejão (1). Em razão de domicílio do paciente, um caso de Santa Luzia do Paruá foi remanejado para Pedreiras.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
