;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BEQUIMÃO;206;10;;LABORATÓRIO PRIVADO;333;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;285.371;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;286834;;;Total de leitos;578
BOM JARDIM;787;22;;;;;;Leitos ocupados;98
BOM JESUS DAS SELVAS;1405;9;;;;;;Leitos livres;480
BOM LUGAR;184;0;;ÓBITOS DE COVID-19;;;;% de ocupação;16,96%
BREJO;593;18;;;;;;;
BREJO DE AREIA;164;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;417;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;159;0;;10 a 19 anos;14;;;Leitos ocupados UTI;63
BURITICUPU;1993;4;;20 a 29 anos;31;;;Leitos livres;152
BURITIRANA;235;6;;30 a 39 anos;103;;;% de ocupação UTI;29,30%
CACHOEIRA GRANDE;170;3;;40 a 49 anos;182;;;;
CAJAPIÓ;5;2;;50 a 59 anos;342;;;IMPERATRIZ;
CAJARI;121;4;;60 a 69 anos;736;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;286;1;;Mais de 70 anos;1760;;;Total de leitos;81
CÂNDIDO MENDES;26;4;;TOTAL;3187;;;Leitos ocupados;44
CANTANHEDE;381;3;;;;;;Leitos livres;37
CAPINZAL DO NORTE;325;1;;;;;;% de ocupação;54,32%
CAROLINA;251;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;291;16;;HOMEM;1965;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3296;70;;MULHER;1222;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;34
CENTRAL DO MARANHÃO;18;1;;;;;;Leitos livres;20
CENTRO DO GUILHERME;326;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;62,96%
CENTRO NOVO DO MARANHÃO;547;7;;COM COMORBIDADES;2705;85%;;;
CHAPADINHA;2572;43;;SEM COMORBIDADES;482;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;267;1;;;;;;;
CODÓ;1791;19;;;;;;;
COELHO NETO;1459;35;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1241;25;;NEUROLÓGICO;185;;;;
CONCEIÇÃO DO LAGO-AÇU;148;5;;ONCOLÓGICO;120;;;RAÇA/COR;
COROATÁ;767;10;;PNEUMOPATIA;41;;;AMARELA;23.124
CURURUPU;487;7;;CARDIOPATIA;386;;;BRANCA;13.199
DAVINÓPOLIS;227;7;;DOENÇA RENAL CRÔNICA;185;;;INDIGENA;830
DOM PEDRO;201;2;;DIABETES MELITUS;1223;;;PARDA;47.340
DUQUE BACELAR;315;7;;HIPERTENSÃO ARTERIAL;1770;;;PRETA;4.731
ESPERANTINÓPOLIS;616;13;;SEM COMORBIDADES;485;;;SEM INFORMAÇÃO;41.342
ESTREITO;1168;7;;OBESIDADE;135;;;TOTAL;130.566
FEIRA NOVA DO MARANHÃO;277;2;;OUTROS;428;;;;
FERNANDO FALCÃO;663;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;452;1;;;;;;PARDA;1545
FORTALEZA DOS NOGUEIRAS;308;0;;;;;;BRANCA;378
FORTUNA;338;1;;;;;;PRETA;206
GODOFREDO VIANA;82;3;;;;;;AMARELA;205
GONÇALVES DIAS;283;3;;;;;;INDÍGENA;26
GOVERNADOR ARCHER;260;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;225;4;;;;;;TOTAL;3.187
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;94;0;;;;;;;
GOVERNADOR NEWTON BELLO;435;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2011;30;;;;;;;
GUIMARÃES;186;4;;;;;;;
HUMBERTO DE CAMPOS;396;5;;;;;;;
ICATU;182;6;;;;;;;
IGARAPÉ DO MEIO;218;8;;;;;;;
IGARAPÉ GRANDE;870;8;;;;;;;
IMPERATRIZ;4852;232;;;;;;;
ITAIPAVA DO GRAJAÚ;310;2;;;;;;;
ITAPECURU-MIRIM;647;10;;;;;;;
ITINGA DO MARANHÃO;506;11;;;;;;;
JATOBÁ;42;3;;;;;;;
JENIPAPO DOS VIEIRAS;401;8;;;;;;;
JOÃO LISBOA;225;9;;;;;;;
JOSELÂNDIA;347;0;;;;;;;
JUNCO DO MARANHÃO;130;0;;;;;;;
LAGO DA PEDRA;1107;43;;;;;;;
LAGO DO JUNCO;175;1;;;;;;;
LAGO DOS RODRIGUES;276;7;;;;;;;
LAGO VERDE;462;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;99;3;;;;;;;
LAJEADO NOVO;75;0;;;;;;;
LIMA CAMPOS;565;5;;;;;;;
LORETO;153;2;;;;;;;
LUÍS DOMINGUES;65;1;;;;;;;
MAGALHÃES DE ALMEIDA;356;4;;;;;;;
MARACAÇUMÉ;465;3;;;;;;;
MARAJÁ DO SENA;143;2;;;;;;;
MARANHÃOZINHO;397;3;;;;;;;
MATA ROMA;344;10;;;;;;;
MATINHA;256;3;;;;;;;
MATÕES;260;4;;;;;;;
MATÕES DO NORTE;187;1;;;;;;;
MILAGRES DO MARANHÃO;147;1;;;;;;;
MIRADOR;436;3;;;;;;;
MIRANDA DO NORTE;135;7;;;;;;;
MIRINZAL;125;6;;;;;;;
MONÇÃO;312;15;;;;;;;
MONTES ALTOS;249;2;;;;;;;
MORROS;135;6;;;;;;;
NINA RODRIGUES;180;4;;;;;;;
NOVA COLINAS;42;0;;;;;;;
NOVA IORQUE;20;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;443;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;510;79;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;280;2;;;;;;;
PARNARAMA;283;0;;;;;;;
PASSAGEM FRANCA;121;0;;;;;;;
PASTOS BONS;168;2;;;;;;;
PAULINO NEVES;149;2;;;;;;;
PAULO RAMOS;699;9;;;;;;;
PEDREIRAS;1442;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;217;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;561;10;;;;;;;
PINHEIRO;1704;29;;;;;;;
PIO XII;781;6;;;;;;;
PIRAPEMAS;246;3;;;;;;;
POÇÃO DE PEDRAS;630;2;;;;;;;
PORTO FRANCO;581;8;;;;;;;
PORTO RICO DO MARANHÃO;103;1;;;;;;;
PRESIDENTE DUTRA;1151;6;;;;;;;
PRESIDENTE JUSCELINO;28;0;;;;;;;
PRESIDENTE MÉDICI;212;0;;;;;;;
PRESIDENTE SARNEY;167;7;;;;;;;
PRESIDENTE VARGAS;50;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;114;13;;;;;;;
RIACHÃO;215;2;;;;;;;
RIBAMAR FIQUENE;133;8;;;;;;;
ROSÁRIO;372;11;;;;;;;
SAMBAÍBA;99;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1229;6;;;;;;;
SANTA INÊS;4055;71;;;;;;;
SANTA LUZIA;2268;16;;;;;;;
SANTA LUZIA DO PARUÁ;363;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;436;14;;;;;;;
SANTA RITA;245;11;;;;;;;
SANTANA DO MARANHÃO;149;3;;;;;;;
SANTO AMARO DO MARANHÃO;70;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;562;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;781;7;;;;;;;
SÃO BENTO;455;3;;;;;;;
SÃO BERNARDO;817;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;98;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1086;7;;;;;;;
SÃO FÉLIX DE BALSAS;93;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;251;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;111;5;;;;;;;
SÃO JOÃO DO CARÚ;334;5;;;;;;;
SÃO JOÃO DO PARAÍSO;75;1;;;;;;;
SÃO JOÃO DO SÓTER;345;2;;;;;;;
SÃO JOÃO DOS PATOS;774;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1057;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;125;0;;;;;;;
SÃO LUÍS;17170;1162;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;454;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1031;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;318;1;;;;;;;
SÃO PEDRO DOS CRENTES;98;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;977;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;141;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;126;1;;;;;;;
SENADOR ALEXANDRE COSTA;292;1;;;;;;;
SENADOR LA ROCQUE;174;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;310;3;;;;;;;
SUCUPIRA DO NORTE;46;0;;;;;;;
SUCUPIRA DO RIACHÃO;56;0;;;;;;;
TASSO FRAGOSO;92;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2679;99;;;;;;;
TRIZIDELA DO VALE;600;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1059;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;913;21;;;;;;;
URBANO SANTOS;1105;14;;;;;;;
VARGEM GRANDE;670;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;172;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1380;22;;;;;;;
ZÉ DOCA;2980;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, em razão de mudança de domicílio de paciente, um caso de Igarapé Grande foi remanejado para Poção de Pedras.   ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
