;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
SANTA FILOMENA DO MARANHÃO;33;0;;;;;;;
SANTA HELENA;1188;6;;;;;;;
SANTA INÊS;3928;69;;;;;;;
SANTA LUZIA;2067;15;;;;;;;
SANTA LUZIA DO PARUÁ;280;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;430;14;;;;;;;
SANTA RITA;218;11;;;;;;;
SANTANA DO MARANHÃO;130;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;491;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;701;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;773;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;65;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;862;5;;;;;;;
SÃO FÉLIX DE BALSAS;64;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;228;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;318;5;;;;;;;
SÃO JOÃO DO PARAÍSO;61;1;;;;;;;
SÃO JOÃO DO SÓTER;269;2;;;;;;;
SÃO JOÃO DOS PATOS;570;6;;;;;;;
SÃO JOSÉ DE RIBAMAR;1022;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;113;0;;;;;;;
SÃO LUÍS;15953;1135;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;935;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;299;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;607;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;241;1;;;;;;;
SENADOR LA ROCQUE;172;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;269;3;;;;;;;
SUCUPIRA DO NORTE;18;0;;;;;;;
SUCUPIRA DO RIACHÃO;34;0;;;;;;;
TASSO FRAGOSO;56;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2175;66;;;;;;;
TRIZIDELA DO VALE;583;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;906;6;;;;;;;
TURIAÇU;213;3;;;;;;;
TURILÂNDIA;297;4;;;;;;;
TUTÓIA;856;21;;;;;;;
URBANO SANTOS;986;13;;;;;;;
VARGEM GRANDE;612;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;146;0;;;;;;;
VITÓRIA DO MEARIM;604;6;;;;;;;
VITORINO FREIRE;1277;21;;;;;;;
ZÉ DOCA;2833;35;;;;;;;
Na revisão de dados, em razão de mudança de endereço do paciente, um caso de São Luís foi remanejado para Bacuri.  ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
