;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BARRA DO CORDA;2142;18;;2724;2636;51;;Total de leitos UTI;164
BARREIRINHAS;388;18;;;;;;Leitos ocupados UTI;115
BELA VISTA DO MARANHÃO;112;2;;;;;;Leitos livres;49
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;70,12%
BENEDITO LEITE;28;0;;LABORATÓRIO PÚBLICO;3859;;;;
BEQUIMÃO;181;10;;LABORATÓRIO PRIVADO;325;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;218057;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;222241;;;Total de leitos;618
BOM JARDIM;602;15;;;;;;Leitos ocupados;149
BOM JESUS DAS SELVAS;962;4;;;;;;Leitos livres;469
BOM LUGAR;154;0;;ÓBITOS DE COVID-19;;;;% de ocupação;24,11%
BREJO;529;15;;;;;;;
BREJO DE AREIA;106;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;284;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;83;0;;10 a 19 anos;13;;;Leitos ocupados UTI;95
BURITICUPU;1556;4;;20 a 29 anos;25;;;Leitos livres;124
BURITIRANA;209;6;;30 a 39 anos;87;;;% de ocupação UTI;43,38%
CACHOEIRA GRANDE;128;3;;40 a 49 anos;152;;;;
CAJAPIÓ;5;2;;50 a 59 anos;276;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;628;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;200;1;;Mais de 70 anos;1412;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2608;;;Leitos ocupados;49
CANTANHEDE;380;2;;;;;;Leitos livres;32
CAPINZAL DO NORTE;280;0;;;;;;% de ocupação;60,49%
CAROLINA;182;0;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1622;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2276;47;;MULHER;986;38%;;Total de leitos UTI;54
CEDRAL;104;0;;;;;;Leitos ocupados UTI;37
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;17
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;68,52%
CENTRO NOVO DO MARANHÃO;353;5;;COM COMORBIDADES ;2270;87%;;;
CHAPADINHA;2368;30;;SEM COMORBIDADES ;338;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;239;0;;;;;;;
CODÓ;1791;15;;;;;;;
COELHO NETO;1279;29;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;805;18;;NEUROLÓGICO;156;;;;
CONCEIÇÃO DO LAGO-AÇU;140;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;624;7;;PNEUMOPATIA;24;;;AMARELA;15.348
CURURUPU;297;7;;CARDIOPATIA;293;;;BRANCA;9.187
DAVINÓPOLIS;201;7;;DOENÇA RENAL CRÔNICA;151;;;INDIGENA;399
DOM PEDRO;49;1;;DIABETES MELITUS;1001;;;PARDA;35.502
DUQUE BACELAR;272;4;;HIPERTENSÃO ARTERIAL;1454;;;PRETA;3.497
ESPERANTINÓPOLIS;562;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.193
ESTREITO;763;7;;OBESIDADE;109;;;TOTAL;104.126
FEIRA NOVA DO MARANHÃO;55;1;;OUTROS;351;;;;
FERNANDO FALCÃO;509;0;;;;;;;
FORMOSA DA SERRA NEGRA;153;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;131;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;174;0;;;;;;AMARELA;193
GODOFREDO VIANA;66;3;;;;;;BRANCA;255
GONÇALVES DIAS;172;1;;;;;;INDIGENA;10
GOVERNADOR ARCHER;209;0;;;;;;PARDA;1.170
GOVERNADOR EDISON LOBÃO;174;4;;;;;;PRETA;157
GOVERNADOR EUGÊNIO BARROS;154;0;;;;;;SEM INFORMAÇÃO;823
GOVERNADOR LUIZ ROCHA;46;0;;;;;;TOTAL;2.608
GOVERNADOR NEWTON BELLO;374;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;2;;;;;;;
GRAÇA ARANHA;114;2;;;;;;;
GRAJAÚ;1410;19;;;;;;;
GUIMARÃES;154;4;;;;;;;
HUMBERTO DE CAMPOS;315;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;173;7;;;;;;;
IGARAPÉ GRANDE;765;5;;;;;;;
IMPERATRIZ;4507;215;;;;;;;
ITAIPAVA DO GRAJAÚ;161;0;;;;;;;
ITAPECURU-MIRIM;531;7;;;;;;;
ITINGA DO MARANHÃO;437;11;;;;;;;
JATOBÁ;30;0;;;;;;;
JENIPAPO DOS VIEIRAS;162;3;;;;;;;
JOÃO LISBOA;207;8;;;;;;;
JOSELÂNDIA;300;0;;;;;;;
JUNCO DO MARANHÃO;108;0;;;;;;;
LAGO DA PEDRA;989;40;;;;;;;
LAGO DO JUNCO;140;1;;;;;;;
LAGO DOS RODRIGUES;220;4;;;;;;;
LAGO VERDE;381;2;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;39;0;;;;;;;
LIMA CAMPOS;465;4;;;;;;;
LORETO;47;0;;;;;;;
LUÍS DOMINGUES;50;1;;;;;;;
MAGALHÃES DE ALMEIDA;123;4;;;;;;;
MARACAÇUMÉ;424;1;;;;;;;
MARAJÁ DO SENA;121;2;;;;;;;
MARANHÃOZINHO;316;3;;;;;;;
MATA ROMA;324;6;;;;;;;
MATINHA;216;1;;;;;;;
MATÕES;175;2;;;;;;;
MATÕES DO NORTE;152;1;;;;;;;
MILAGRES DO MARANHÃO;116;1;;;;;;;
MIRADOR;186;2;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;93;6;;;;;;;
MONÇÃO;257;13;;;;;;;
MONTES ALTOS;153;2;;;;;;;
MORROS;125;5;;;;;;;
NINA RODRIGUES;131;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;484;73;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;178;1;;;;;;;
PARNARAMA;122;1;;;;;;;
PASSAGEM FRANCA;76;0;;;;;;;
PASTOS BONS;61;1;;;;;;;
PAULINO NEVES;121;1;;;;;;;
PAULO RAMOS;512;5;;;;;;;
PEDREIRAS;1260;27;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;199;5;;;;;;;
PERI-MIRIM;158;1;;;;;;;
PERITORÓ;318;2;;;;;;;
PINDARÉ-MIRIM;503;6;;;;;;;
PINHEIRO;1372;25;;;;;;;
PIO XII;750;4;;;;;;;
PIRAPEMAS;240;2;;;;;;;
POÇÃO DE PEDRAS;339;2;;;;;;;
PORTO FRANCO;318;6;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;936;4;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;71;1;;;;;;;
RIBAMAR FIQUENE;126;6;;;;;;;
ROSÁRIO;339;8;;;;;;;
SAMBAÍBA;5;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;23;0;;;;;;;
SANTA HELENA;1151;6;;;;;;;
SANTA INÊS;3821;58;;;;;;;
SANTA LUZIA;1845;11;;;;;;;
SANTA LUZIA DO PARUÁ;270;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;441;13;;;;;;;
SANTA RITA;211;7;;;;;;;
SANTANA DO MARANHÃO;115;1;;;;;;;
SANTO AMARO DO MARANHÃO;51;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;458;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;615;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;706;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;46;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;508;2;;;;;;;
SÃO FÉLIX DE BALSAS;19;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;219;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;33;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;276;4;;;;;;;
SÃO JOÃO DO PARAÍSO;53;1;;;;;;;
SÃO JOÃO DO SÓTER;166;2;;;;;;;
SÃO JOÃO DOS PATOS;170;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;994;98;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14734;1026;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;278;1;;;;;;;
SÃO MATEUS DO MARANHÃO;873;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;375;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;76;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;198;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;114;1;;;;;;;
SÍTIO NOVO;248;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;18;0;;;;;;;
TASSO FRAGOSO;39;0;;;;;;;
TIMBIRAS;270;3;;;;;;;
TIMON;1831;44;;;;;;;
TRIZIDELA DO VALE;549;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;740;3;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;275;3;;;;;;;
TUTÓIA;805;18;;;;;;;
URBANO SANTOS;890;10;;;;;;;
VARGEM GRANDE;583;8;;;;;;;
VIANA;238;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;124;0;;;;;;;
VITÓRIA DO MEARIM;575;3;;;;;;;
VITORINO FREIRE;1129;17;;;;;;;
ZÉ DOCA;2590;27;;;;;;;
TOTAL;104126;2608;;;;;;;
Na revisão de dados, razão de duplicidade do sistema foram excluídos casos nos seguintes municípios:  Pastos Bons (1) e Mata Roma (3).;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
