;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
LORETO;299;2;;;;;;;
LUÍS DOMINGUES;133;1;;;;;;;
MAGALHÃES DE ALMEIDA;398;4;;;;;;;
MARACAÇUMÉ;492;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;366;7;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;161;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;489;15;;;;;;;
MONTES ALTOS;339;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;82;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;477;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;563;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;459;0;;;;;;;
PASSAGEM FRANCA;233;0;;;;;;;
PASTOS BONS;342;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;812;11;;;;;;;
PEDREIRAS;1512;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;218;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1840;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;248;3;;;;;;;
POÇÃO DE PEDRAS;887;2;;;;;;;
PORTO FRANCO;748;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1326;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;399;6;;;;;;;
RIBAMAR FIQUENE;148;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;245;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1303;6;;;;;;;
SANTA INÊS;4229;71;;;;;;;
SANTA LUZIA;2472;16;;;;;;;
SANTA LUZIA DO PARUÁ;418;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;443;15;;;;;;;
SANTA RITA;260;13;;;;;;;
SANTANA DO MARANHÃO;161;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;658;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;897;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;835;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;144;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1319;8;;;;;;;
SÃO FÉLIX DE BALSAS;131;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;297;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;118;5;;;;;;;
SÃO JOÃO DO CARÚ;365;5;;;;;;;
SÃO JOÃO DO PARAÍSO;101;2;;;;;;;
SÃO JOÃO DO SÓTER;500;2;;;;;;;
SÃO JOÃO DOS PATOS;1000;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1191;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;162;0;;;;;;;
SÃO LUÍS;18614;1204;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;558;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1096;25;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;375;1;;;;;;;
SÃO PEDRO DOS CRENTES;106;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1425;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;214;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;343;1;;;;;;;
SENADOR LA ROCQUE;194;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;564;3;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;90;0;;;;;;;
TASSO FRAGOSO;182;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3613;103;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1251;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;308;4;;;;;;;
TUTÓIA;990;23;;;;;;;
URBANO SANTOS;1467;14;;;;;;;
VARGEM GRANDE;730;10;;;;;;;
VIANA;276;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;274;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1472;26;;;;;;;
ZÉ DOCA;3273;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados no sistema, em razão de duplicidade, foram excluídos um caso de Buriticupu e um caso de Axixá.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
