;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BARÃO DE GRAJAÚ;16;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;3351;25;;3310;3228;62;;Total de leitos UTI;152
BARREIRINHAS;787;23;;;;;;Leitos ocupados UTI;58
BELA VISTA DO MARANHÃO;126;3;;;;;;Leitos livres;94
BELÁGUA;241;1;;TESTES REALIZADOS;;;;% de ocupação UTI;38,16%
BENEDITO LEITE;142;0;;LABORATÓRIO PÚBLICO;1796;;;;
BEQUIMÃO;208;11;;LABORATÓRIO PRIVADO;480;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;334.243;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;336519;;;Total de leitos;552
BOM JARDIM;829;22;;;;;;Leitos ocupados;95
BOM JESUS DAS SELVAS;1521;10;;;;;;Leitos livres;457
BOM LUGAR;214;1;;ÓBITOS DE COVID-19;;;;% de ocupação;17,21%
BREJO;649;18;;;;;;;
BREJO DE AREIA;197;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;561;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;311;1;;10 a 19 anos;15;;;Leitos ocupados UTI;62
BURITICUPU;2171;4;;20 a 29 anos;34;;;Leitos livres;153
BURITIRANA;236;6;;30 a 39 anos;110;;;% de ocupação UTI;28,84%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;200;;;;
CAJAPIÓ;5;2;;50 a 59 anos;368;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;791;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;389;4;;Mais de 70 anos;1920;;;Total de leitos;81
CÂNDIDO MENDES;56;4;;TOTAL;3457;;;Leitos ocupados;69
CANTANHEDE;381;3;;;;;;Leitos livres;12
CAPINZAL DO NORTE;359;1;;;;;;% de ocupação;85,19%
CAROLINA;335;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;350;17;;HOMEM;2128;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3859;75;;MULHER;1329;38%;;Total de leitos UTI;54
CEDRAL;121;0;;;;;;Leitos ocupados UTI;42
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;12
CENTRO DO GUILHERME;341;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;77,78%
CENTRO NOVO DO MARANHÃO;611;7;;COM COMORBIDADES ;2924;85%;;;
CHAPADINHA;2666;45;;SEM COMORBIDADES ;533;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;291;1;;;;;;;
CODÓ;1801;35;;;;;;;
COELHO NETO;1543;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1566;27;;NEUROLÓGICO;197;;;;
CONCEIÇÃO DO LAGO-AÇU;153;6;;ONCOLÓGICO;128;;;RAÇA/COR;
COROATÁ;1280;10;;PNEUMOPATIA;52;;;AMARELA;29.438
CURURUPU;509;7;;CARDIOPATIA;427;;;BRANCA;16.503
DAVINÓPOLIS;248;7;;DOENÇA RENAL CRÔNICA;203;;;INDIGENA;1.061
DOM PEDRO;319;2;;DIABETES MELITUS;1326;;;PARDA;58.216
DUQUE BACELAR;353;8;;HIPERTENSÃO ARTERIAL;1898;;;PRETA;5.789
ESPERANTINÓPOLIS;621;13;;SEM COMORBIDADES;533;;;SEM INFORMAÇÃO;41.674
ESTREITO;2003;7;;OBESIDADE;145;;;TOTAL;152.681
FEIRA NOVA DO MARANHÃO;474;2;;OUTROS;468;;;;
FERNANDO FALCÃO;734;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;635;1;;;;;;PARDA;1730
FORTALEZA DOS NOGUEIRAS;554;2;;;;;;BRANCA;425
FORTUNA;498;1;;;;;;PRETA;235
GODOFREDO VIANA;85;3;;;;;;AMARELA;210
GONÇALVES DIAS;346;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;288;5;;;;;;TOTAL;3.457
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;106;0;;;;;;;
GOVERNADOR NEWTON BELLO;447;4;;;;;;;
GOVERNADOR NUNES FREIRE;620;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2397;33;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;573;5;;;;;;;
ICATU;211;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;942;8;;;;;;;
IMPERATRIZ;5385;290;;;;;;;
ITAIPAVA DO GRAJAÚ;450;3;;;;;;;
ITAPECURU-MIRIM;725;11;;;;;;;
ITINGA DO MARANHÃO;553;11;;;;;;;
JATOBÁ;70;4;;;;;;;
JENIPAPO DOS VIEIRAS;649;9;;;;;;;
JOÃO LISBOA;235;10;;;;;;;
JOSELÂNDIA;418;0;;;;;;;
JUNCO DO MARANHÃO;186;0;;;;;;;
LAGO DA PEDRA;1185;43;;;;;;;
LAGO DO JUNCO;221;1;;;;;;;
LAGO DOS RODRIGUES;342;7;;;;;;;
LAGO VERDE;494;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;110;0;;;;;;;
LIMA CAMPOS;654;6;;;;;;;
LORETO;312;2;;;;;;;
LUÍS DOMINGUES;134;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;497;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;370;7;;;;;;;
MATÕES DO NORTE;203;1;;;;;;;
MILAGRES DO MARANHÃO;165;1;;;;;;;
MIRADOR;592;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;128;6;;;;;;;
MONÇÃO;503;15;;;;;;;
MONTES ALTOS;346;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;87;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;487;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;565;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;469;0;;;;;;;
PASSAGEM FRANCA;239;0;;;;;;;
PASTOS BONS;356;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;812;11;;;;;;;
PEDREIRAS;1517;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;218;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1862;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;248;3;;;;;;;
POÇÃO DE PEDRAS;903;3;;;;;;;
PORTO FRANCO;759;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1329;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;419;6;;;;;;;
RIBAMAR FIQUENE;150;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;247;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1306;6;;;;;;;
SANTA INÊS;4234;71;;;;;;;
SANTA LUZIA;2476;16;;;;;;;
SANTA LUZIA DO PARUÁ;424;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;443;15;;;;;;;
SANTA RITA;263;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;669;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;913;7;;;;;;;
SÃO BENTO;458;6;;;;;;;
SÃO BERNARDO;835;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;147;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1341;8;;;;;;;
SÃO FÉLIX DE BALSAS;134;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;306;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;118;5;;;;;;;
SÃO JOÃO DO CARÚ;392;5;;;;;;;
SÃO JOÃO DO PARAÍSO;104;2;;;;;;;
SÃO JOÃO DO SÓTER;525;2;;;;;;;
SÃO JOÃO DOS PATOS;1031;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1204;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;162;0;;;;;;;
SÃO LUÍS;18897;1206;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;561;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1108;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;375;1;;;;;;;
SÃO PEDRO DOS CRENTES;106;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1425;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;224;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;343;1;;;;;;;
SENADOR LA ROCQUE;194;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;616;4;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;91;0;;;;;;;
TASSO FRAGOSO;194;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3651;105;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1260;6;;;;;;;
TURIAÇU;234;3;;;;;;;
TURILÂNDIA;309;5;;;;;;;
TUTÓIA;993;23;;;;;;;
URBANO SANTOS;1500;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;280;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;280;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1480;26;;;;;;;
ZÉ DOCA;3284;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
