;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;81,10%
BENEDITO LEITE;28;0;;LABORATÓRIO PÚBLICO;3763;;;;
BEQUIMÃO;181;10;;LABORATÓRIO PRIVADO;129;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;211264;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;215156;;;Total de leitos;618
BOM JARDIM;597;14;;;;;;Leitos ocupados;163
BOM JESUS DAS SELVAS;903;4;;;;;;Leitos livres;455
BOM LUGAR;148;0;;ÓBITOS DE COVID-19;;;;% de ocupação;26,38%
BREJO;496;14;;;;;;;
BREJO DE AREIA;106;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;278;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;77;0;;10 a 19 anos;13;;;Leitos ocupados UTI;95
BURITICUPU;1519;4;;20 a 29 anos;25;;;Leitos livres;124
BURITIRANA;209;6;;30 a 39 anos;85;;;% de ocupação UTI;43,38%
CACHOEIRA GRANDE;120;3;;40 a 49 anos;148;;;;
CAJAPIÓ;5;2;;50 a 59 anos;268;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;609;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;196;1;;Mais de 70 anos;1373;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2536;;;Leitos ocupados;46
CANTANHEDE;380;2;;;;;;Leitos livres;35
CAPINZAL DO NORTE;266;0;;;;;;% de ocupação;56,79%
CAROLINA;162;0;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;255;15;;HOMEM;1573;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2196;39;;MULHER;963;38%;;Total de leitos UTI;54
CEDRAL;101;0;;;;;;Leitos ocupados UTI;45
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;9
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;83,33%
CENTRO NOVO DO MARANHÃO;342;5;;COM COMORBIDADES;2214;87%;;;
CHAPADINHA;2353;29;;SEM COMORBIDADES;322;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;235;0;;;;;;;
CODÓ;1789;15;;;;;;;
COELHO NETO;1241;28;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;740;15;;NEUROLÓGICO;150;;;;
CONCEIÇÃO DO LAGO-AÇU;140;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;611;7;;PNEUMOPATIA;24;;;AMARELA;14.574
CURURUPU;297;7;;CARDIOPATIA;290;;;BRANCA;8.761
DAVINÓPOLIS;201;7;;DOENÇA RENAL CRÔNICA;145;;;INDIGENA;373
DOM PEDRO;49;1;;DIABETES MELITUS;973;;;PARDA;34.326
DUQUE BACELAR;266;3;;HIPERTENSÃO ARTERIAL;1410;;;PRETA;3.356
ESPERANTINÓPOLIS;543;11;;SEM COMORBIDADES;362;;;SEM INFORMAÇÃO;40.077
ESTREITO;735;7;;OBESIDADE;108;;;TOTAL;101.467
FEIRA NOVA DO MARANHÃO;42;1;;OUTROS;340;;;;
FERNANDO FALCÃO;493;0;;;;;;;
FORMOSA DA SERRA NEGRA;139;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;118;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;166;0;;;;;;AMARELA;193
GODOFREDO VIANA;66;3;;;;;;BRANCA;245
GONÇALVES DIAS;171;1;;;;;;INDIGENA;8
GOVERNADOR ARCHER;204;0;;;;;;PARDA;1.121
GOVERNADOR EDISON LOBÃO;174;4;;;;;;PRETA;153
GOVERNADOR EUGÊNIO BARROS;148;0;;;;;;SEM INFORMAÇÃO;816
GOVERNADOR LUIZ ROCHA;41;0;;;;;;TOTAL;2.536
GOVERNADOR NEWTON BELLO;360;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;1;;;;;;;
GRAÇA ARANHA;114;2;;;;;;;
GRAJAÚ;1361;19;;;;;;;
GUIMARÃES;154;4;;;;;;;
HUMBERTO DE CAMPOS;278;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;170;7;;;;;;;
IGARAPÉ GRANDE;717;5;;;;;;;
IMPERATRIZ;4482;215;;;;;;;
ITAIPAVA DO GRAJAÚ;152;0;;;;;;;
ITAPECURU-MIRIM;514;7;;;;;;;
ITINGA DO MARANHÃO;434;11;;;;;;;
JATOBÁ;29;0;;;;;;;
JENIPAPO DOS VIEIRAS;137;2;;;;;;;
JOÃO LISBOA;207;8;;;;;;;
JOSELÂNDIA;295;0;;;;;;;
JUNCO DO MARANHÃO;103;0;;;;;;;
LAGO DA PEDRA;967;40;;;;;;;
LAGO DO JUNCO;122;1;;;;;;;
LAGO DOS RODRIGUES;204;3;;;;;;;
LAGO VERDE;361;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;39;0;;;;;;;
LIMA CAMPOS;465;4;;;;;;;
LORETO;45;0;;;;;;;
LUÍS DOMINGUES;50;1;;;;;;;
MAGALHÃES DE ALMEIDA;109;4;;;;;;;
MARACAÇUMÉ;416;1;;;;;;;
MARAJÁ DO SENA;121;2;;;;;;;
MARANHÃOZINHO;312;3;;;;;;;
MATA ROMA;327;6;;;;;;;
MATINHA;203;1;;;;;;;
MATÕES;160;1;;;;;;;
MATÕES DO NORTE;152;1;;;;;;;
MILAGRES DO MARANHÃO;112;1;;;;;;;
MIRADOR;172;2;;;;;;;
MIRANDA DO NORTE;137;5;;;;;;;
MIRINZAL;93;6;;;;;;;
MONÇÃO;255;13;;;;;;;
MONTES ALTOS;152;2;;;;;;;
MORROS;124;5;;;;;;;
NINA RODRIGUES;132;3;;;;;;;
NOVA COLINAS;9;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;367;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;5;;;;;;;
PAÇO DO LUMIAR;480;71;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;172;1;;;;;;;
PARNARAMA;108;1;;;;;;;
PASSAGEM FRANCA;76;0;;;;;;;
PASTOS BONS;59;1;;;;;;;
PAULINO NEVES;117;1;;;;;;;
PAULO RAMOS;499;5;;;;;;;
PEDREIRAS;1250;24;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;198;5;;;;;;;
PERI-MIRIM;155;1;;;;;;;
PERITORÓ;319;2;;;;;;;
PINDARÉ-MIRIM;487;6;;;;;;;
PINHEIRO;1341;25;;;;;;;
PIO XII;730;4;;;;;;;
PIRAPEMAS;238;2;;;;;;;
POÇÃO DE PEDRAS;337;1;;;;;;;
PORTO FRANCO;298;6;;;;;;;
PORTO RICO DO MARANHÃO;81;1;;;;;;;
PRESIDENTE DUTRA;886;4;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;169;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;66;1;;;;;;;
RIBAMAR FIQUENE;125;6;;;;;;;
ROSÁRIO;315;8;;;;;;;
SAMBAÍBA;4;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;22;0;;;;;;;
SANTA HELENA;1136;6;;;;;;;
SANTA INÊS;3784;56;;;;;;;
SANTA LUZIA;1781;11;;;;;;;
SANTA LUZIA DO PARUÁ;271;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;437;12;;;;;;;
SANTA RITA;208;6;;;;;;;
SANTANA DO MARANHÃO;106;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;454;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;589;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;686;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;44;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;443;2;;;;;;;
SÃO FÉLIX DE BALSAS;15;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;218;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;26;0;;;;;;;
SÃO JOÃO BATISTA;105;4;;;;;;;
SÃO JOÃO DO CARÚ;270;3;;;;;;;
SÃO JOÃO DO PARAÍSO;50;1;;;;;;;
SÃO JOÃO DO SÓTER;165;2;;;;;;;
SÃO JOÃO DOS PATOS;88;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;975;96;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14512;996;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;214;1;;;;;;;
SÃO MATEUS DO MARANHÃO;845;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;76;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;347;2;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;65;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;187;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;109;1;;;;;;;
SÍTIO NOVO;241;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;17;0;;;;;;;
TASSO FRAGOSO;35;0;;;;;;;
TIMBIRAS;271;3;;;;;;;
TIMON;1822;44;;;;;;;
TRIZIDELA DO VALE;543;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;675;3;;;;;;;
TURIAÇU;185;2;;;;;;;
TURILÂNDIA;270;3;;;;;;;
TUTÓIA;783;18;;;;;;;
URBANO SANTOS;889;10;;;;;;;
VARGEM GRANDE;578;8;;;;;;;
VIANA;230;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;122;0;;;;;;;
VITÓRIA DO MEARIM;562;2;;;;;;;
VITORINO FREIRE;1105;16;;;;;;;
ZÉ DOCA;2502;27;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados, um caso de Timbiras foi excluído em razão de duplicidade do sistema. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
