;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
FERNANDO FALCÃO;560;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;378;1;;;;;;PARDA;1.428
FORTALEZA DOS NOGUEIRAS;287;0;;;;;;BRANCA;343
FORTUNA;236;0;;;;;;PRETA;188
GODOFREDO VIANA;78;3;;;;;;AMARELA;198
GONÇALVES DIAS;240;2;;;;;;INDÍGENA;12
GOVERNADOR ARCHER;249;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;223;4;;;;;;TOTAL;2.996
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;;
GOVERNADOR LUIZ ROCHA;73;0;;;;;;;
GOVERNADOR NEWTON BELLO;403;4;;;;;;;
GOVERNADOR NUNES FREIRE;583;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;1792;21;;;;;;;
GUIMARÃES;180;4;;;;;;;
HUMBERTO DE CAMPOS;377;5;;;;;;;
ICATU;175;6;;;;;;;
IGARAPÉ DO MEIO;197;7;;;;;;;
IGARAPÉ GRANDE;849;7;;;;;;;
IMPERATRIZ;4594;226;;;;;;;
ITAIPAVA DO GRAJAÚ;220;1;;;;;;;
ITAPECURU-MIRIM;633;8;;;;;;;
ITINGA DO MARANHÃO;481;11;;;;;;;
JATOBÁ;33;2;;;;;;;
JENIPAPO DOS VIEIRAS;220;4;;;;;;;
JOÃO LISBOA;215;9;;;;;;;
JOSELÂNDIA;330;0;;;;;;;
JUNCO DO MARANHÃO;117;0;;;;;;;
LAGO DA PEDRA;1050;41;;;;;;;
LAGO DO JUNCO;166;1;;;;;;;
LAGO DOS RODRIGUES;268;5;;;;;;;
LAGO VERDE;440;3;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;64;0;;;;;;;
LIMA CAMPOS;513;5;;;;;;;
LORETO;94;2;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;283;4;;;;;;;
MARACAÇUMÉ;448;3;;;;;;;
MARAJÁ DO SENA;132;2;;;;;;;
MARANHÃOZINHO;356;3;;;;;;;
MATA ROMA;340;9;;;;;;;
MATINHA;234;3;;;;;;;
MATÕES;240;2;;;;;;;
MATÕES DO NORTE;186;1;;;;;;;
MILAGRES DO MARANHÃO;144;1;;;;;;;
MIRADOR;295;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;124;6;;;;;;;
MONÇÃO;285;15;;;;;;;
MONTES ALTOS;172;2;;;;;;;
MORROS;133;6;;;;;;;
NINA RODRIGUES;173;4;;;;;;;
NOVA COLINAS;26;0;;;;;;;
NOVA IORQUE;19;0;;;;;;;
NOVA OLINDA DO MARANHÃO;264;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;497;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;230;2;;;;;;;
PARNARAMA;219;0;;;;;;;
PASSAGEM FRANCA;105;0;;;;;;;
PASTOS BONS;117;1;;;;;;;
PAULINO NEVES;139;1;;;;;;;
PAULO RAMOS;674;7;;;;;;;
PEDREIRAS;1363;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;211;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;559;10;;;;;;;
PINHEIRO;1596;27;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;243;3;;;;;;;
POÇÃO DE PEDRAS;546;2;;;;;;;
PORTO FRANCO;477;7;;;;;;;
PORTO RICO DO MARANHÃO;92;1;;;;;;;
PRESIDENTE DUTRA;1066;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;182;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;40;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;153;2;;;;;;;
RIBAMAR FIQUENE;130;8;;;;;;;
ROSÁRIO;363;10;;;;;;;
SAMBAÍBA;29;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;33;0;;;;;;;
SANTA HELENA;1188;6;;;;;;;
SANTA INÊS;3944;69;;;;;;;
SANTA LUZIA;2086;15;;;;;;;
SANTA LUZIA DO PARUÁ;294;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;430;14;;;;;;;
SANTA RITA;226;11;;;;;;;
SANTANA DO MARANHÃO;136;1;;;;;;;
SANTO AMARO DO MARANHÃO;57;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;500;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;728;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;776;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;67;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;886;5;;;;;;;
SÃO FÉLIX DE BALSAS;65;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;230;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;47;0;;;;;;;
SÃO JOÃO BATISTA;107;5;;;;;;;
SÃO JOÃO DO CARÚ;318;5;;;;;;;
SÃO JOÃO DO PARAÍSO;62;1;;;;;;;
SÃO JOÃO DO SÓTER;287;2;;;;;;;
SÃO JOÃO DOS PATOS;597;6;;;;;;;
SÃO JOSÉ DE RIBAMAR;1027;106;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;119;0;;;;;;;
SÃO LUÍS;16055;1138;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;430;7;;;;;;;
SÃO MATEUS DO MARANHÃO;956;22;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;299;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;646;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;243;1;;;;;;;
SENADOR LA ROCQUE;172;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;270;3;;;;;;;
SUCUPIRA DO NORTE;19;0;;;;;;;
SUCUPIRA DO RIACHÃO;38;0;;;;;;;
TASSO FRAGOSO;58;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2176;67;;;;;;;
TRIZIDELA DO VALE;591;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;935;6;;;;;;;
TURIAÇU;213;3;;;;;;;
TURILÂNDIA;299;4;;;;;;;
TUTÓIA;864;21;;;;;;;
URBANO SANTOS;1029;14;;;;;;;
VARGEM GRANDE;642;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;147;0;;;;;;;
VITÓRIA DO MEARIM;607;6;;;;;;;
VITORINO FREIRE;1288;21;;;;;;;
ZÉ DOCA;2841;35;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
