;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BOM JESUS DAS SELVAS;1587;10;;;;;;Leitos livres;466
BOM LUGAR;257;1;;ÓBITOS DE COVID-19;;;;% de ocupação;13,41%
BREJO;678;18;;;;;;;
BREJO DE AREIA;201;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;597;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;413;1;;10 a 19 anos;15;;;Leitos ocupados UTI;42
BURITICUPU;2229;4;;20 a 29 anos;36;;;Leitos livres;173
BURITIRANA;236;6;;30 a 39 anos;117;;;% de ocupação UTI;19,53%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;209;;;;
CAJAPIÓ;5;2;;50 a 59 anos;388;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;811;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;444;6;;Mais de 70 anos;2006;;;Total de leitos;81
CÂNDIDO MENDES;87;4;;TOTAL;3601;;;Leitos ocupados;59
CANTANHEDE;381;3;;;;;;Leitos livres;22
CAPINZAL DO NORTE;363;1;;;;;;% de ocupação;72,84%
CAROLINA;374;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2216;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4321;84;;MULHER;1385;38%;;Total de leitos UTI;54
CEDRAL;135;0;;;;;;Leitos ocupados UTI;39
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;15
CENTRO DO GUILHERME;344;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;72,22%
CENTRO NOVO DO MARANHÃO;623;7;;COM COMORBIDADES ;3040;84%;;;
CHAPADINHA;2688;45;;SEM COMORBIDADES ;561;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;305;1;;;;;;;
CODÓ;1810;60;;;;;;;
COELHO NETO;1561;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1655;28;;NEUROLÓGICO;201;;;;
CONCEIÇÃO DO LAGO-AÇU;164;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1589;10;;PNEUMOPATIA;57;;;AMARELA;32.499
CURURUPU;520;7;;CARDIOPATIA;444;;;BRANCA;18.083
DAVINÓPOLIS;261;7;;DOENÇA RENAL CRÔNICA;210;;;INDIGENA;1.095
DOM PEDRO;349;2;;DIABETES MELITUS;1382;;;PARDA;63.502
DUQUE BACELAR;401;8;;HIPERTENSÃO ARTERIAL;1966;;;PRETA;6.335
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;561;;;SEM INFORMAÇÃO;42.288
ESTREITO;2673;7;;OBESIDADE;153;;;TOTAL;163.802
FEIRA NOVA DO MARANHÃO;630;2;;OUTROS;480;;;;
FERNANDO FALCÃO;741;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;668;1;;;;;;PARDA;1834
FORTALEZA DOS NOGUEIRAS;592;3;;;;;;BRANCA;454
FORTUNA;595;1;;;;;;PRETA;245
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;370;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;325;5;;;;;;TOTAL;3.601
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;116;0;;;;;;;
GOVERNADOR NEWTON BELLO;473;4;;;;;;;
GOVERNADOR NUNES FREIRE;656;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2553;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;646;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;265;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5746;318;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;763;11;;;;;;;
ITINGA DO MARANHÃO;587;12;;;;;;;
JATOBÁ;80;4;;;;;;;
JENIPAPO DOS VIEIRAS;751;9;;;;;;;
JOÃO LISBOA;265;12;;;;;;;
JOSELÂNDIA;428;0;;;;;;;
JUNCO DO MARANHÃO;192;0;;;;;;;
LAGO DA PEDRA;1226;44;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;394;8;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;3;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;170;0;;;;;;;
LIMA CAMPOS;697;6;;;;;;;
LORETO;358;3;;;;;;;
LUÍS DOMINGUES;181;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;503;3;;;;;;;
MARAJÁ DO SENA;154;3;;;;;;;
MARANHÃOZINHO;424;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;261;3;;;;;;;
MATÕES;408;8;;;;;;;
MATÕES DO NORTE;225;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;684;15;;;;;;;
MONTES ALTOS;413;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;213;4;;;;;;;
NOVA COLINAS;102;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;507;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;634;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;373;4;;;;;;;
PARNARAMA;537;0;;;;;;;
PASSAGEM FRANCA;501;0;;;;;;;
PASTOS BONS;443;2;;;;;;;
PAULINO NEVES;157;2;;;;;;;
PAULO RAMOS;838;13;;;;;;;
PEDREIRAS;1604;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;345;3;;;;;;;
PINDARÉ-MIRIM;589;11;;;;;;;
PINHEIRO;1966;34;;;;;;;
PIO XII;871;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1016;3;;;;;;;
PORTO FRANCO;833;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1378;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;235;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;141;13;;;;;;;
RIACHÃO;576;6;;;;;;;
RIBAMAR FIQUENE;159;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;273;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;45;0;;;;;;;
SANTA HELENA;1365;6;;;;;;;
SANTA INÊS;4330;71;;;;;;;
SANTA LUZIA;2531;16;;;;;;;
SANTA LUZIA DO PARUÁ;457;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;275;13;;;;;;;
SANTANA DO MARANHÃO;166;3;;;;;;;
SANTO AMARO DO MARANHÃO;91;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;704;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;966;8;;;;;;;
SÃO BENTO;469;6;;;;;;;
SÃO BERNARDO;845;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;152;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1444;9;;;;;;;
SÃO FÉLIX DE BALSAS;181;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;339;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;102;0;;;;;;;
SÃO JOÃO BATISTA;129;5;;;;;;;
SÃO JOÃO DO CARÚ;400;5;;;;;;;
SÃO JOÃO DO PARAÍSO;123;2;;;;;;;
SÃO JOÃO DO SÓTER;570;2;;;;;;;
SÃO JOÃO DOS PATOS;1186;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1267;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;246;0;;;;;;;
SÃO LUÍS;19702;1224;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;605;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1144;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;428;1;;;;;;;
SÃO PEDRO DOS CRENTES;170;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1589;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;246;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;358;1;;;;;;;
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;939;5;;;;;;;
SUCUPIRA DO NORTE;124;0;;;;;;;
SUCUPIRA DO RIACHÃO;111;0;;;;;;;
TASSO FRAGOSO;251;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4099;112;;;;;;;
TRIZIDELA DO VALE;609;8;;;;;;;
TUFILÂNDIA;110;5;;;;;;;
TUNTUM;1355;6;;;;;;;
TURIAÇU;237;4;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1015;23;;;;;;;
URBANO SANTOS;1552;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;299;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1525;26;;;;;;;
ZÉ DOCA;3475;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
