;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BALSAS;5228;35;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;16;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;3322;24;;3302;3217;61;;Total de leitos UTI;152
BARREIRINHAS;728;23;;;;;;Leitos ocupados UTI;56
BELA VISTA DO MARANHÃO;126;3;;;;;;Leitos livres;96
BELÁGUA;216;1;;TESTES REALIZADOS;;;;% de ocupação UTI;36,84%
BENEDITO LEITE;129;0;;LABORATÓRIO PÚBLICO;477;;;;
BEQUIMÃO;207;10;;LABORATÓRIO PRIVADO;194;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;332.538;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;333209;;;Total de leitos;578
BOM JARDIM;821;22;;;;;;Leitos ocupados;98
BOM JESUS DAS SELVAS;1510;10;;;;;;Leitos livres;480
BOM LUGAR;206;1;;ÓBITOS DE COVID-19;;;;% de ocupação;16,96%
BREJO;648;18;;;;;;;
BREJO DE AREIA;197;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;555;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;311;1;;10 a 19 anos;15;;;Leitos ocupados UTI;65
BURITICUPU;2171;4;;20 a 29 anos;34;;;Leitos livres;150
BURITIRANA;236;6;;30 a 39 anos;109;;;% de ocupação UTI;30,23%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;199;;;;
CAJAPIÓ;5;2;;50 a 59 anos;366;;;IMPERATRIZ;
CAJARI;125;4;;60 a 69 anos;788;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;381;4;;Mais de 70 anos;1906;;;Total de leitos;81
CÂNDIDO MENDES;53;4;;TOTAL;3436;;;Leitos ocupados;68
CANTANHEDE;381;3;;;;;;Leitos livres;13
CAPINZAL DO NORTE;356;1;;;;;;% de ocupação;83,95%
CAROLINA;334;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;350;17;;HOMEM;2112;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;3847;72;;MULHER;1324;39%;;Total de leitos UTI;54
CEDRAL;121;0;;;;;;Leitos ocupados UTI;42
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;12
CENTRO DO GUILHERME;339;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;77,78%
CENTRO NOVO DO MARANHÃO;609;7;;COM COMORBIDADES ;2909;85%;;;
CHAPADINHA;2666;44;;SEM COMORBIDADES ;527;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;289;1;;;;;;;
CODÓ;1798;29;;;;;;;
COELHO NETO;1543;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1549;27;;NEUROLÓGICO;196;;;;
CONCEIÇÃO DO LAGO-AÇU;152;5;;ONCOLÓGICO;128;;;RAÇA/COR;
COROATÁ;1268;10;;PNEUMOPATIA;52;;;AMARELA;29.052
CURURUPU;507;7;;CARDIOPATIA;423;;;BRANCA;16.311
DAVINÓPOLIS;248;7;;DOENÇA RENAL CRÔNICA;201;;;INDIGENA;1.045
DOM PEDRO;296;2;;DIABETES MELITUS;1318;;;PARDA;57.513
DUQUE BACELAR;348;8;;HIPERTENSÃO ARTERIAL;1891;;;PRETA;5.726
ESPERANTINÓPOLIS;621;13;;SEM COMORBIDADES;527;;;SEM INFORMAÇÃO;41.565
ESTREITO;1942;7;;OBESIDADE;145;;;TOTAL;151.212
FEIRA NOVA DO MARANHÃO;445;2;;OUTROS;467;;;;
FERNANDO FALCÃO;734;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;635;1;;;;;;PARDA;1712
FORTALEZA DOS NOGUEIRAS;547;2;;;;;;BRANCA;425
FORTUNA;482;1;;;;;;PRETA;233
GODOFREDO VIANA;85;3;;;;;;AMARELA;209
GONÇALVES DIAS;346;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;271;5;;;;;;TOTAL;3.436
GOVERNADOR EUGÊNIO BARROS;199;0;;;;;;;
GOVERNADOR LUIZ ROCHA;104;0;;;;;;;
GOVERNADOR NEWTON BELLO;447;4;;;;;;;
GOVERNADOR NUNES FREIRE;620;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2369;33;;;;;;;
GUIMARÃES;214;4;;;;;;;
HUMBERTO DE CAMPOS;573;5;;;;;;;
ICATU;211;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;942;8;;;;;;;
IMPERATRIZ;5313;288;;;;;;;
ITAIPAVA DO GRAJAÚ;448;3;;;;;;;
ITAPECURU-MIRIM;717;11;;;;;;;
ITINGA DO MARANHÃO;551;11;;;;;;;
JATOBÁ;61;4;;;;;;;
JENIPAPO DOS VIEIRAS;633;9;;;;;;;
JOÃO LISBOA;235;10;;;;;;;
JOSELÂNDIA;414;0;;;;;;;
JUNCO DO MARANHÃO;185;0;;;;;;;
LAGO DA PEDRA;1183;43;;;;;;;
LAGO DO JUNCO;215;1;;;;;;;
LAGO DOS RODRIGUES;333;7;;;;;;;
LAGO VERDE;494;4;;;;;;;
LAGOA DO MATO;1;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;3;;;;;;;
LAJEADO NOVO;110;0;;;;;;;
LIMA CAMPOS;653;6;;;;;;;
LORETO;300;2;;;;;;;
LUÍS DOMINGUES;133;1;;;;;;;
MAGALHÃES DE ALMEIDA;398;4;;;;;;;
MARACAÇUMÉ;492;3;;;;;;;
MARAJÁ DO SENA;145;3;;;;;;;
MARANHÃOZINHO;419;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;369;7;;;;;;;
MATÕES DO NORTE;202;1;;;;;;;
MILAGRES DO MARANHÃO;161;1;;;;;;;
MIRADOR;562;3;;;;;;;
MIRANDA DO NORTE;138;9;;;;;;;
MIRINZAL;126;6;;;;;;;
MONÇÃO;491;15;;;;;;;
MONTES ALTOS;340;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;82;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;477;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;564;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;459;0;;;;;;;
PASSAGEM FRANCA;233;0;;;;;;;
PASTOS BONS;343;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;812;11;;;;;;;
PEDREIRAS;1512;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;218;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1840;33;;;;;;;
PIO XII;799;6;;;;;;;
PIRAPEMAS;248;3;;;;;;;
POÇÃO DE PEDRAS;888;2;;;;;;;
PORTO FRANCO;748;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1329;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;168;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;134;13;;;;;;;
RIACHÃO;400;6;;;;;;;
RIBAMAR FIQUENE;148;8;;;;;;;
ROSÁRIO;378;11;;;;;;;
SAMBAÍBA;246;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1305;6;;;;;;;
SANTA INÊS;4229;71;;;;;;;
SANTA LUZIA;2474;16;;;;;;;
SANTA LUZIA DO PARUÁ;418;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;443;15;;;;;;;
SANTA RITA;260;13;;;;;;;
SANTANA DO MARANHÃO;161;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;659;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;897;7;;;;;;;
SÃO BENTO;457;5;;;;;;;
SÃO BERNARDO;835;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;144;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1333;8;;;;;;;
SÃO FÉLIX DE BALSAS;131;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;297;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;67;0;;;;;;;
SÃO JOÃO BATISTA;118;5;;;;;;;
SÃO JOÃO DO CARÚ;381;5;;;;;;;
SÃO JOÃO DO PARAÍSO;101;2;;;;;;;
SÃO JOÃO DO SÓTER;508;2;;;;;;;
SÃO JOÃO DOS PATOS;1001;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1193;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;162;0;;;;;;;
SÃO LUÍS;18707;1204;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;558;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1097;25;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;375;1;;;;;;;
SÃO PEDRO DOS CRENTES;106;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1425;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;217;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;343;1;;;;;;;
SENADOR LA ROCQUE;194;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;564;4;;;;;;;
SUCUPIRA DO NORTE;65;0;;;;;;;
SUCUPIRA DO RIACHÃO;90;0;;;;;;;
TASSO FRAGOSO;182;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3619;105;;;;;;;
TRIZIDELA DO VALE;604;7;;;;;;;
TUFILÂNDIA;78;5;;;;;;;
TUNTUM;1252;6;;;;;;;
TURIAÇU;233;3;;;;;;;
TURILÂNDIA;309;5;;;;;;;
TUTÓIA;990;23;;;;;;;
URBANO SANTOS;1469;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;276;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;274;0;;;;;;;
VITÓRIA DO MEARIM;675;6;;;;;;;
VITORINO FREIRE;1480;26;;;;;;;
ZÉ DOCA;3273;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
