;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
SANTANA DO MARANHÃO;153;3;;;;;;;
SANTO AMARO DO MARANHÃO;70;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;580;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;781;7;;;;;;;
SÃO BENTO;456;4;;;;;;;
SÃO BERNARDO;821;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;102;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1116;7;;;;;;;
SÃO FÉLIX DE BALSAS;93;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;257;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;57;0;;;;;;;
SÃO JOÃO BATISTA;111;5;;;;;;;
SÃO JOÃO DO CARÚ;344;5;;;;;;;
SÃO JOÃO DO PARAÍSO;77;2;;;;;;;
SÃO JOÃO DO SÓTER;364;2;;;;;;;
SÃO JOÃO DOS PATOS;796;8;;;;;;;
SÃO JOSÉ DE RIBAMAR;1072;107;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;129;0;;;;;;;
SÃO LUÍS;17322;1168;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;472;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1039;24;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;318;1;;;;;;;
SÃO PEDRO DOS CRENTES;100;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;982;4;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;141;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;126;1;;;;;;;
SENADOR ALEXANDRE COSTA;301;1;;;;;;;
SENADOR LA ROCQUE;175;8;;;;;;;
SERRANO DO MARANHÃO;141;1;;;;;;;
SÍTIO NOVO;333;3;;;;;;;
SUCUPIRA DO NORTE;57;0;;;;;;;
SUCUPIRA DO RIACHÃO;63;0;;;;;;;
TASSO FRAGOSO;103;0;;;;;;;
TIMBIRAS;331;3;;;;;;;
TIMON;2917;99;;;;;;;
TRIZIDELA DO VALE;603;7;;;;;;;
TUFILÂNDIA;59;4;;;;;;;
TUNTUM;1089;6;;;;;;;
TURIAÇU;225;3;;;;;;;
TURILÂNDIA;301;4;;;;;;;
TUTÓIA;921;22;;;;;;;
URBANO SANTOS;1257;14;;;;;;;
VARGEM GRANDE;703;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;186;0;;;;;;;
VITÓRIA DO MEARIM;619;6;;;;;;;
VITORINO FREIRE;1399;25;;;;;;;
ZÉ DOCA;2999;36;;;;;;;
Na revisão de dados no sistema, em razão de duplicidade, foram excluídos um caso de Coelho Neto e um caso de Maranhãozinho. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
