;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BELA VISTA DO MARANHÃO;127;4;;;;;;Leitos livres;108
BELÁGUA;252;1;;TESTES REALIZADOS;;;;% de ocupação UTI;28,95%
BENEDITO LEITE;181;0;;LABORATÓRIO PÚBLICO;578;;;;
BEQUIMÃO;233;11;;LABORATÓRIO PRIVADO;4;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;60;3;;BOLETIM ANTERIOR;369.844;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;370426;;;Total de leitos;552
BOM JARDIM;910;23;;;;;;Leitos ocupados;67
BOM JESUS DAS SELVAS;1614;10;;;;;;Leitos livres;466
BOM LUGAR;260;2;;ÓBITOS DE COVID-19;;;;% de ocupação;12,14%
BREJO;682;18;;;;;;;
BREJO DE AREIA;204;2;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;613;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;418;1;;10 a 19 anos;15;;;Leitos ocupados UTI;41
BURITICUPU;2314;4;;20 a 29 anos;36;;;Leitos livres;174
BURITIRANA;236;6;;30 a 39 anos;118;;;% de ocupação UTI;19,07%
CACHOEIRA GRANDE;173;4;;40 a 49 anos;213;;;;
CAJAPIÓ;5;2;;50 a 59 anos;394;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;818;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;470;7;;Mais de 70 anos;2040;;;Total de leitos;81
CÂNDIDO MENDES;90;4;;TOTAL;3653;;;Leitos ocupados;46
CANTANHEDE;381;4;;;;;;Leitos livres;35
CAPINZAL DO NORTE;368;1;;;;;;% de ocupação;56,79%
CAROLINA;386;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2243;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4409;89;;MULHER;1410;39%;;Total de leitos UTI;54
CEDRAL;148;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;28;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;347;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;626;7;;COM COMORBIDADES ;3086;84%;;;
CHAPADINHA;2720;45;;SEM COMORBIDADES ;567;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;320;1;;;;;;;
CODÓ;1812;63;;;;;;;
COELHO NETO;1573;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1697;30;;NEUROLÓGICO;205;;;;
CONCEIÇÃO DO LAGO-AÇU;165;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1628;10;;PNEUMOPATIA;61;;;AMARELA;33.549
CURURUPU;521;6;;CARDIOPATIA;450;;;BRANCA;18.616
DAVINÓPOLIS;265;7;;DOENÇA RENAL CRÔNICA;210;;;INDIGENA;1.104
DOM PEDRO;354;2;;DIABETES MELITUS;1406;;;PARDA;65.250
DUQUE BACELAR;418;8;;HIPERTENSÃO ARTERIAL;1990;;;PRETA;6.534
ESPERANTINÓPOLIS;624;14;;SEM COMORBIDADES;567;;;SEM INFORMAÇÃO;42.604
ESTREITO;2708;12;;OBESIDADE;153;;;TOTAL;167.657
FEIRA NOVA DO MARANHÃO;686;2;;OUTROS;485;;;;
FERNANDO FALCÃO;742;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;701;1;;;;;;PARDA;1869
FORTALEZA DOS NOGUEIRAS;614;3;;;;;;BRANCA;467
FORTUNA;631;1;;;;;;PRETA;249
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;377;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;327;5;;;;;;TOTAL;3.653
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;130;0;;;;;;;
GOVERNADOR NEWTON BELLO;485;4;;;;;;;
GOVERNADOR NUNES FREIRE;687;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2628;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;730;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;268;9;;;;;;;
IGARAPÉ GRANDE;970;8;;;;;;;
IMPERATRIZ;5973;323;;;;;;;
ITAIPAVA DO GRAJAÚ;481;3;;;;;;;
ITAPECURU-MIRIM;789;11;;;;;;;
ITINGA DO MARANHÃO;597;12;;;;;;;
JATOBÁ;82;4;;;;;;;
JENIPAPO DOS VIEIRAS;802;9;;;;;;;
JOÃO LISBOA;278;12;;;;;;;
JOSELÂNDIA;431;0;;;;;;;
JUNCO DO MARANHÃO;194;0;;;;;;;
LAGO DA PEDRA;1240;45;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;399;8;;;;;;;
LAGO VERDE;503;4;;;;;;;
LAGOA DO MATO;10;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;175;0;;;;;;;
LIMA CAMPOS;711;6;;;;;;;
LORETO;380;3;;;;;;;
LUÍS DOMINGUES;185;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;507;3;;;;;;;
MARAJÁ DO SENA;159;3;;;;;;;
MARANHÃOZINHO;429;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;262;3;;;;;;;
MATÕES;420;8;;;;;;;
MATÕES DO NORTE;231;1;;;;;;;
MILAGRES DO MARANHÃO;187;1;;;;;;;
MIRADOR;709;4;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;133;7;;;;;;;
MONÇÃO;740;16;;;;;;;
MONTES ALTOS;441;4;;;;;;;
MORROS;142;7;;;;;;;
NINA RODRIGUES;234;4;;;;;;;
NOVA COLINAS;104;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;278;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;517;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;639;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;391;4;;;;;;;
PARNARAMA;571;0;;;;;;;
PASSAGEM FRANCA;562;0;;;;;;;
PASTOS BONS;453;2;;;;;;;
PAULINO NEVES;160;2;;;;;;;
PAULO RAMOS;852;13;;;;;;;
PEDREIRAS;1617;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;350;3;;;;;;;
PINDARÉ-MIRIM;595;11;;;;;;;
PINHEIRO;2043;34;;;;;;;
PIO XII;879;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1036;3;;;;;;;
PORTO FRANCO;848;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1388;8;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;259;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;142;13;;;;;;;
RIACHÃO;610;6;;;;;;;
RIBAMAR FIQUENE;163;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;287;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;47;0;;;;;;;
SANTA HELENA;1396;6;;;;;;;
SANTA INÊS;4350;71;;;;;;;
SANTA LUZIA;2551;16;;;;;;;
SANTA LUZIA DO PARUÁ;506;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;446;15;;;;;;;
SANTA RITA;279;13;;;;;;;
SANTANA DO MARANHÃO;167;3;;;;;;;
SANTO AMARO DO MARANHÃO;92;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;713;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;978;8;;;;;;;
SÃO BENTO;490;6;;;;;;;
SÃO BERNARDO;846;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;156;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1491;10;;;;;;;
SÃO FÉLIX DE BALSAS;187;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;341;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;107;0;;;;;;;
SÃO JOÃO BATISTA;132;5;;;;;;;
SÃO JOÃO DO CARÚ;406;5;;;;;;;
SÃO JOÃO DO PARAÍSO;126;2;;;;;;;
SÃO JOÃO DO SÓTER;576;2;;;;;;;
SÃO JOÃO DOS PATOS;1220;10;;;;;;;
SÃO JOSÉ DE RIBAMAR;1280;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;293;0;;;;;;;
SÃO LUÍS;20107;1229;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;627;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1155;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;453;1;;;;;;;
SÃO PEDRO DOS CRENTES;212;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1615;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;250;2;;;;;;;
SÃO VICENTE FERRER;206;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;365;1;;;;;;;
SENADOR LA ROCQUE;210;8;;;;;;;
SERRANO DO MARANHÃO;196;2;;;;;;;
SÍTIO NOVO;998;7;;;;;;;
SUCUPIRA DO NORTE;132;0;;;;;;;
SUCUPIRA DO RIACHÃO;115;0;;;;;;;
TASSO FRAGOSO;270;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4138;117;;;;;;;
TRIZIDELA DO VALE;610;8;;;;;;;
TUFILÂNDIA;116;5;;;;;;;
TUNTUM;1370;6;;;;;;;
TURIAÇU;248;4;;;;;;;
TURILÂNDIA;316;5;;;;;;;
TUTÓIA;1027;23;;;;;;;
URBANO SANTOS;1651;14;;;;;;;
VARGEM GRANDE;751;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;302;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1540;26;;;;;;;
ZÉ DOCA;3550;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
