;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
SANTA RITA;205;6;;;;;;;
SANTANA DO MARANHÃO;100;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;440;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;540;5;;;;;;;
SÃO BENTO;453;3;;;;;;;
SÃO BERNARDO;654;9;;;;;;;
SÃO DOMINGOS DO AZEITÃO;43;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;425;2;;;;;;;
SÃO FÉLIX DE BALSAS;10;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;213;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;14;0;;;;;;;
SÃO JOÃO BATISTA;103;4;;;;;;;
SÃO JOÃO DO CARÚ;236;3;;;;;;;
SÃO JOÃO DO PARAÍSO;49;1;;;;;;;
SÃO JOÃO DO SÓTER;150;2;;;;;;;
SÃO JOÃO DOS PATOS;78;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;949;93;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14052;927;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;206;1;;;;;;;
SÃO MATEUS DO MARANHÃO;788;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;67;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;250;2;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;70;2;;;;;;;
SÃO ROBERTO;64;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;156;0;;;;;;;
SENADOR LA ROCQUE;156;8;;;;;;;
SERRANO DO MARANHÃO;109;1;;;;;;;
SÍTIO NOVO;229;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;13;0;;;;;;;
TASSO FRAGOSO;31;0;;;;;;;
TIMBIRAS;273;3;;;;;;;
TIMON;1653;41;;;;;;;
TRIZIDELA DO VALE;535;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;625;2;;;;;;;
TURIAÇU;185;2;;;;;;;
TURILÂNDIA;266;3;;;;;;;
TUTÓIA;764;18;;;;;;;
URBANO SANTOS;889;9;;;;;;;
VARGEM GRANDE;553;5;;;;;;;
VIANA;223;9;;;;;;;
VILA NOVA DOS MARTÍRIOS;117;0;;;;;;;
VITÓRIA DO MEARIM;524;2;;;;;;;
VITORINO FREIRE;1046;15;;;;;;;
ZÉ DOCA;2264;24;;;;;;;
;;;;;;;;;
Na revisão de dados, dois casos em Anapurus, um caso em Ribamar Fiquene e um caso em Cantanhede foram excluídos por duplicidade. Em razão de mudança de domicílio do paciente, um caso de São Luís foi transferido para Caxias, um caso de Santa Inês para Paulo Ramos, um caso de São José de Ribamar para Coroatá e um de São Luís foi transferido para Chapadinha. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
