;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
MATÕES;234;2;;;;;;;
MATÕES DO NORTE;180;1;;;;;;;
MILAGRES DO MARANHÃO;142;1;;;;;;;
MIRADOR;249;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;121;6;;;;;;;
MONÇÃO;277;15;;;;;;;
MONTES ALTOS;156;2;;;;;;;
MORROS;131;6;;;;;;;
NINA RODRIGUES;163;4;;;;;;;
NOVA COLINAS;19;0;;;;;;;
NOVA IORQUE;16;0;;;;;;;
NOVA OLINDA DO MARANHÃO;263;3;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;493;76;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;197;2;;;;;;;
PARNARAMA;174;1;;;;;;;
PASSAGEM FRANCA;100;0;;;;;;;
PASTOS BONS;99;1;;;;;;;
PAULINO NEVES;133;1;;;;;;;
PAULO RAMOS;612;6;;;;;;;
PEDREIRAS;1318;34;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;206;5;;;;;;;
PERI-MIRIM;159;1;;;;;;;
PERITORÓ;322;3;;;;;;;
PINDARÉ-MIRIM;560;8;;;;;;;
PINHEIRO;1483;27;;;;;;;
PIO XII;758;6;;;;;;;
PIRAPEMAS;242;3;;;;;;;
POÇÃO DE PEDRAS;448;2;;;;;;;
PORTO FRANCO;428;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;1037;6;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;179;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;48;1;;;;;;;
PRIMEIRA CRUZ;39;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;127;2;;;;;;;
RIBAMAR FIQUENE;129;7;;;;;;;
ROSÁRIO;360;10;;;;;;;
SAMBAÍBA;15;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;27;0;;;;;;;
SANTA HELENA;1167;6;;;;;;;
SANTA INÊS;3906;67;;;;;;;
SANTA LUZIA;2005;15;;;;;;;
SANTA LUZIA DO PARUÁ;271;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;445;14;;;;;;;
SANTA RITA;214;11;;;;;;;
SANTANA DO MARANHÃO;128;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;486;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;694;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;758;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;63;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;751;5;;;;;;;
SÃO FÉLIX DE BALSAS;40;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;227;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;105;5;;;;;;;
SÃO JOÃO DO CARÚ;307;5;;;;;;;
SÃO JOÃO DO PARAÍSO;60;1;;;;;;;
SÃO JOÃO DO SÓTER;256;2;;;;;;;
SÃO JOÃO DOS PATOS;492;6;;;;;;;
SÃO JOSÉ DE RIBAMAR;1014;105;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;95;0;;;;;;;
SÃO LUÍS;15651;1118;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;429;7;;;;;;;
SÃO MATEUS DO MARANHÃO;913;21;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;287;1;;;;;;;
SÃO PEDRO DOS CRENTES;95;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;462;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;102;2;;;;;;;
SÃO VICENTE FERRER;154;1;;;;;;;
SATUBINHA;115;1;;;;;;;
SENADOR ALEXANDRE COSTA;233;1;;;;;;;
SENADOR LA ROCQUE;164;8;;;;;;;
SERRANO DO MARANHÃO;142;1;;;;;;;
SÍTIO NOVO;258;3;;;;;;;
SUCUPIRA DO NORTE;18;0;;;;;;;
SUCUPIRA DO RIACHÃO;33;0;;;;;;;
TASSO FRAGOSO;46;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;2103;63;;;;;;;
TRIZIDELA DO VALE;570;7;;;;;;;
TUFILÂNDIA;44;4;;;;;;;
TUNTUM;882;6;;;;;;;
TURIAÇU;204;3;;;;;;;
TURILÂNDIA;292;4;;;;;;;
TUTÓIA;849;21;;;;;;;
URBANO SANTOS;884;12;;;;;;;
VARGEM GRANDE;601;10;;;;;;;
VIANA;239;12;;;;;;;
VILA NOVA DOS MARTÍRIOS;136;0;;;;;;;
VITÓRIA DO MEARIM;589;5;;;;;;;
VITORINO FREIRE;1239;19;;;;;;;
ZÉ DOCA;2787;35;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
