;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
CEDRAL;132;0;;;;;;Leitos ocupados UTI;42
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;12
CENTRO DO GUILHERME;342;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;77,78%
CENTRO NOVO DO MARANHÃO;615;7;;COM COMORBIDADES ;2951;85%;;;
CHAPADINHA;2666;45;;SEM COMORBIDADES ;537;15%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;301;1;;;;;;;
CODÓ;1803;44;;;;;;;
COELHO NETO;1549;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1593;27;;NEUROLÓGICO;199;;;;
CONCEIÇÃO DO LAGO-AÇU;157;6;;ONCOLÓGICO;130;;;RAÇA/COR;
COROATÁ;1476;10;;PNEUMOPATIA;53;;;AMARELA;30.701
CURURUPU;509;7;;CARDIOPATIA;432;;;BRANCA;17.149
DAVINÓPOLIS;254;7;;DOENÇA RENAL CRÔNICA;204;;;INDIGENA;1.075
DOM PEDRO;347;2;;DIABETES MELITUS;1339;;;PARDA;60.281
DUQUE BACELAR;375;8;;HIPERTENSÃO ARTERIAL;1912;;;PRETA;5.965
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;537;;;SEM INFORMAÇÃO;41.881
ESTREITO;2483;7;;OBESIDADE;148;;;TOTAL;157.052
FEIRA NOVA DO MARANHÃO;500;2;;OUTROS;470;;;;
FERNANDO FALCÃO;734;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;656;1;;;;;;PARDA;1753
FORTALEZA DOS NOGUEIRAS;578;2;;;;;;BRANCA;432
FORTUNA;539;1;;;;;;PRETA;236
GODOFREDO VIANA;86;3;;;;;;AMARELA;210
GONÇALVES DIAS;366;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;321;5;;;;;;TOTAL;3.488
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;111;0;;;;;;;
GOVERNADOR NEWTON BELLO;471;4;;;;;;;
GOVERNADOR NUNES FREIRE;634;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2479;33;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;628;5;;;;;;;
ICATU;212;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5499;298;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;752;11;;;;;;;
ITINGA DO MARANHÃO;571;11;;;;;;;
JATOBÁ;75;4;;;;;;;
JENIPAPO DOS VIEIRAS;682;9;;;;;;;
JOÃO LISBOA;241;10;;;;;;;
JOSELÂNDIA;418;0;;;;;;;
JUNCO DO MARANHÃO;188;0;;;;;;;
LAGO DA PEDRA;1199;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;365;7;;;;;;;
LAGO VERDE;498;4;;;;;;;
LAGOA DO MATO;2;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;137;0;;;;;;;
LIMA CAMPOS;684;6;;;;;;;
LORETO;327;3;;;;;;;
LUÍS DOMINGUES;159;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;150;3;;;;;;;
MARANHÃOZINHO;420;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;258;3;;;;;;;
MATÕES;382;8;;;;;;;
MATÕES DO NORTE;209;1;;;;;;;
MILAGRES DO MARANHÃO;172;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;139;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;578;15;;;;;;;
MONTES ALTOS;388;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;181;4;;;;;;;
NOVA COLINAS;93;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;496;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;596;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;363;4;;;;;;;
PARNARAMA;492;0;;;;;;;
PASSAGEM FRANCA;387;0;;;;;;;
PASTOS BONS;390;2;;;;;;;
PAULINO NEVES;152;2;;;;;;;
PAULO RAMOS;824;11;;;;;;;
PEDREIRAS;1535;34;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;220;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;337;3;;;;;;;
PINDARÉ-MIRIM;582;11;;;;;;;
PINHEIRO;1925;33;;;;;;;
PIO XII;806;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;923;3;;;;;;;
PORTO FRANCO;782;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1337;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;234;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;58;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;135;13;;;;;;;
RIACHÃO;486;6;;;;;;;
RIBAMAR FIQUENE;152;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;264;1;;;;;;;
SANTA FILOMENA DO MARANHÃO;43;0;;;;;;;
SANTA HELENA;1337;6;;;;;;;
SANTA INÊS;4247;71;;;;;;;
SANTA LUZIA;2488;16;;;;;;;
SANTA LUZIA DO PARUÁ;436;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;265;13;;;;;;;
SANTANA DO MARANHÃO;162;3;;;;;;;
SANTO AMARO DO MARANHÃO;75;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;689;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;935;7;;;;;;;
SÃO BENTO;459;6;;;;;;;
SÃO BERNARDO;842;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;148;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1382;8;;;;;;;
SÃO FÉLIX DE BALSAS;154;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;325;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;87;0;;;;;;;
SÃO JOÃO BATISTA;121;5;;;;;;;
SÃO JOÃO DO CARÚ;394;5;;;;;;;
SÃO JOÃO DO PARAÍSO;111;2;;;;;;;
SÃO JOÃO DO SÓTER;532;2;;;;;;;
SÃO JOÃO DOS PATOS;1115;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1228;111;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;196;0;;;;;;;
SÃO LUÍS;19126;1210;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;583;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1119;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;400;1;;;;;;;
SÃO PEDRO DOS CRENTES;109;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1497;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;74;2;;;;;;;
SÃO ROBERTO;233;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;353;1;;;;;;;
SENADOR LA ROCQUE;204;8;;;;;;;
SERRANO DO MARANHÃO;185;2;;;;;;;
SÍTIO NOVO;779;4;;;;;;;
SUCUPIRA DO NORTE;95;0;;;;;;;
SUCUPIRA DO RIACHÃO;96;0;;;;;;;
TASSO FRAGOSO;203;0;;;;;;;
TIMBIRAS;332;3;;;;;;;
TIMON;3719;106;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;86;5;;;;;;;
TUNTUM;1294;6;;;;;;;
TURIAÇU;237;3;;;;;;;
TURILÂNDIA;311;5;;;;;;;
TUTÓIA;1008;23;;;;;;;
URBANO SANTOS;1516;14;;;;;;;
VARGEM GRANDE;732;10;;;;;;;
VIANA;280;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;283;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1495;26;;;;;;;
ZÉ DOCA;3354;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
