;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BURITI;295;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;89;0;;10 a 19 anos;14;;;Leitos ocupados UTI;99
BURITICUPU;1649;4;;20 a 29 anos;27;;;Leitos livres;120
BURITIRANA;209;6;;30 a 39 anos;93;;;% de ocupação UTI;45,21%
CACHOEIRA GRANDE;130;3;;40 a 49 anos;161;;;;
CAJAPIÓ;5;2;;50 a 59 anos;287;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;654;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;210;1;;Mais de 70 anos;1489;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2740;;;Leitos ocupados;51
CANTANHEDE;379;2;;;;;;Leitos livres;30
CAPINZAL DO NORTE;287;0;;;;;;% de ocupação;62,96%
CAROLINA;193;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1695;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2424;55;;MULHER;1045;38%;;Total de leitos UTI;54
CEDRAL;104;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;358;5;;COM COMORBIDADES ;2389;87%;;;
CHAPADINHA;2416;36;;SEM COMORBIDADES ;351;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;245;0;;;;;;;
CODÓ;1790;15;;;;;;;
COELHO NETO;1297;29;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;884;20;;NEUROLÓGICO;156;;;;
CONCEIÇÃO DO LAGO-AÇU;144;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;626;8;;PNEUMOPATIA;24;;;AMARELA;16.098
CURURUPU;320;7;;CARDIOPATIA;293;;;BRANCA;9.615
DAVINÓPOLIS;206;7;;DOENÇA RENAL CRÔNICA;151;;;INDIGENA;404
DOM PEDRO;49;1;;DIABETES MELITUS;1001;;;PARDA;36.870
DUQUE BACELAR;280;5;;HIPERTENSÃO ARTERIAL;1454;;;PRETA;3.645
ESPERANTINÓPOLIS;579;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.274
ESTREITO;789;7;;OBESIDADE;109;;;TOTAL;106.906
FEIRA NOVA DO MARANHÃO;66;1;;OUTROS;351;;;;
FERNANDO FALCÃO;509;0;;;;;;;
FORMOSA DA SERRA NEGRA;175;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;142;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;181;0;;;;;;PARDA;1251
GODOFREDO VIANA;74;3;;;;;;BRANCA;289
GONÇALVES DIAS;172;1;;;;;;PRETA;167
GOVERNADOR ARCHER;212;0;;;;;;AMARELA;196
GOVERNADOR EDISON LOBÃO;175;4;;;;;;INDÍGENA;10
GOVERNADOR EUGÊNIO BARROS;153;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR LUIZ ROCHA;56;0;;;;;;TOTAL;2.740
GOVERNADOR NEWTON BELLO;382;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;2;;;;;;;
GRAÇA ARANHA;120;2;;;;;;;
GRAJAÚ;1491;19;;;;;;;
GUIMARÃES;165;4;;;;;;;
HUMBERTO DE CAMPOS;343;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;176;7;;;;;;;
IGARAPÉ GRANDE;766;5;;;;;;;
IMPERATRIZ;4550;221;;;;;;;
ITAIPAVA DO GRAJAÚ;169;0;;;;;;;
ITAPECURU-MIRIM;534;7;;;;;;;
ITINGA DO MARANHÃO;443;11;;;;;;;
JATOBÁ;30;0;;;;;;;
JENIPAPO DOS VIEIRAS;165;3;;;;;;;
JOÃO LISBOA;207;9;;;;;;;
JOSELÂNDIA;303;0;;;;;;;
JUNCO DO MARANHÃO;111;0;;;;;;;
LAGO DA PEDRA;1006;41;;;;;;;
LAGO DO JUNCO;143;1;;;;;;;
LAGO DOS RODRIGUES;224;4;;;;;;;
LAGO VERDE;404;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;45;0;;;;;;;
LIMA CAMPOS;485;5;;;;;;;
LORETO;65;1;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;135;4;;;;;;;
MARACAÇUMÉ;433;1;;;;;;;
MARAJÁ DO SENA;123;2;;;;;;;
MARANHÃOZINHO;314;3;;;;;;;
MATA ROMA;323;6;;;;;;;
MATINHA;216;1;;;;;;;
MATÕES;189;2;;;;;;;
MATÕES DO NORTE;151;1;;;;;;;
MILAGRES DO MARANHÃO;123;1;;;;;;;
MIRADOR;193;2;;;;;;;
MIRANDA DO NORTE;136;5;;;;;;;
MIRINZAL;116;6;;;;;;;
MONÇÃO;269;14;;;;;;;
MONTES ALTOS;154;2;;;;;;;
MORROS;128;6;;;;;;;
NINA RODRIGUES;144;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;365;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;485;73;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;191;1;;;;;;;
PARNARAMA;145;1;;;;;;;
PASSAGEM FRANCA;80;0;;;;;;;
PASTOS BONS;61;1;;;;;;;
PAULINO NEVES;123;1;;;;;;;
PAULO RAMOS;562;6;;;;;;;
PEDREIRAS;1285;30;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;198;5;;;;;;;
PERI-MIRIM;158;1;;;;;;;
PERITORÓ;320;2;;;;;;;
PINDARÉ-MIRIM;528;6;;;;;;;
PINHEIRO;1377;27;;;;;;;
PIO XII;758;4;;;;;;;
PIRAPEMAS;241;2;;;;;;;
POÇÃO DE PEDRAS;338;2;;;;;;;
PORTO FRANCO;339;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;965;5;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;2;;;;;;;
RAPOSA;111;13;;;;;;;
RIACHÃO;83;1;;;;;;;
RIBAMAR FIQUENE;127;7;;;;;;;
ROSÁRIO;353;9;;;;;;;
SAMBAÍBA;7;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;22;0;;;;;;;
SANTA HELENA;1157;6;;;;;;;
SANTA INÊS;3837;64;;;;;;;
SANTA LUZIA;1873;11;;;;;;;
SANTA LUZIA DO PARUÁ;266;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;442;14;;;;;;;
SANTA RITA;212;10;;;;;;;
SANTANA DO MARANHÃO;118;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;475;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;655;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;709;12;;;;;;;
SÃO DOMINGOS DO AZEITÃO;46;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;531;2;;;;;;;
SÃO FÉLIX DE BALSAS;19;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;217;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;288;5;;;;;;;
SÃO JOÃO DO PARAÍSO;53;1;;;;;;;
SÃO JOÃO DO SÓTER;183;2;;;;;;;
SÃO JOÃO DOS PATOS;276;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;1001;100;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;82;0;;;;;;;
SÃO LUÍS;15098;1071;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;296;2;;;;;;;
SÃO MATEUS DO MARANHÃO;890;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;277;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;418;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;118;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;210;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;116;1;;;;;;;
SÍTIO NOVO;249;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;23;0;;;;;;;
TASSO FRAGOSO;40;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;1928;51;;;;;;;
TRIZIDELA DO VALE;549;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;742;5;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;282;4;;;;;;;
TUTÓIA;810;19;;;;;;;
URBANO SANTOS;888;11;;;;;;;
VARGEM GRANDE;584;10;;;;;;;
VIANA;238;11;;;;;;;
VILA NOVA DOS MARTÍRIOS;129;0;;;;;;;
VITÓRIA DO MEARIM;576;3;;;;;;;
VITORINO FREIRE;1167;18;;;;;;;
ZÉ DOCA;2640;30;;;;;;;
;;;;;;;;;
Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Zé Doca (1), Palmeirândia (1), Raposa (1), Alto Alegre do Maranhão (1), Cantanhêde (1), Penalva (1), Governador Eugênio Barros (1), Trizidela do Vale (1), Olho D`água das Cunhãs (1), São Francisco do Brejão (1), Santo Antônio dos Lopes (1),  Monção (2), Urbano Santos (2), Santa Luzia do Paruá (2),  Barra do Corda (2), São Mateus do Maranhão (3), Codó (3), Pedreiras (3), Anapurus (3), Timon (4) e Açailândia (9).  Em razão de domicílio do paciente, um caso de São Luís foi remanejado para Morros.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
