;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BACURI;412;3;;MULHER;89899;55%;;Leitos livres;329
BACURITUBA;45;0;;;;;;% de ocupação;13,87%
BALSAS;6053;49;;PROFISSIONAIS DA SAÚDE;;;;;
BARÃO DE GRAJAÚ;16;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;3630;30;;3404;3319;62;;Total de leitos UTI;152
BARREIRINHAS;865;23;;;;;;Leitos ocupados UTI;48
BELA VISTA DO MARANHÃO;127;3;;;;;;Leitos livres;104
BELÁGUA;247;1;;TESTES REALIZADOS;;;;% de ocupação UTI;31,58%
BENEDITO LEITE;176;0;;LABORATÓRIO PÚBLICO;528;;;;
BEQUIMÃO;232;11;;LABORATÓRIO PRIVADO;107;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;49;3;;BOLETIM ANTERIOR;357.514;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;358149;;;Total de leitos;552
BOM JARDIM;870;22;;;;;;Leitos ocupados;88
BOM JESUS DAS SELVAS;1577;10;;;;;;Leitos livres;466
BOM LUGAR;257;1;;ÓBITOS DE COVID-19;;;;% de ocupação;15,94%
BREJO;671;18;;;;;;;
BREJO DE AREIA;201;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;592;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;413;1;;10 a 19 anos;15;;;Leitos ocupados UTI;36
BURITICUPU;2195;4;;20 a 29 anos;36;;;Leitos livres;179
BURITIRANA;236;6;;30 a 39 anos;116;;;% de ocupação UTI;16,74%
CACHOEIRA GRANDE;171;4;;40 a 49 anos;207;;;;
CAJAPIÓ;5;2;;50 a 59 anos;387;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;808;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;440;6;;Mais de 70 anos;1992;;;Total de leitos;81
CÂNDIDO MENDES;86;4;;TOTAL;3580;;;Leitos ocupados;64
CANTANHEDE;381;3;;;;;;Leitos livres;17
CAPINZAL DO NORTE;363;1;;;;;;% de ocupação;79,01%
CAROLINA;369;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2205;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4240;82;;MULHER;1375;38%;;Total de leitos UTI;54
CEDRAL;132;0;;;;;;Leitos ocupados UTI;40
CENTRAL DO MARANHÃO;22;1;;;;;;Leitos livres;14
CENTRO DO GUILHERME;344;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;74,07%
CENTRO NOVO DO MARANHÃO;623;7;;COM COMORBIDADES ;3024;84%;;;
CHAPADINHA;2688;45;;SEM COMORBIDADES ;556;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;303;1;;;;;;;
CODÓ;1809;58;;;;;;;
COELHO NETO;1559;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1649;28;;NEUROLÓGICO;200;;;;
CONCEIÇÃO DO LAGO-AÇU;163;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1585;10;;PNEUMOPATIA;55;;;AMARELA;32.160
CURURUPU;509;7;;CARDIOPATIA;443;;;BRANCA;17.898
DAVINÓPOLIS;261;7;;DOENÇA RENAL CRÔNICA;206;;;INDIGENA;1.094
DOM PEDRO;349;2;;DIABETES MELITUS;1373;;;PARDA;62.946
DUQUE BACELAR;394;8;;HIPERTENSÃO ARTERIAL;1958;;;PRETA;6.257
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;556;;;SEM INFORMAÇÃO;42.228
ESTREITO;2656;7;;OBESIDADE;152;;;TOTAL;162.583
FEIRA NOVA DO MARANHÃO;625;2;;OUTROS;478;;;;
FERNANDO FALCÃO;738;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;657;1;;;;;;PARDA;1821
FORTALEZA DOS NOGUEIRAS;592;3;;;;;;BRANCA;448
FORTUNA;589;1;;;;;;PRETA;243
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;370;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;325;5;;;;;;TOTAL;3.580
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;116;0;;;;;;;
GOVERNADOR NEWTON BELLO;473;4;;;;;;;
GOVERNADOR NUNES FREIRE;655;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2552;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;644;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;256;9;;;;;;;
IGARAPÉ GRANDE;943;8;;;;;;;
IMPERATRIZ;5694;313;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;763;11;;;;;;;
ITINGA DO MARANHÃO;583;12;;;;;;;
JATOBÁ;76;4;;;;;;;
JENIPAPO DOS VIEIRAS;744;9;;;;;;;
JOÃO LISBOA;260;11;;;;;;;
JOSELÂNDIA;425;0;;;;;;;
JUNCO DO MARANHÃO;192;0;;;;;;;
LAGO DA PEDRA;1220;43;;;;;;;
LAGO DO JUNCO;226;1;;;;;;;
LAGO DOS RODRIGUES;394;8;;;;;;;
LAGO VERDE;499;4;;;;;;;
LAGOA DO MATO;3;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;170;0;;;;;;;
LIMA CAMPOS;686;6;;;;;;;
LORETO;346;3;;;;;;;
LUÍS DOMINGUES;176;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;500;3;;;;;;;
MARAJÁ DO SENA;154;3;;;;;;;
MARANHÃOZINHO;423;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;261;3;;;;;;;
MATÕES;404;8;;;;;;;
MATÕES DO NORTE;222;1;;;;;;;
MILAGRES DO MARANHÃO;176;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;657;15;;;;;;;
MONTES ALTOS;410;4;;;;;;;
MORROS;141;7;;;;;;;
NINA RODRIGUES;212;4;;;;;;;
NOVA COLINAS;102;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;502;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;631;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;373;4;;;;;;;
PARNARAMA;531;0;;;;;;;
PASSAGEM FRANCA;463;0;;;;;;;
PASTOS BONS;432;2;;;;;;;
PAULINO NEVES;154;2;;;;;;;
PAULO RAMOS;838;13;;;;;;;
PEDREIRAS;1570;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;338;3;;;;;;;
PINDARÉ-MIRIM;583;11;;;;;;;
PINHEIRO;1937;34;;;;;;;
PIO XII;841;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1010;3;;;;;;;
PORTO FRANCO;826;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1378;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;235;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;139;13;;;;;;;
RIACHÃO;571;6;;;;;;;
RIBAMAR FIQUENE;158;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;273;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;45;0;;;;;;;
SANTA HELENA;1365;6;;;;;;;
SANTA INÊS;4327;71;;;;;;;
SANTA LUZIA;2521;16;;;;;;;
SANTA LUZIA DO PARUÁ;454;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;269;13;;;;;;;
SANTANA DO MARANHÃO;165;3;;;;;;;
SANTO AMARO DO MARANHÃO;83;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;701;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;958;7;;;;;;;
SÃO BENTO;467;6;;;;;;;
SÃO BERNARDO;845;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;152;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1438;9;;;;;;;
SÃO FÉLIX DE BALSAS;181;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;333;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;102;0;;;;;;;
SÃO JOÃO BATISTA;129;5;;;;;;;
SÃO JOÃO DO CARÚ;399;5;;;;;;;
SÃO JOÃO DO PARAÍSO;121;2;;;;;;;
SÃO JOÃO DO SÓTER;569;2;;;;;;;
SÃO JOÃO DOS PATOS;1174;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1264;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;239;0;;;;;;;
SÃO LUÍS;19618;1221;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;605;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1130;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;428;1;;;;;;;
SÃO PEDRO DOS CRENTES;168;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1589;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;246;2;;;;;;;
SÃO VICENTE FERRER;201;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;358;1;;;;;;;
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;918;5;;;;;;;
SUCUPIRA DO NORTE;122;0;;;;;;;
SUCUPIRA DO RIACHÃO;105;0;;;;;;;
TASSO FRAGOSO;246;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;3999;111;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;103;5;;;;;;;
TUNTUM;1338;6;;;;;;;
TURIAÇU;237;4;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1014;23;;;;;;;
URBANO SANTOS;1537;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;297;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1517;26;;;;;;;
ZÉ DOCA;3412;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
