;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
PIO XII;699;4;;;;;;;
PIRAPEMAS;237;2;;;;;;;
POÇÃO DE PEDRAS;333;1;;;;;;;
PORTO FRANCO;287;6;;;;;;;
PORTO RICO DO MARANHÃO;81;1;;;;;;;
PRESIDENTE DUTRA;886;3;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;168;0;;;;;;;
PRESIDENTE SARNEY;164;6;;;;;;;
PRESIDENTE VARGAS;37;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;64;1;;;;;;;
RIBAMAR FIQUENE;125;6;;;;;;;
ROSÁRIO;298;8;;;;;;;
SAMBAÍBA;4;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;21;0;;;;;;;
SANTA HELENA;1133;6;;;;;;;
SANTA INÊS;3727;54;;;;;;;
SANTA LUZIA;1711;10;;;;;;;
SANTA LUZIA DO PARUÁ;270;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;435;12;;;;;;;
SANTA RITA;207;6;;;;;;;
SANTANA DO MARANHÃO;105;1;;;;;;;
SANTO AMARO DO MARANHÃO;46;1;;;;;;;
SANTO ANTÔNIO DOS LOPES;453;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;570;5;;;;;;;
SÃO BENTO;453;3;;;;;;;
SÃO BERNARDO;659;10;;;;;;;
SÃO DOMINGOS DO AZEITÃO;44;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;442;2;;;;;;;
SÃO FÉLIX DE BALSAS;11;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;213;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;17;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;259;3;;;;;;;
SÃO JOÃO DO PARAÍSO;49;1;;;;;;;
SÃO JOÃO DO SÓTER;157;2;;;;;;;
SÃO JOÃO DOS PATOS;80;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;959;95;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14336;964;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;214;1;;;;;;;
SÃO MATEUS DO MARANHÃO;789;19;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;257;1;;;;;;;
SÃO PEDRO DOS CRENTES;69;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;316;2;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;70;2;;;;;;;
SÃO ROBERTO;65;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;170;1;;;;;;;
SENADOR LA ROCQUE;155;8;;;;;;;
SERRANO DO MARANHÃO;109;1;;;;;;;
SÍTIO NOVO;234;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;13;0;;;;;;;
TASSO FRAGOSO;34;0;;;;;;;
TIMBIRAS;272;3;;;;;;;
TIMON;1778;42;;;;;;;
TRIZIDELA DO VALE;543;5;;;;;;;
TUFILÂNDIA;35;3;;;;;;;
TUNTUM;660;3;;;;;;;
TURIAÇU;185;2;;;;;;;
TURILÂNDIA;267;3;;;;;;;
TUTÓIA;769;18;;;;;;;
URBANO SANTOS;889;10;;;;;;;
VARGEM GRANDE;563;7;;;;;;;
VIANA;224;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;119;0;;;;;;;
VITÓRIA DO MEARIM;561;2;;;;;;;
VITORINO FREIRE;1089;16;;;;;;;
ZÉ DOCA;2337;27;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Na revisão de dados, em razão de mudança de domicílio do paciente, um caso de Boa Vista do Gurupi foi transferido para São Luís. ;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
