;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
DUQUE BACELAR;414;8;;HIPERTENSÃO ARTERIAL;1978;;;PRETA;6.475
ESPERANTINÓPOLIS;624;14;;SEM COMORBIDADES;566;;;SEM INFORMAÇÃO;42.423
ESTREITO;2698;10;;OBESIDADE;153;;;TOTAL;166.580
FEIRA NOVA DO MARANHÃO;646;2;;OUTROS;484;;;;
FERNANDO FALCÃO;742;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;696;1;;;;;;PARDA;1855
FORTALEZA DOS NOGUEIRAS;608;3;;;;;;BRANCA;462
FORTUNA;617;1;;;;;;PRETA;247
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;376;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;326;5;;;;;;TOTAL;3.632
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;120;0;;;;;;;
GOVERNADOR NEWTON BELLO;483;4;;;;;;;
GOVERNADOR NUNES FREIRE;684;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2610;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;705;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;265;9;;;;;;;
IGARAPÉ GRANDE;968;8;;;;;;;
IMPERATRIZ;5939;321;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;783;11;;;;;;;
ITINGA DO MARANHÃO;595;12;;;;;;;
JATOBÁ;82;4;;;;;;;
JENIPAPO DOS VIEIRAS;800;9;;;;;;;
JOÃO LISBOA;276;12;;;;;;;
JOSELÂNDIA;430;0;;;;;;;
JUNCO DO MARANHÃO;193;0;;;;;;;
LAGO DA PEDRA;1235;44;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;398;8;;;;;;;
LAGO VERDE;501;4;;;;;;;
LAGOA DO MATO;10;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;171;0;;;;;;;
LIMA CAMPOS;697;6;;;;;;;
LORETO;369;3;;;;;;;
LUÍS DOMINGUES;184;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;506;3;;;;;;;
MARAJÁ DO SENA;158;3;;;;;;;
MARANHÃOZINHO;425;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;262;3;;;;;;;
MATÕES;416;8;;;;;;;
MATÕES DO NORTE;231;1;;;;;;;
MILAGRES DO MARANHÃO;184;1;;;;;;;
MIRADOR;704;4;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;729;16;;;;;;;
MONTES ALTOS;441;4;;;;;;;
MORROS;142;7;;;;;;;
NINA RODRIGUES;231;4;;;;;;;
NOVA COLINAS;103;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;278;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;515;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;636;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;391;4;;;;;;;
PARNARAMA;565;0;;;;;;;
PASSAGEM FRANCA;549;0;;;;;;;
PASTOS BONS;447;2;;;;;;;
PAULINO NEVES;160;2;;;;;;;
PAULO RAMOS;847;13;;;;;;;
PEDREIRAS;1617;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;348;3;;;;;;;
PINDARÉ-MIRIM;595;11;;;;;;;
PINHEIRO;2038;34;;;;;;;
PIO XII;878;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1030;3;;;;;;;
PORTO FRANCO;841;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1385;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;255;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;142;13;;;;;;;
RIACHÃO;595;6;;;;;;;
RIBAMAR FIQUENE;161;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;284;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;47;0;;;;;;;
SANTA HELENA;1384;6;;;;;;;
SANTA INÊS;4341;71;;;;;;;
SANTA LUZIA;2546;16;;;;;;;
SANTA LUZIA DO PARUÁ;500;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;446;15;;;;;;;
SANTA RITA;279;13;;;;;;;
SANTANA DO MARANHÃO;167;3;;;;;;;
SANTO AMARO DO MARANHÃO;91;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;706;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;974;8;;;;;;;
SÃO BENTO;490;6;;;;;;;
SÃO BERNARDO;846;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;156;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1473;10;;;;;;;
SÃO FÉLIX DE BALSAS;185;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;341;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;104;0;;;;;;;
SÃO JOÃO BATISTA;131;5;;;;;;;
SÃO JOÃO DO CARÚ;405;5;;;;;;;
SÃO JOÃO DO PARAÍSO;126;2;;;;;;;
SÃO JOÃO DO SÓTER;576;2;;;;;;;
SÃO JOÃO DOS PATOS;1216;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1279;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;291;0;;;;;;;
SÃO LUÍS;19907;1227;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;622;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1153;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;451;1;;;;;;;
SÃO PEDRO DOS CRENTES;194;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1607;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;248;2;;;;;;;
SÃO VICENTE FERRER;206;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;363;1;;;;;;;
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;992;5;;;;;;;
SUCUPIRA DO NORTE;131;0;;;;;;;
SUCUPIRA DO RIACHÃO;114;0;;;;;;;
TASSO FRAGOSO;266;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4121;116;;;;;;;
TRIZIDELA DO VALE;610;8;;;;;;;
TUFILÂNDIA;114;5;;;;;;;
TUNTUM;1367;6;;;;;;;
TURIAÇU;248;4;;;;;;;
TURILÂNDIA;316;5;;;;;;;
TUTÓIA;1025;23;;;;;;;
URBANO SANTOS;1590;14;;;;;;;
VARGEM GRANDE;751;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;302;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1531;26;;;;;;;
ZÉ DOCA;3519;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
