;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BARÃO DE GRAJAÚ;16;1;;CONFIRMADOS;RECUPERADOS;ÓBITOS;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BARRA DO CORDA;3714;32;;3425;3341;64;;Total de leitos UTI;152
BARREIRINHAS;885;23;;;;;;Leitos ocupados UTI;48
BELA VISTA DO MARANHÃO;127;3;;;;;;Leitos livres;104
BELÁGUA;250;1;;TESTES REALIZADOS;;;;% de ocupação UTI;31,58%
BENEDITO LEITE;179;0;;LABORATÓRIO PÚBLICO;2044;;;;
BEQUIMÃO;232;11;;LABORATÓRIO PRIVADO;16;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;55;3;;BOLETIM ANTERIOR;364.120;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;3;;TOTAL;366180;;;Total de leitos;552
BOM JARDIM;898;23;;;;;;Leitos ocupados;68
BOM JESUS DAS SELVAS;1596;10;;;;;;Leitos livres;466
BOM LUGAR;257;1;;ÓBITOS DE COVID-19;;;;% de ocupação;12,32%
BREJO;679;18;;;;;;;
BREJO DE AREIA;201;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;604;1;;0 a 9 anos;19;;;Total de leitos UTI;215
BURITI BRAVO;413;1;;10 a 19 anos;15;;;Leitos ocupados UTI;38
BURITICUPU;2305;4;;20 a 29 anos;36;;;Leitos livres;177
BURITIRANA;236;6;;30 a 39 anos;118;;;% de ocupação UTI;17,67%
CACHOEIRA GRANDE;173;4;;40 a 49 anos;211;;;;
CAJAPIÓ;5;2;;50 a 59 anos;390;;;IMPERATRIZ;
CAJARI;131;4;;60 a 69 anos;815;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;450;7;;Mais de 70 anos;2018;;;Total de leitos;81
CÂNDIDO MENDES;87;4;;TOTAL;3622;;;Leitos ocupados;56
CANTANHEDE;381;4;;;;;;Leitos livres;25
CAPINZAL DO NORTE;365;1;;;;;;% de ocupação;69,14%
CAROLINA;378;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;358;17;;HOMEM;2226;61%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;4371;88;;MULHER;1396;39%;;Total de leitos UTI;54
CEDRAL;147;0;;;;;;Leitos ocupados UTI;40
CENTRAL DO MARANHÃO;28;1;;;;;;Leitos livres;14
CENTRO DO GUILHERME;344;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;74,07%
CENTRO NOVO DO MARANHÃO;623;7;;COM COMORBIDADES ;3058;84%;;;
CHAPADINHA;2698;45;;SEM COMORBIDADES ;564;16%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;315;1;;;;;;;
CODÓ;1811;61;;;;;;;
COELHO NETO;1566;36;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;1665;29;;NEUROLÓGICO;202;;;;
CONCEIÇÃO DO LAGO-AÇU;164;6;;ONCOLÓGICO;131;;;RAÇA/COR;
COROATÁ;1606;10;;PNEUMOPATIA;57;;;AMARELA;32.977
CURURUPU;520;7;;CARDIOPATIA;445;;;BRANCA;18.329
DAVINÓPOLIS;263;7;;DOENÇA RENAL CRÔNICA;210;;;INDIGENA;1.102
DOM PEDRO;349;2;;DIABETES MELITUS;1392;;;PARDA;64.328
DUQUE BACELAR;409;8;;HIPERTENSÃO ARTERIAL;1973;;;PRETA;6.413
ESPERANTINÓPOLIS;623;13;;SEM COMORBIDADES;564;;;SEM INFORMAÇÃO;42.350
ESTREITO;2687;9;;OBESIDADE;153;;;TOTAL;165.499
FEIRA NOVA DO MARANHÃO;630;2;;OUTROS;482;;;;
FERNANDO FALCÃO;742;0;;;;;;ÓBITOS RAÇA/COR;
FORMOSA DA SERRA NEGRA;691;1;;;;;;PARDA;1848
FORTALEZA DOS NOGUEIRAS;606;3;;;;;;BRANCA;459
FORTUNA;609;1;;;;;;PRETA;247
GODOFREDO VIANA;86;3;;;;;;AMARELA;211
GONÇALVES DIAS;373;4;;;;;;INDÍGENA;30
GOVERNADOR ARCHER;262;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR EDISON LOBÃO;325;5;;;;;;TOTAL;3.622
GOVERNADOR EUGÊNIO BARROS;200;0;;;;;;;
GOVERNADOR LUIZ ROCHA;119;0;;;;;;;
GOVERNADOR NEWTON BELLO;480;4;;;;;;;
GOVERNADOR NUNES FREIRE;677;3;;;;;;;
GRAÇA ARANHA;118;2;;;;;;;
GRAJAÚ;2600;38;;;;;;;
GUIMARÃES;218;4;;;;;;;
HUMBERTO DE CAMPOS;693;5;;;;;;;
ICATU;215;6;;;;;;;
IGARAPÉ DO MEIO;265;9;;;;;;;
IGARAPÉ GRANDE;968;8;;;;;;;
IMPERATRIZ;5877;321;;;;;;;
ITAIPAVA DO GRAJAÚ;478;3;;;;;;;
ITAPECURU-MIRIM;776;11;;;;;;;
ITINGA DO MARANHÃO;591;12;;;;;;;
JATOBÁ;81;4;;;;;;;
JENIPAPO DOS VIEIRAS;793;9;;;;;;;
JOÃO LISBOA;272;12;;;;;;;
JOSELÂNDIA;430;0;;;;;;;
JUNCO DO MARANHÃO;192;0;;;;;;;
LAGO DA PEDRA;1232;44;;;;;;;
LAGO DO JUNCO;233;2;;;;;;;
LAGO DOS RODRIGUES;397;8;;;;;;;
LAGO VERDE;500;4;;;;;;;
LAGOA DO MATO;3;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;111;4;;;;;;;
LAJEADO NOVO;170;0;;;;;;;
LIMA CAMPOS;697;6;;;;;;;
LORETO;364;3;;;;;;;
LUÍS DOMINGUES;182;1;;;;;;;
MAGALHÃES DE ALMEIDA;399;4;;;;;;;
MARACAÇUMÉ;504;3;;;;;;;
MARAJÁ DO SENA;158;3;;;;;;;
MARANHÃOZINHO;424;3;;;;;;;
MATA ROMA;345;10;;;;;;;
MATINHA;261;3;;;;;;;
MATÕES;412;8;;;;;;;
MATÕES DO NORTE;229;1;;;;;;;
MILAGRES DO MARANHÃO;184;1;;;;;;;
MIRADOR;608;3;;;;;;;
MIRANDA DO NORTE;141;9;;;;;;;
MIRINZAL;130;6;;;;;;;
MONÇÃO;720;15;;;;;;;
MONTES ALTOS;422;4;;;;;;;
MORROS;142;7;;;;;;;
NINA RODRIGUES;213;4;;;;;;;
NOVA COLINAS;103;0;;;;;;;
NOVA IORQUE;27;0;;;;;;;
NOVA OLINDA DO MARANHÃO;277;4;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;515;4;;;;;;;
OLINDA NOVA DO MARANHÃO;193;7;;;;;;;
PAÇO DO LUMIAR;636;81;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;390;4;;;;;;;
PARNARAMA;537;0;;;;;;;
PASSAGEM FRANCA;538;0;;;;;;;
PASTOS BONS;443;2;;;;;;;
PAULINO NEVES;159;2;;;;;;;
PAULO RAMOS;843;13;;;;;;;
PEDREIRAS;1611;35;;;;;;;
PEDRO DO ROSÁRIO;88;3;;;;;;;
PENALVA;223;5;;;;;;;
PERI-MIRIM;160;2;;;;;;;
PERITORÓ;345;3;;;;;;;
PINDARÉ-MIRIM;595;11;;;;;;;
PINHEIRO;2007;34;;;;;;;
PIO XII;871;6;;;;;;;
PIRAPEMAS;249;3;;;;;;;
POÇÃO DE PEDRAS;1024;3;;;;;;;
PORTO FRANCO;836;9;;;;;;;
PORTO RICO DO MARANHÃO;104;1;;;;;;;
PRESIDENTE DUTRA;1383;7;;;;;;;
PRESIDENTE JUSCELINO;29;0;;;;;;;
PRESIDENTE MÉDICI;255;0;;;;;;;
PRESIDENTE SARNEY;169;7;;;;;;;
PRESIDENTE VARGAS;59;1;;;;;;;
PRIMEIRA CRUZ;44;2;;;;;;;
RAPOSA;142;13;;;;;;;
RIACHÃO;577;6;;;;;;;
RIBAMAR FIQUENE;161;8;;;;;;;
ROSÁRIO;379;11;;;;;;;
SAMBAÍBA;283;2;;;;;;;
SANTA FILOMENA DO MARANHÃO;45;0;;;;;;;
SANTA HELENA;1383;6;;;;;;;
SANTA INÊS;4334;71;;;;;;;
SANTA LUZIA;2533;16;;;;;;;
SANTA LUZIA DO PARUÁ;496;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;444;15;;;;;;;
SANTA RITA;278;13;;;;;;;
SANTANA DO MARANHÃO;166;3;;;;;;;
SANTO AMARO DO MARANHÃO;91;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;705;3;;;;;;;
SÃO BENEDITO DO RIO PRETO;971;8;;;;;;;
SÃO BENTO;488;6;;;;;;;
SÃO BERNARDO;845;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;154;1;;;;;;;
SÃO DOMINGOS DO MARANHÃO;1458;10;;;;;;;
SÃO FÉLIX DE BALSAS;181;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;339;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;102;0;;;;;;;
SÃO JOÃO BATISTA;131;5;;;;;;;
SÃO JOÃO DO CARÚ;400;5;;;;;;;
SÃO JOÃO DO PARAÍSO;124;2;;;;;;;
SÃO JOÃO DO SÓTER;572;2;;;;;;;
SÃO JOÃO DOS PATOS;1211;9;;;;;;;
SÃO JOSÉ DE RIBAMAR;1276;113;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;286;0;;;;;;;
SÃO LUÍS;19814;1226;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;616;8;;;;;;;
SÃO MATEUS DO MARANHÃO;1145;26;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;446;1;;;;;;;
SÃO PEDRO DOS CRENTES;189;2;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;1605;6;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;75;2;;;;;;;
SÃO ROBERTO;247;2;;;;;;;
SÃO VICENTE FERRER;202;1;;;;;;;
SATUBINHA;128;1;;;;;;;
SENADOR ALEXANDRE COSTA;359;1;;;;;;;
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;974;5;;;;;;;
SUCUPIRA DO NORTE;126;0;;;;;;;
SUCUPIRA DO RIACHÃO;113;0;;;;;;;
TASSO FRAGOSO;258;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;4105;114;;;;;;;
TRIZIDELA DO VALE;609;8;;;;;;;
TUFILÂNDIA;110;5;;;;;;;
TUNTUM;1365;6;;;;;;;
TURIAÇU;248;4;;;;;;;
TURILÂNDIA;316;5;;;;;;;
TUTÓIA;1024;23;;;;;;;
URBANO SANTOS;1557;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;282;14;;;;;;;
VILA NOVA DOS MARTÍRIOS;301;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1526;26;;;;;;;
ZÉ DOCA;3511;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
