;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
SENADOR LA ROCQUE;208;8;;;;;;;
SERRANO DO MARANHÃO;195;2;;;;;;;
SÍTIO NOVO;918;5;;;;;;;
SUCUPIRA DO NORTE;122;0;;;;;;;
SUCUPIRA DO RIACHÃO;105;0;;;;;;;
TASSO FRAGOSO;237;0;;;;;;;
TIMBIRAS;352;3;;;;;;;
TIMON;3999;111;;;;;;;
TRIZIDELA DO VALE;608;8;;;;;;;
TUFILÂNDIA;103;5;;;;;;;
TUNTUM;1338;6;;;;;;;
TURIAÇU;237;4;;;;;;;
TURILÂNDIA;314;5;;;;;;;
TUTÓIA;1014;23;;;;;;;
URBANO SANTOS;1537;14;;;;;;;
VARGEM GRANDE;750;10;;;;;;;
VIANA;281;13;;;;;;;
VILA NOVA DOS MARTÍRIOS;297;0;;;;;;;
VITÓRIA DO MEARIM;676;6;;;;;;;
VITORINO FREIRE;1515;26;;;;;;;
ZÉ DOCA;3411;36;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
