;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
MONTES ALTOS;154;2;;;;;;;
MORROS;127;5;;;;;;;
NINA RODRIGUES;144;3;;;;;;;
NOVA COLINAS;11;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;366;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;485;73;;;;;;;
PALMEIRÂNDIA;32;3;;;;;;;
PARAIBANO;191;1;;;;;;;
PARNARAMA;144;1;;;;;;;
PASSAGEM FRANCA;80;0;;;;;;;
PASTOS BONS;61;1;;;;;;;
PAULINO NEVES;121;1;;;;;;;
PAULO RAMOS;536;6;;;;;;;
PEDREIRAS;1288;30;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;199;5;;;;;;;
PERI-MIRIM;158;1;;;;;;;
PERITORÓ;320;2;;;;;;;
PINDARÉ-MIRIM;523;6;;;;;;;
PINHEIRO;1370;27;;;;;;;
PIO XII;758;4;;;;;;;
PIRAPEMAS;241;2;;;;;;;
POÇÃO DE PEDRAS;338;2;;;;;;;
PORTO FRANCO;339;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;935;5;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;1;;;;;;;
RAPOSA;112;13;;;;;;;
RIACHÃO;83;1;;;;;;;
RIBAMAR FIQUENE;127;6;;;;;;;
ROSÁRIO;352;8;;;;;;;
SAMBAÍBA;7;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;22;0;;;;;;;
SANTA HELENA;1151;6;;;;;;;
SANTA INÊS;3823;64;;;;;;;
SANTA LUZIA;1870;11;;;;;;;
SANTA LUZIA DO PARUÁ;268;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;442;14;;;;;;;
SANTA RITA;211;8;;;;;;;
SANTANA DO MARANHÃO;118;1;;;;;;;
SANTO AMARO DO MARANHÃO;53;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;476;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;641;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;707;11;;;;;;;
SÃO DOMINGOS DO AZEITÃO;46;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;529;2;;;;;;;
SÃO FÉLIX DE BALSAS;19;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;218;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;287;5;;;;;;;
SÃO JOÃO DO PARAÍSO;53;1;;;;;;;
SÃO JOÃO DO SÓTER;181;2;;;;;;;
SÃO JOÃO DOS PATOS;199;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;996;99;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;63;0;;;;;;;
SÃO LUÍS;14993;1059;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;285;2;;;;;;;
SÃO MATEUS DO MARANHÃO;893;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;277;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;418;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;73;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;116;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;210;1;;;;;;;
SENADOR LA ROCQUE;157;8;;;;;;;
SERRANO DO MARANHÃO;114;1;;;;;;;
SÍTIO NOVO;249;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;23;0;;;;;;;
TASSO FRAGOSO;40;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;1932;50;;;;;;;
TRIZIDELA DO VALE;550;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;742;5;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;282;4;;;;;;;
TUTÓIA;806;19;;;;;;;
URBANO SANTOS;890;11;;;;;;;
VARGEM GRANDE;584;9;;;;;;;
VIANA;238;10;;;;;;;
VILA NOVA DOS MARTÍRIOS;128;0;;;;;;;
VITÓRIA DO MEARIM;576;3;;;;;;;
VITORINO FREIRE;1167;18;;;;;;;
ZÉ DOCA;2641;30;;;;;;;
;;;;;;;;;
Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Açailândia (13), Olho D’Água das Cunhãs (1), Pinheiro (4), Satubinha (1), Presidente Dutra (2), Parnarama (1), Monção (1), Matões do Norte (1), Araioses (1), Maracaçumé (1), Mata Roma (1), Pedreiras (4), Grajaú (1), Timbiras (1), Pindaré Mirim (2), Codó (1), Santa Filomena do Maranhão (1), Anapurus (3), Lago da Pedra (2), Brejo de Areia (1), Poção de Pedras (1), Timon (1), Trizidela do Vale (1), Luís Domingues (1), Santa helena (1), Santa Luzia do Paruá (1) e Barra do Corda (1). Em razão de domicílio do paciente, um caso de São Luís foi remanejado para Pedreiras.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
