;;;;;;;;;
NÚMERO DE CASOS CONFIRMADOS POR MUNICÍPIO DE RESIDÊNCIA;;;;DISTRIBUIÇÃO DE CASOS DE COVID-19 NOTIFICADOS NO MARANHÃO;;;;FAIXA ETÁRIA;CASOS
BELÁGUA;158;1;;TESTES REALIZADOS;;;;% de ocupação UTI;59,87%
BENEDITO LEITE;36;0;;LABORATÓRIO PÚBLICO;2909;;;;
BEQUIMÃO;195;10;;LABORATÓRIO PRIVADO;199;;;DEMAIS REGIÕES*;
BERNARDO DO MEARIM;48;2;;BOLETIM ANTERIOR;232.291;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
BOA VISTA DO GURUPI;13;2;;TOTAL;235399;;;Total de leitos;618
BOM JARDIM;636;16;;;;;;Leitos ocupados;149
BOM JESUS DAS SELVAS;1064;7;;;;;;Leitos livres;469
BOM LUGAR;161;0;;ÓBITOS DE COVID-19;;;;% de ocupação;24,11%
BREJO;554;15;;;;;;;
BREJO DE AREIA;111;1;;FAIXA ETÁRIA;CASOS;;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
BURITI;303;0;;0 a 9 anos;15;;;Total de leitos UTI;219
BURITI BRAVO;103;0;;10 a 19 anos;14;;;Leitos ocupados UTI;91
BURITICUPU;1670;4;;20 a 29 anos;27;;;Leitos livres;128
BURITIRANA;209;6;;30 a 39 anos;93;;;% de ocupação UTI;41,55%
CACHOEIRA GRANDE;131;3;;40 a 49 anos;162;;;;
CAJAPIÓ;5;2;;50 a 59 anos;295;;;IMPERATRIZ;
CAJARI;120;1;;60 a 69 anos;658;;;TAXA DE OCUPAÇÃO DE LEITOS DE CLÍNICOS Covid-19;
CAMPESTRE DO MARANHÃO;215;1;;Mais de 70 anos;1514;;;Total de leitos;81
CÂNDIDO MENDES;25;4;;TOTAL;2778;;;Leitos ocupados;53
CANTANHEDE;378;3;;;;;;Leitos livres;28
CAPINZAL DO NORTE;291;0;;;;;;% de ocupação;65,43%
CAROLINA;193;1;;CONTAGEM POR SEXO;QUANTIDADE;%;;;
CARUTAPERA;254;15;;HOMEM;1718;62%;;TAXA DE OCUPAÇÃO DE LEITOS DE UTI Covid-19;
CAXIAS;2448;57;;MULHER;1060;38%;;Total de leitos UTI;54
CEDRAL;107;0;;;;;;Leitos ocupados UTI;32
CENTRAL DO MARANHÃO;17;1;;;;;;Leitos livres;22
CENTRO DO GUILHERME;51;1;;QUADRO DE COMORBIDADE DOS ÓBITOS;;;;% de ocupação UTI;59,26%
CENTRO NOVO DO MARANHÃO;374;5;;COM COMORBIDADES ;2422;87%;;;
CHAPADINHA;2431;36;;SEM COMORBIDADES ;356;13%;;*Taxa de ocupação relativa aos leitos SUS disponíveis na rede SES/MA;
CIDELÂNDIA;245;0;;;;;;;
CODÓ;1790;16;;;;;;;
COELHO NETO;1318;29;;COMORBIDADE;QUANTIDADE;;;;
COLINAS;921;20;;NEUROLÓGICO;156;;;;
CONCEIÇÃO DO LAGO-AÇU;144;3;;ONCOLÓGICO;97;;;RAÇA/COR;
COROATÁ;626;8;;PNEUMOPATIA;24;;;AMARELA;16.509
CURURUPU;349;7;;CARDIOPATIA;293;;;BRANCA;9.830
DAVINÓPOLIS;207;7;;DOENÇA RENAL CRÔNICA;151;;;INDIGENA;410
DOM PEDRO;49;1;;DIABETES MELITUS;1001;;;PARDA;37.481
DUQUE BACELAR;285;6;;HIPERTENSÃO ARTERIAL;1454;;;PRETA;3.703
ESPERANTINÓPOLIS;592;11;;SEM COMORBIDADES;376;;;SEM INFORMAÇÃO;40.221
ESTREITO;829;7;;OBESIDADE;109;;;TOTAL;108.154
FEIRA NOVA DO MARANHÃO;66;1;;OUTROS;351;;;;
FERNANDO FALCÃO;528;0;;;;;;;
FORMOSA DA SERRA NEGRA;175;1;;;;;;;
FORTALEZA DOS NOGUEIRAS;152;0;;;;;;ÓBITOS RAÇA/COR;
FORTUNA;182;0;;;;;;PARDA;1.273
GODOFREDO VIANA;74;3;;;;;;BRANCA;297
GONÇALVES DIAS;172;1;;;;;;PRETA;174
GOVERNADOR ARCHER;222;0;;;;;;AMARELA;196
GOVERNADOR EDISON LOBÃO;175;4;;;;;;INDÍGENA;11
GOVERNADOR EUGÊNIO BARROS;169;0;;;;;;SEM INFORMAÇÃO;827
GOVERNADOR LUIZ ROCHA;62;0;;;;;;TOTAL;2.778
GOVERNADOR NEWTON BELLO;394;4;;;;;;;
GOVERNADOR NUNES FREIRE;582;3;;;;;;;
GRAÇA ARANHA;119;2;;;;;;;
GRAJAÚ;1564;20;;;;;;;
GUIMARÃES;165;4;;;;;;;
HUMBERTO DE CAMPOS;346;4;;;;;;;
ICATU;167;6;;;;;;;
IGARAPÉ DO MEIO;183;7;;;;;;;
IGARAPÉ GRANDE;766;5;;;;;;;
IMPERATRIZ;4555;222;;;;;;;
ITAIPAVA DO GRAJAÚ;169;0;;;;;;;
ITAPECURU-MIRIM;548;7;;;;;;;
ITINGA DO MARANHÃO;450;11;;;;;;;
JATOBÁ;30;0;;;;;;;
JENIPAPO DOS VIEIRAS;192;3;;;;;;;
JOÃO LISBOA;207;9;;;;;;;
JOSELÂNDIA;309;0;;;;;;;
JUNCO DO MARANHÃO;113;0;;;;;;;
LAGO DA PEDRA;1011;41;;;;;;;
LAGO DO JUNCO;146;1;;;;;;;
LAGO DOS RODRIGUES;246;4;;;;;;;
LAGO VERDE;411;2;;;;;;;
LAGOA DO MATO;0;0;;;;;;;
LAGOA GRANDE DO MARANHÃO;90;3;;;;;;;
LAJEADO NOVO;45;0;;;;;;;
LIMA CAMPOS;485;5;;;;;;;
LORETO;66;1;;;;;;;
LUÍS DOMINGUES;55;1;;;;;;;
MAGALHÃES DE ALMEIDA;137;4;;;;;;;
MARACAÇUMÉ;433;1;;;;;;;
MARAJÁ DO SENA;123;2;;;;;;;
MARANHÃOZINHO;313;3;;;;;;;
MATA ROMA;323;6;;;;;;;
MATINHA;216;1;;;;;;;
MATÕES;194;2;;;;;;;
MATÕES DO NORTE;151;1;;;;;;;
MILAGRES DO MARANHÃO;125;1;;;;;;;
MIRADOR;205;2;;;;;;;
MIRANDA DO NORTE;134;5;;;;;;;
MIRINZAL;121;6;;;;;;;
MONÇÃO;268;14;;;;;;;
MONTES ALTOS;154;2;;;;;;;
MORROS;128;6;;;;;;;
NINA RODRIGUES;144;3;;;;;;;
NOVA COLINAS;15;0;;;;;;;
NOVA IORQUE;10;0;;;;;;;
NOVA OLINDA DO MARANHÃO;259;2;;;;;;;
OLHO D'ÁGUA DAS CUNHÃS;365;3;;;;;;;
OLINDA NOVA DO MARANHÃO;195;6;;;;;;;
PAÇO DO LUMIAR;486;74;;;;;;;
PALMEIRÂNDIA;31;3;;;;;;;
PARAIBANO;192;1;;;;;;;
PARNARAMA;155;1;;;;;;;
PASSAGEM FRANCA;80;0;;;;;;;
PASTOS BONS;70;1;;;;;;;
PAULINO NEVES;131;1;;;;;;;
PAULO RAMOS;597;6;;;;;;;
PEDREIRAS;1298;32;;;;;;;
PEDRO DO ROSÁRIO;86;1;;;;;;;
PENALVA;199;5;;;;;;;
PERI-MIRIM;159;1;;;;;;;
PERITORÓ;320;2;;;;;;;
PINDARÉ-MIRIM;539;6;;;;;;;
PINHEIRO;1390;27;;;;;;;
PIO XII;756;4;;;;;;;
PIRAPEMAS;241;2;;;;;;;
POÇÃO DE PEDRAS;339;2;;;;;;;
PORTO FRANCO;354;7;;;;;;;
PORTO RICO DO MARANHÃO;86;1;;;;;;;
PRESIDENTE DUTRA;964;5;;;;;;;
PRESIDENTE JUSCELINO;27;0;;;;;;;
PRESIDENTE MÉDICI;171;0;;;;;;;
PRESIDENTE SARNEY;167;6;;;;;;;
PRESIDENTE VARGAS;38;1;;;;;;;
PRIMEIRA CRUZ;38;2;;;;;;;
RAPOSA;110;13;;;;;;;
RIACHÃO;87;2;;;;;;;
RIBAMAR FIQUENE;128;7;;;;;;;
ROSÁRIO;354;9;;;;;;;
SAMBAÍBA;7;0;;;;;;;
SANTA FILOMENA DO MARANHÃO;24;0;;;;;;;
SANTA HELENA;1157;6;;;;;;;
SANTA INÊS;3838;64;;;;;;;
SANTA LUZIA;1905;11;;;;;;;
SANTA LUZIA DO PARUÁ;265;4;;;;;;;
SANTA QUITÉRIA DO MARANHÃO;442;14;;;;;;;
SANTA RITA;213;10;;;;;;;
SANTANA DO MARANHÃO;120;1;;;;;;;
SANTO AMARO DO MARANHÃO;54;2;;;;;;;
SANTO ANTÔNIO DOS LOPES;480;2;;;;;;;
SÃO BENEDITO DO RIO PRETO;666;5;;;;;;;
SÃO BENTO;454;3;;;;;;;
SÃO BERNARDO;742;13;;;;;;;
SÃO DOMINGOS DO AZEITÃO;48;0;;;;;;;
SÃO DOMINGOS DO MARANHÃO;552;2;;;;;;;
SÃO FÉLIX DE BALSAS;20;0;;;;;;;
SÃO FRANCISCO DO BREJÃO;221;0;;;;;;;
SÃO FRANCISCO DO MARANHÃO;44;0;;;;;;;
SÃO JOÃO BATISTA;104;4;;;;;;;
SÃO JOÃO DO CARÚ;294;5;;;;;;;
SÃO JOÃO DO PARAÍSO;52;1;;;;;;;
SÃO JOÃO DO SÓTER;183;2;;;;;;;
SÃO JOÃO DOS PATOS;277;5;;;;;;;
SÃO JOSÉ DE RIBAMAR;1005;101;;;;;;;
SÃO JOSÉ DOS BASÍLIOS;82;0;;;;;;;
SÃO LUÍS;15174;1084;;;;;;;
SÃO LUÍS GONZAGA DO MARANHÃO;327;2;;;;;;;
SÃO MATEUS DO MARANHÃO;888;20;;;;;;;
SÃO PEDRO DA ÁGUA BRANCA;277;1;;;;;;;
SÃO PEDRO DOS CRENTES;82;0;;;;;;;
SÃO RAIMUNDO DAS MANGABEIRAS;421;3;;;;;;;
SÃO RAIMUNDO DO DOCA BEZERRA;72;2;;;;;;;
SÃO ROBERTO;84;1;;;;;;;
SÃO VICENTE FERRER;119;1;;;;;;;
SATUBINHA;114;1;;;;;;;
SENADOR ALEXANDRE COSTA;210;1;;;;;;;
SENADOR LA ROCQUE;160;8;;;;;;;
SERRANO DO MARANHÃO;123;1;;;;;;;
SÍTIO NOVO;251;3;;;;;;;
SUCUPIRA DO NORTE;11;0;;;;;;;
SUCUPIRA DO RIACHÃO;25;0;;;;;;;
TASSO FRAGOSO;40;0;;;;;;;
TIMBIRAS;269;3;;;;;;;
TIMON;1938;56;;;;;;;
TRIZIDELA DO VALE;547;5;;;;;;;
TUFILÂNDIA;36;4;;;;;;;
TUNTUM;742;6;;;;;;;
TURIAÇU;192;2;;;;;;;
TURILÂNDIA;286;4;;;;;;;
TUTÓIA;825;19;;;;;;;
URBANO SANTOS;887;11;;;;;;;
VARGEM GRANDE;589;10;;;;;;;
VIANA;238;11;;;;;;;
VILA NOVA DOS MARTÍRIOS;129;0;;;;;;;
VITÓRIA DO MEARIM;576;3;;;;;;;
VITORINO FREIRE;1179;18;;;;;;;
ZÉ DOCA;2661;32;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
"Na revisão de dados, em razão de duplicidade no sistema foram excluídos casos nos seguintes municípios: Maranhãozinho (1), Urbano Santos (1), Anapurus (5), São Raimundo do Doca Bezerra (1), São João do Paraíso (1), Açailândia (7), Graça Aranha (1), Trizidela do Vale (2), Miranda do Norte (2), Presidente Dutra (1), Amarante do Maranhão (2), Pio XII (2), Cantanhede (1), São Mateus do Maranhão (2), Raposa (1), Santa Luzia do Paruá (1) e Monção (1).




";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
